id,title,level,needLv,needSpirit,needSkillId,needSkillLv,needItemId,needItemNum,addAttr,addAttrVal,desc,endRow
100849,50级圣骑被动技能8,50,50,5000,,,,,8,185,提升圣骑185韧性,
100850,51级圣骑被动技能8,51,51,5100,,,,,8,188,提升圣骑188韧性,
100851,52级圣骑被动技能8,52,52,5200,,,,,8,192,提升圣骑192韧性,
100852,53级圣骑被动技能8,53,53,5300,,,,,8,196,提升圣骑196韧性,
100853,54级圣骑被动技能8,54,54,5400,,,,,8,199,提升圣骑199韧性,
100854,55级圣骑被动技能8,55,55,5500,,,,,8,203,提升圣骑203韧性,
100855,56级圣骑被动技能8,56,56,5600,,,,,8,207,提升圣骑207韧性,
100856,57级圣骑被动技能8,57,57,5700,,,,,8,210,提升圣骑210韧性,
100857,58级圣骑被动技能8,58,58,5800,,,,,8,214,提升圣骑214韧性,
100858,59级圣骑被动技能8,59,59,5900,,,,,8,218,提升圣骑218韧性,
100859,60级圣骑被动技能8,60,60,6000,,,,,8,222,提升圣骑222韧性,
100860,61级圣骑被动技能8,61,61,6100,,,,,8,225,提升圣骑225韧性,
100861,62级圣骑被动技能8,62,62,6200,,,,,8,229,提升圣骑229韧性,
100862,63级圣骑被动技能8,63,63,6300,,,,,8,233,提升圣骑233韧性,
100863,64级圣骑被动技能8,64,64,6400,,,,,8,236,提升圣骑236韧性,
100864,65级圣骑被动技能8,65,65,6500,,,,,8,240,提升圣骑240韧性,
100865,66级圣骑被动技能8,66,66,6600,,,,,8,244,提升圣骑244韧性,
100866,67级圣骑被动技能8,67,67,6700,,,,,8,247,提升圣骑247韧性,
100867,68级圣骑被动技能8,68,68,6800,,,,,8,251,提升圣骑251韧性,
100868,69级圣骑被动技能8,69,69,6900,,,,,8,255,提升圣骑255韧性,
100869,70级圣骑被动技能8,70,70,7000,,,,,8,259,提升圣骑259韧性,
100870,71级圣骑被动技能8,71,71,7100,,,,,8,262,提升圣骑262韧性,
100871,72级圣骑被动技能8,72,72,7200,,,,,8,266,提升圣骑266韧性,
100872,73级圣骑被动技能8,73,73,7300,,,,,8,270,提升圣骑270韧性,
100873,74级圣骑被动技能8,74,74,7400,,,,,8,273,提升圣骑273韧性,
100874,75级圣骑被动技能8,75,75,7500,,,,,8,277,提升圣骑277韧性,
100875,76级圣骑被动技能8,76,76,7600,,,,,8,281,提升圣骑281韧性,
100876,77级圣骑被动技能8,77,77,7700,,,,,8,284,提升圣骑284韧性,
100877,78级圣骑被动技能8,78,78,7800,,,,,8,288,提升圣骑288韧性,
100878,79级圣骑被动技能8,79,79,7900,,,,,8,292,提升圣骑292韧性,
100879,80级圣骑被动技能8,80,80,8000,,,,,8,296,提升圣骑296韧性,
100880,81级圣骑被动技能8,81,81,8100,,,,,8,299,提升圣骑299韧性,
100881,82级圣骑被动技能8,82,82,8200,,,,,8,303,提升圣骑303韧性,
100882,83级圣骑被动技能8,83,83,8300,,,,,8,307,提升圣骑307韧性,
100883,84级圣骑被动技能8,84,84,8400,,,,,8,310,提升圣骑310韧性,
100884,85级圣骑被动技能8,85,85,8500,,,,,8,314,提升圣骑314韧性,
100885,86级圣骑被动技能8,86,86,8600,,,,,8,318,提升圣骑318韧性,
100886,87级圣骑被动技能8,87,87,8700,,,,,8,321,提升圣骑321韧性,
100887,88级圣骑被动技能8,88,88,8800,,,,,8,325,提升圣骑325韧性,
100888,89级圣骑被动技能8,89,89,8900,,,,,8,329,提升圣骑329韧性,
100889,90级圣骑被动技能8,90,90,9000,,,,,8,333,提升圣骑333韧性,
100890,91级圣骑被动技能8,91,91,9100,,,,,8,336,提升圣骑336韧性,
100891,92级圣骑被动技能8,92,92,9200,,,,,8,340,提升圣骑340韧性,
100892,93级圣骑被动技能8,93,93,9300,,,,,8,344,提升圣骑344韧性,
100893,94级圣骑被动技能8,94,94,9400,,,,,8,347,提升圣骑347韧性,
100894,95级圣骑被动技能8,95,95,9500,,,,,8,351,提升圣骑351韧性,
100895,96级圣骑被动技能8,96,96,9600,,,,,8,355,提升圣骑355韧性,
100896,97级圣骑被动技能8,97,97,9700,,,,,8,358,提升圣骑358韧性,
100897,98级圣骑被动技能8,98,98,9800,,,,,8,362,提升圣骑362韧性,
100898,99级圣骑被动技能8,99,99,9900,,,,,8,366,提升圣骑366韧性,
100899,100级圣骑被动技能8,100,100,10000,,,,,8,370,提升圣骑370韧性,
100900,1级圣骑被动技能9,1,1,100,,,,,9,4,提升圣骑4破甲,
100901,2级圣骑被动技能9,2,2,200,,,,,9,8,提升圣骑8破甲,
100902,3级圣骑被动技能9,3,3,300,,,,,9,12,提升圣骑12破甲,
100903,4级圣骑被动技能9,4,4,400,,,,,9,16,提升圣骑16破甲,
100904,5级圣骑被动技能9,5,5,500,,,,,9,21,提升圣骑21破甲,
100905,6级圣骑被动技能9,6,6,600,,,,,9,25,提升圣骑25破甲,
100906,7级圣骑被动技能9,7,7,700,,,,,9,29,提升圣骑29破甲,
100907,8级圣骑被动技能9,8,8,800,,,,,9,33,提升圣骑33破甲,
100908,9级圣骑被动技能9,9,9,900,,,,,9,37,提升圣骑37破甲,
100909,10级圣骑被动技能9,10,10,1000,,,,,9,42,提升圣骑42破甲,
100910,11级圣骑被动技能9,11,11,1100,,,,,9,46,提升圣骑46破甲,
100911,12级圣骑被动技能9,12,12,1200,,,,,9,50,提升圣骑50破甲,
100912,13级圣骑被动技能9,13,13,1300,,,,,9,54,提升圣骑54破甲,
100913,14级圣骑被动技能9,14,14,1400,,,,,9,58,提升圣骑58破甲,
100914,15级圣骑被动技能9,15,15,1500,,,,,9,63,提升圣骑63破甲,
100915,16级圣骑被动技能9,16,16,1600,,,,,9,67,提升圣骑67破甲,
100916,17级圣骑被动技能9,17,17,1700,,,,,9,71,提升圣骑71破甲,
100917,18级圣骑被动技能9,18,18,1800,,,,,9,75,提升圣骑75破甲,
100918,19级圣骑被动技能9,19,19,1900,,,,,9,79,提升圣骑79破甲,
100919,20级圣骑被动技能9,20,20,2000,,,,,9,84,提升圣骑84破甲,
100920,21级圣骑被动技能9,21,21,2100,,,,,9,88,提升圣骑88破甲,
100921,22级圣骑被动技能9,22,22,2200,,,,,9,92,提升圣骑92破甲,
100922,23级圣骑被动技能9,23,23,2300,,,,,9,96,提升圣骑96破甲,
100923,24级圣骑被动技能9,24,24,2400,,,,,9,100,提升圣骑100破甲,
100924,25级圣骑被动技能9,25,25,2500,,,,,9,105,提升圣骑105破甲,
100925,26级圣骑被动技能9,26,26,2600,,,,,9,109,提升圣骑109破甲,
100926,27级圣骑被动技能9,27,27,2700,,,,,9,113,提升圣骑113破甲,
100927,28级圣骑被动技能9,28,28,2800,,,,,9,117,提升圣骑117破甲,
100928,29级圣骑被动技能9,29,29,2900,,,,,9,121,提升圣骑121破甲,
100929,30级圣骑被动技能9,30,30,3000,,,,,9,126,提升圣骑126破甲,
100930,31级圣骑被动技能9,31,31,3100,,,,,9,130,提升圣骑130破甲,
100931,32级圣骑被动技能9,32,32,3200,,,,,9,134,提升圣骑134破甲,
100932,33级圣骑被动技能9,33,33,3300,,,,,9,138,提升圣骑138破甲,
100933,34级圣骑被动技能9,34,34,3400,,,,,9,142,提升圣骑142破甲,
100934,35级圣骑被动技能9,35,35,3500,,,,,9,147,提升圣骑147破甲,
100935,36级圣骑被动技能9,36,36,3600,,,,,9,151,提升圣骑151破甲,
100936,37级圣骑被动技能9,37,37,3700,,,,,9,155,提升圣骑155破甲,
100937,38级圣骑被动技能9,38,38,3800,,,,,9,159,提升圣骑159破甲,
100938,39级圣骑被动技能9,39,39,3900,,,,,9,163,提升圣骑163破甲,
100939,40级圣骑被动技能9,40,40,4000,,,,,9,168,提升圣骑168破甲,
100940,41级圣骑被动技能9,41,41,4100,,,,,9,172,提升圣骑172破甲,
100941,42级圣骑被动技能9,42,42,4200,,,,,9,176,提升圣骑176破甲,
100942,43级圣骑被动技能9,43,43,4300,,,,,9,180,提升圣骑180破甲,
100943,44级圣骑被动技能9,44,44,4400,,,,,9,184,提升圣骑184破甲,
100944,45级圣骑被动技能9,45,45,4500,,,,,9,189,提升圣骑189破甲,
100945,46级圣骑被动技能9,46,46,4600,,,,,9,193,提升圣骑193破甲,
100946,47级圣骑被动技能9,47,47,4700,,,,,9,197,提升圣骑197破甲,
100947,48级圣骑被动技能9,48,48,4800,,,,,9,201,提升圣骑201破甲,
100948,49级圣骑被动技能9,49,49,4900,,,,,9,205,提升圣骑205破甲,
100949,50级圣骑被动技能9,50,50,5000,,,,,9,210,提升圣骑210破甲,
100950,51级圣骑被动技能9,51,51,5100,,,,,9,214,提升圣骑214破甲,
100951,52级圣骑被动技能9,52,52,5200,,,,,9,218,提升圣骑218破甲,
100952,53级圣骑被动技能9,53,53,5300,,,,,9,222,提升圣骑222破甲,
100953,54级圣骑被动技能9,54,54,5400,,,,,9,226,提升圣骑226破甲,
100954,55级圣骑被动技能9,55,55,5500,,,,,9,231,提升圣骑231破甲,
100955,56级圣骑被动技能9,56,56,5600,,,,,9,235,提升圣骑235破甲,
100956,57级圣骑被动技能9,57,57,5700,,,,,9,239,提升圣骑239破甲,
100957,58级圣骑被动技能9,58,58,5800,,,,,9,243,提升圣骑243破甲,
100958,59级圣骑被动技能9,59,59,5900,,,,,9,247,提升圣骑247破甲,
100959,60级圣骑被动技能9,60,60,6000,,,,,9,252,提升圣骑252破甲,
100960,61级圣骑被动技能9,61,61,6100,,,,,9,256,提升圣骑256破甲,
100961,62级圣骑被动技能9,62,62,6200,,,,,9,260,提升圣骑260破甲,
100962,63级圣骑被动技能9,63,63,6300,,,,,9,264,提升圣骑264破甲,
100963,64级圣骑被动技能9,64,64,6400,,,,,9,268,提升圣骑268破甲,
100964,65级圣骑被动技能9,65,65,6500,,,,,9,273,提升圣骑273破甲,
100965,66级圣骑被动技能9,66,66,6600,,,,,9,277,提升圣骑277破甲,
100966,67级圣骑被动技能9,67,67,6700,,,,,9,281,提升圣骑281破甲,
100967,68级圣骑被动技能9,68,68,6800,,,,,9,285,提升圣骑285破甲,
100968,69级圣骑被动技能9,69,69,6900,,,,,9,289,提升圣骑289破甲,
100969,70级圣骑被动技能9,70,70,7000,,,,,9,294,提升圣骑294破甲,
100970,71级圣骑被动技能9,71,71,7100,,,,,9,298,提升圣骑298破甲,
100971,72级圣骑被动技能9,72,72,7200,,,,,9,302,提升圣骑302破甲,
100972,73级圣骑被动技能9,73,73,7300,,,,,9,306,提升圣骑306破甲,
100973,74级圣骑被动技能9,74,74,7400,,,,,9,310,提升圣骑310破甲,
100974,75级圣骑被动技能9,75,75,7500,,,,,9,315,提升圣骑315破甲,
100975,76级圣骑被动技能9,76,76,7600,,,,,9,319,提升圣骑319破甲,
100976,77级圣骑被动技能9,77,77,7700,,,,,9,323,提升圣骑323破甲,
100977,78级圣骑被动技能9,78,78,7800,,,,,9,327,提升圣骑327破甲,
100978,79级圣骑被动技能9,79,79,7900,,,,,9,331,提升圣骑331破甲,
100979,80级圣骑被动技能9,80,80,8000,,,,,9,336,提升圣骑336破甲,
100980,81级圣骑被动技能9,81,81,8100,,,,,9,340,提升圣骑340破甲,
100981,82级圣骑被动技能9,82,82,8200,,,,,9,344,提升圣骑344破甲,
100982,83级圣骑被动技能9,83,83,8300,,,,,9,348,提升圣骑348破甲,
100983,84级圣骑被动技能9,84,84,8400,,,,,9,352,提升圣骑352破甲,
100984,85级圣骑被动技能9,85,85,8500,,,,,9,357,提升圣骑357破甲,
100985,86级圣骑被动技能9,86,86,8600,,,,,9,361,提升圣骑361破甲,
100986,87级圣骑被动技能9,87,87,8700,,,,,9,365,提升圣骑365破甲,
100987,88级圣骑被动技能9,88,88,8800,,,,,9,369,提升圣骑369破甲,
100988,89级圣骑被动技能9,89,89,8900,,,,,9,373,提升圣骑373破甲,
100989,90级圣骑被动技能9,90,90,9000,,,,,9,378,提升圣骑378破甲,
100990,91级圣骑被动技能9,91,91,9100,,,,,9,382,提升圣骑382破甲,
100991,92级圣骑被动技能9,92,92,9200,,,,,9,386,提升圣骑386破甲,
100992,93级圣骑被动技能9,93,93,9300,,,,,9,390,提升圣骑390破甲,
100993,94级圣骑被动技能9,94,94,9400,,,,,9,394,提升圣骑394破甲,
100994,95级圣骑被动技能9,95,95,9500,,,,,9,399,提升圣骑399破甲,
100995,96级圣骑被动技能9,96,96,9600,,,,,9,403,提升圣骑403破甲,
100996,97级圣骑被动技能9,97,97,9700,,,,,9,407,提升圣骑407破甲,
100997,98级圣骑被动技能9,98,98,9800,,,,,9,411,提升圣骑411破甲,
100998,99级圣骑被动技能9,99,99,9900,,,,,9,415,提升圣骑415破甲,
100999,100级圣骑被动技能9,100,100,10000,,,,,9,420,提升圣骑420破甲,
101000,1级圣骑被动技能10,1,1,100,,,,,10,6,提升圣骑6削攻,
101001,2级圣骑被动技能10,2,2,200,,,,,10,12,提升圣骑12削攻,
101002,3级圣骑被动技能10,3,3,300,,,,,10,18,提升圣骑18削攻,
101003,4级圣骑被动技能10,4,4,400,,,,,10,24,提升圣骑24削攻,
101004,5级圣骑被动技能10,5,5,500,,,,,10,30,提升圣骑30削攻,
101005,6级圣骑被动技能10,6,6,600,,,,,10,36,提升圣骑36削攻,
101006,7级圣骑被动技能10,7,7,700,,,,,10,42,提升圣骑42削攻,
101007,8级圣骑被动技能10,8,8,800,,,,,10,48,提升圣骑48削攻,
101008,9级圣骑被动技能10,9,9,900,,,,,10,54,提升圣骑54削攻,
101009,10级圣骑被动技能10,10,10,1000,,,,,10,60,提升圣骑60削攻,
101010,11级圣骑被动技能10,11,11,1100,,,,,10,66,提升圣骑66削攻,
101011,12级圣骑被动技能10,12,12,1200,,,,,10,72,提升圣骑72削攻,
101012,13级圣骑被动技能10,13,13,1300,,,,,10,78,提升圣骑78削攻,
101013,14级圣骑被动技能10,14,14,1400,,,,,10,84,提升圣骑84削攻,
101014,15级圣骑被动技能10,15,15,1500,,,,,10,90,提升圣骑90削攻,
101015,16级圣骑被动技能10,16,16,1600,,,,,10,96,提升圣骑96削攻,
101016,17级圣骑被动技能10,17,17,1700,,,,,10,102,提升圣骑102削攻,
101017,18级圣骑被动技能10,18,18,1800,,,,,10,108,提升圣骑108削攻,
101018,19级圣骑被动技能10,19,19,1900,,,,,10,114,提升圣骑114削攻,
101019,20级圣骑被动技能10,20,20,2000,,,,,10,120,提升圣骑120削攻,
101020,21级圣骑被动技能10,21,21,2100,,,,,10,126,提升圣骑126削攻,
101021,22级圣骑被动技能10,22,22,2200,,,,,10,132,提升圣骑132削攻,
101022,23级圣骑被动技能10,23,23,2300,,,,,10,138,提升圣骑138削攻,
101023,24级圣骑被动技能10,24,24,2400,,,,,10,144,提升圣骑144削攻,
101024,25级圣骑被动技能10,25,25,2500,,,,,10,150,提升圣骑150削攻,
101025,26级圣骑被动技能10,26,26,2600,,,,,10,156,提升圣骑156削攻,
101026,27级圣骑被动技能10,27,27,2700,,,,,10,162,提升圣骑162削攻,
101027,28级圣骑被动技能10,28,28,2800,,,,,10,168,提升圣骑168削攻,
101028,29级圣骑被动技能10,29,29,2900,,,,,10,174,提升圣骑174削攻,
101029,30级圣骑被动技能10,30,30,3000,,,,,10,180,提升圣骑180削攻,
101030,31级圣骑被动技能10,31,31,3100,,,,,10,186,提升圣骑186削攻,
101031,32级圣骑被动技能10,32,32,3200,,,,,10,192,提升圣骑192削攻,
101032,33级圣骑被动技能10,33,33,3300,,,,,10,198,提升圣骑198削攻,
101033,34级圣骑被动技能10,34,34,3400,,,,,10,204,提升圣骑204削攻,
101034,35级圣骑被动技能10,35,35,3500,,,,,10,210,提升圣骑210削攻,
101035,36级圣骑被动技能10,36,36,3600,,,,,10,216,提升圣骑216削攻,
101036,37级圣骑被动技能10,37,37,3700,,,,,10,222,提升圣骑222削攻,
101037,38级圣骑被动技能10,38,38,3800,,,,,10,228,提升圣骑228削攻,
101038,39级圣骑被动技能10,39,39,3900,,,,,10,234,提升圣骑234削攻,
101039,40级圣骑被动技能10,40,40,4000,,,,,10,240,提升圣骑240削攻,
101040,41级圣骑被动技能10,41,41,4100,,,,,10,246,提升圣骑246削攻,
101041,42级圣骑被动技能10,42,42,4200,,,,,10,252,提升圣骑252削攻,
101042,43级圣骑被动技能10,43,43,4300,,,,,10,258,提升圣骑258削攻,
101043,44级圣骑被动技能10,44,44,4400,,,,,10,264,提升圣骑264削攻,
101044,45级圣骑被动技能10,45,45,4500,,,,,10,270,提升圣骑270削攻,
101045,46级圣骑被动技能10,46,46,4600,,,,,10,276,提升圣骑276削攻,
101046,47级圣骑被动技能10,47,47,4700,,,,,10,282,提升圣骑282削攻,
101047,48级圣骑被动技能10,48,48,4800,,,,,10,288,提升圣骑288削攻,
101048,49级圣骑被动技能10,49,49,4900,,,,,10,294,提升圣骑294削攻,
101049,50级圣骑被动技能10,50,50,5000,,,,,10,300,提升圣骑300削攻,
101050,51级圣骑被动技能10,51,51,5100,,,,,10,306,提升圣骑306削攻,
101051,52级圣骑被动技能10,52,52,5200,,,,,10,312,提升圣骑312削攻,
101052,53级圣骑被动技能10,53,53,5300,,,,,10,318,提升圣骑318削攻,
101053,54级圣骑被动技能10,54,54,5400,,,,,10,324,提升圣骑324削攻,
101054,55级圣骑被动技能10,55,55,5500,,,,,10,330,提升圣骑330削攻,
101055,56级圣骑被动技能10,56,56,5600,,,,,10,336,提升圣骑336削攻,
101056,57级圣骑被动技能10,57,57,5700,,,,,10,342,提升圣骑342削攻,
101057,58级圣骑被动技能10,58,58,5800,,,,,10,348,提升圣骑348削攻,
101058,59级圣骑被动技能10,59,59,5900,,,,,10,354,提升圣骑354削攻,
101059,60级圣骑被动技能10,60,60,6000,,,,,10,360,提升圣骑360削攻,
101060,61级圣骑被动技能10,61,61,6100,,,,,10,366,提升圣骑366削攻,
101061,62级圣骑被动技能10,62,62,6200,,,,,10,372,提升圣骑372削攻,
101062,63级圣骑被动技能10,63,63,6300,,,,,10,378,提升圣骑378削攻,
101063,64级圣骑被动技能10,64,64,6400,,,,,10,384,提升圣骑384削攻,
101064,65级圣骑被动技能10,65,65,6500,,,,,10,390,提升圣骑390削攻,
101065,66级圣骑被动技能10,66,66,6600,,,,,10,396,提升圣骑396削攻,
101066,67级圣骑被动技能10,67,67,6700,,,,,10,402,提升圣骑402削攻,
101067,68级圣骑被动技能10,68,68,6800,,,,,10,408,提升圣骑408削攻,
101068,69级圣骑被动技能10,69,69,6900,,,,,10,414,提升圣骑414削攻,
101069,70级圣骑被动技能10,70,70,7000,,,,,10,420,提升圣骑420削攻,
101070,71级圣骑被动技能10,71,71,7100,,,,,10,426,提升圣骑426削攻,
101071,72级圣骑被动技能10,72,72,7200,,,,,10,432,提升圣骑432削攻,
101072,73级圣骑被动技能10,73,73,7300,,,,,10,438,提升圣骑438削攻,
101073,74级圣骑被动技能10,74,74,7400,,,,,10,444,提升圣骑444削攻,
101074,75级圣骑被动技能10,75,75,7500,,,,,10,450,提升圣骑450削攻,
101075,76级圣骑被动技能10,76,76,7600,,,,,10,456,提升圣骑456削攻,
101076,77级圣骑被动技能10,77,77,7700,,,,,10,462,提升圣骑462削攻,
101077,78级圣骑被动技能10,78,78,7800,,,,,10,468,提升圣骑468削攻,
101078,79级圣骑被动技能10,79,79,7900,,,,,10,474,提升圣骑474削攻,
101079,80级圣骑被动技能10,80,80,8000,,,,,10,480,提升圣骑480削攻,
101080,81级圣骑被动技能10,81,81,8100,,,,,10,486,提升圣骑486削攻,
101081,82级圣骑被动技能10,82,82,8200,,,,,10,492,提升圣骑492削攻,
101082,83级圣骑被动技能10,83,83,8300,,,,,10,498,提升圣骑498削攻,
101083,84级圣骑被动技能10,84,84,8400,,,,,10,504,提升圣骑504削攻,
101084,85级圣骑被动技能10,85,85,8500,,,,,10,510,提升圣骑510削攻,
101085,86级圣骑被动技能10,86,86,8600,,,,,10,516,提升圣骑516削攻,
101086,87级圣骑被动技能10,87,87,8700,,,,,10,522,提升圣骑522削攻,
101087,88级圣骑被动技能10,88,88,8800,,,,,10,528,提升圣骑528削攻,
101088,89级圣骑被动技能10,89,89,8900,,,,,10,534,提升圣骑534削攻,
101089,90级圣骑被动技能10,90,90,9000,,,,,10,540,提升圣骑540削攻,
101090,91级圣骑被动技能10,91,91,9100,,,,,10,546,提升圣骑546削攻,
101091,92级圣骑被动技能10,92,92,9200,,,,,10,552,提升圣骑552削攻,
101092,93级圣骑被动技能10,93,93,9300,,,,,10,558,提升圣骑558削攻,
101093,94级圣骑被动技能10,94,94,9400,,,,,10,564,提升圣骑564削攻,
101094,95级圣骑被动技能10,95,95,9500,,,,,10,570,提升圣骑570削攻,
101095,96级圣骑被动技能10,96,96,9600,,,,,10,576,提升圣骑576削攻,
101096,97级圣骑被动技能10,97,97,9700,,,,,10,582,提升圣骑582削攻,
101097,98级圣骑被动技能10,98,98,9800,,,,,10,588,提升圣骑588削攻,
101098,99级圣骑被动技能10,99,99,9900,,,,,10,594,提升圣骑594削攻,
101099,100级圣骑被动技能10,100,100,10000,,,,,10,600,提升圣骑600削攻,
200100,1级魔剑被动技能1,1,1,100,,,,,1,97,提升魔剑97生命,
200101,2级魔剑被动技能1,2,2,200,,,,,1,194,提升魔剑194生命,
200102,3级魔剑被动技能1,3,3,300,,,,,1,291,提升魔剑291生命,
200103,4级魔剑被动技能1,4,4,400,,,,,1,388,提升魔剑388生命,
200104,5级魔剑被动技能1,5,5,500,,,,,1,486,提升魔剑486生命,
200105,6级魔剑被动技能1,6,6,600,,,,,1,583,提升魔剑583生命,
200106,7级魔剑被动技能1,7,7,700,,,,,1,680,提升魔剑680生命,
200107,8级魔剑被动技能1,8,8,800,,,,,1,777,提升魔剑777生命,
200108,9级魔剑被动技能1,9,9,900,,,,,1,874,提升魔剑874生命,
200109,10级魔剑被动技能1,10,10,1000,,,,,1,972,提升魔剑972生命,
200110,11级魔剑被动技能1,11,11,1100,,,,,1,1069,提升魔剑1069生命,
200111,12级魔剑被动技能1,12,12,1200,,,,,1,1166,提升魔剑1166生命,
200112,13级魔剑被动技能1,13,13,1300,,,,,1,1263,提升魔剑1263生命,
200113,14级魔剑被动技能1,14,14,1400,,,,,1,1360,提升魔剑1360生命,
200114,15级魔剑被动技能1,15,15,1500,,,,,1,1458,提升魔剑1458生命,
200115,16级魔剑被动技能1,16,16,1600,,,,,1,1555,提升魔剑1555生命,
200116,17级魔剑被动技能1,17,17,1700,,,,,1,1652,提升魔剑1652生命,
200117,18级魔剑被动技能1,18,18,1800,,,,,1,1749,提升魔剑1749生命,
200118,19级魔剑被动技能1,19,19,1900,,,,,1,1846,提升魔剑1846生命,
200119,20级魔剑被动技能1,20,20,2000,,,,,1,1944,提升魔剑1944生命,
200120,21级魔剑被动技能1,21,21,2100,,,,,1,2041,提升魔剑2041生命,
200121,22级魔剑被动技能1,22,22,2200,,,,,1,2138,提升魔剑2138生命,
200122,23级魔剑被动技能1,23,23,2300,,,,,1,2235,提升魔剑2235生命,
200123,24级魔剑被动技能1,24,24,2400,,,,,1,2332,提升魔剑2332生命,
200124,25级魔剑被动技能1,25,25,2500,,,,,1,2430,提升魔剑2430生命,
200125,26级魔剑被动技能1,26,26,2600,,,,,1,2527,提升魔剑2527生命,
200126,27级魔剑被动技能1,27,27,2700,,,,,1,2624,提升魔剑2624生命,
200127,28级魔剑被动技能1,28,28,2800,,,,,1,2721,提升魔剑2721生命,
200128,29级魔剑被动技能1,29,29,2900,,,,,1,2818,提升魔剑2818生命,
200129,30级魔剑被动技能1,30,30,3000,,,,,1,2916,提升魔剑2916生命,
200130,31级魔剑被动技能1,31,31,3100,,,,,1,3013,提升魔剑3013生命,
200131,32级魔剑被动技能1,32,32,3200,,,,,1,3110,提升魔剑3110生命,
200132,33级魔剑被动技能1,33,33,3300,,,,,1,3207,提升魔剑3207生命,
200133,34级魔剑被动技能1,34,34,3400,,,,,1,3304,提升魔剑3304生命,
200134,35级魔剑被动技能1,35,35,3500,,,,,1,3402,提升魔剑3402生命,
200135,36级魔剑被动技能1,36,36,3600,,,,,1,3499,提升魔剑3499生命,
200136,37级魔剑被动技能1,37,37,3700,,,,,1,3596,提升魔剑3596生命,
200137,38级魔剑被动技能1,38,38,3800,,,,,1,3693,提升魔剑3693生命,
200138,39级魔剑被动技能1,39,39,3900,,,,,1,3790,提升魔剑3790生命,
200139,40级魔剑被动技能1,40,40,4000,,,,,1,3888,提升魔剑3888生命,
200140,41级魔剑被动技能1,41,41,4100,,,,,1,3985,提升魔剑3985生命,
200141,42级魔剑被动技能1,42,42,4200,,,,,1,4082,提升魔剑4082生命,
200142,43级魔剑被动技能1,43,43,4300,,,,,1,4179,提升魔剑4179生命,
200143,44级魔剑被动技能1,44,44,4400,,,,,1,4276,提升魔剑4276生命,
200144,45级魔剑被动技能1,45,45,4500,,,,,1,4374,提升魔剑4374生命,
200145,46级魔剑被动技能1,46,46,4600,,,,,1,4471,提升魔剑4471生命,
200146,47级魔剑被动技能1,47,47,4700,,,,,1,4568,提升魔剑4568生命,
200147,48级魔剑被动技能1,48,48,4800,,,,,1,4665,提升魔剑4665生命,
200148,49级魔剑被动技能1,49,49,4900,,,,,1,4762,提升魔剑4762生命,
200149,50级魔剑被动技能1,50,50,5000,,,,,1,4860,提升魔剑4860生命,
200150,51级魔剑被动技能1,51,51,5100,,,,,1,4957,提升魔剑4957生命,
200151,52级魔剑被动技能1,52,52,5200,,,,,1,5054,提升魔剑5054生命,
200152,53级魔剑被动技能1,53,53,5300,,,,,1,5151,提升魔剑5151生命,
200153,54级魔剑被动技能1,54,54,5400,,,,,1,5248,提升魔剑5248生命,
200154,55级魔剑被动技能1,55,55,5500,,,,,1,5346,提升魔剑5346生命,
200155,56级魔剑被动技能1,56,56,5600,,,,,1,5443,提升魔剑5443生命,
200156,57级魔剑被动技能1,57,57,5700,,,,,1,5540,提升魔剑5540生命,
200157,58级魔剑被动技能1,58,58,5800,,,,,1,5637,提升魔剑5637生命,
200158,59级魔剑被动技能1,59,59,5900,,,,,1,5734,提升魔剑5734生命,
200159,60级魔剑被动技能1,60,60,6000,,,,,1,5832,提升魔剑5832生命,
200160,61级魔剑被动技能1,61,61,6100,,,,,1,5929,提升魔剑5929生命,
200161,62级魔剑被动技能1,62,62,6200,,,,,1,6026,提升魔剑6026生命,
200162,63级魔剑被动技能1,63,63,6300,,,,,1,6123,提升魔剑6123生命,
200163,64级魔剑被动技能1,64,64,6400,,,,,1,6220,提升魔剑6220生命,
200164,65级魔剑被动技能1,65,65,6500,,,,,1,6318,提升魔剑6318生命,
200165,66级魔剑被动技能1,66,66,6600,,,,,1,6415,提升魔剑6415生命,
200166,67级魔剑被动技能1,67,67,6700,,,,,1,6512,提升魔剑6512生命,
200167,68级魔剑被动技能1,68,68,6800,,,,,1,6609,提升魔剑6609生命,
200168,69级魔剑被动技能1,69,69,6900,,,,,1,6706,提升魔剑6706生命,
200169,70级魔剑被动技能1,70,70,7000,,,,,1,6804,提升魔剑6804生命,
200170,71级魔剑被动技能1,71,71,7100,,,,,1,6901,提升魔剑6901生命,
200171,72级魔剑被动技能1,72,72,7200,,,,,1,6998,提升魔剑6998生命,
200172,73级魔剑被动技能1,73,73,7300,,,,,1,7095,提升魔剑7095生命,
200173,74级魔剑被动技能1,74,74,7400,,,,,1,7192,提升魔剑7192生命,
200174,75级魔剑被动技能1,75,75,7500,,,,,1,7290,提升魔剑7290生命,
200175,76级魔剑被动技能1,76,76,7600,,,,,1,7387,提升魔剑7387生命,
200176,77级魔剑被动技能1,77,77,7700,,,,,1,7484,提升魔剑7484生命,
200177,78级魔剑被动技能1,78,78,7800,,,,,1,7581,提升魔剑7581生命,
200178,79级魔剑被动技能1,79,79,7900,,,,,1,7678,提升魔剑7678生命,
200179,80级魔剑被动技能1,80,80,8000,,,,,1,7776,提升魔剑7776生命,
