id,degree,recommand_force,lvl_limit,practice_num,boss,limit_time,pass_reward,vip_drop,target,drop_list1,drop_list2,drop_list4,ep,times,target_size,target_0,value_0,target_1,value_1,target_2,value_2,end,,,,
20202,2,19200,0,10,邪恶亡灵,300,20202,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
20210,0,11400,0,10,,300,20210,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20211,1,12000,0,10,,300,20211,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200001,1903100001]","[1400200001,1903100001]","[1400200001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20212,2,19800,0,10,,300,20212,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
20220,0,12100,0,10,帕特洛克罗斯,300,20220,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20221,1,13300,0,10,帕特洛克罗斯,300,20221,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300001,1903100001]","[1400300001,1903100001]","[1400300001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20222,2,20200,0,10,帕特洛克罗斯,300,20222,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200002,1903100001]","[1400200002,1903100001]","[1400200002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
20230,0,12500,0,10,邪恶巫师头领,300,20230,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20231,1,13700,0,10,邪恶巫师头领,300,20231,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200001,1903100001]","[1400200001,1903100001]","[1400200001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20232,2,21000,0,10,邪恶巫师头领,300,20232,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300002,1903100001]","[1400300002,1903100001]","[1400300002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
20240,0,13200,0,10,镰刀死神,300,20240,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20241,1,14400,0,10,镰刀死神,300,20241,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300001,1903100001]","[1400300001,1903100001]","[1400300001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20242,2,22000,0,10,镰刀死神,300,20242,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
20250,0,15500,0,10,阿伽门农,300,20250,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20251,1,16500,0,10,阿伽门农,300,20251,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200001,1903100001]","[1400200001,1903100001]","[1400200001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
20252,2,23000,0,10,阿伽门农,300,20252,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30010,0,15500,0,10,,300,30010,201,"[""通关关卡"",""2分钟内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,120,3,5000,,,,,
30011,1,16000,0,10,,300,30011,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400104,1903100001]","[1400100001,1400400104,1903100001]","[1400100001,1400400104,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30012,2,23200,0,10,,300,30012,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30020,0,15650,0,10,幻影之魂,300,30020,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30021,1,16150,0,10,幻影之魂,300,30021,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400504,1903100001]","[1400100001,1400400504,1903100001]","[1400100001,1400400504,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30022,2,23800,0,10,幻影之魂,300,30022,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200002,1903100001]","[1400200002,1903100001]","[1400200002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30030,0,15900,0,10,,300,30030,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30031,1,16500,0,10,,300,30031,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200001,1903100001]","[1400200001,1903100001]","[1400200001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30032,2,24500,0,10,,300,30032,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30040,0,16600,0,10,炽火龙,300,30040,201,"[""通关关卡"",""2分钟内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,120,3,5000,,,,,
30041,1,17500,0,10,炽火龙,300,30041,202,"[""通关关卡"",""2分钟内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400304,1903100001]","[1400100001,1400400304,1903100001]","[1400100001,1400400304,1903100001]",10,-1,3,1,300,1,120,3,5000,,,,,
30042,2,25200,0,10,炽火龙,300,30042,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30050,0,16800,0,10,,300,30050,201,"[""通关关卡"",""2分钟内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,120,3,5000,,,,,
30051,1,17700,0,10,,300,30051,202,"[""通关关卡"",""2分钟内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400604,1903100001]","[1400100001,1400400604,1903100001]","[1400100001,1400400604,1903100001]",10,-1,3,1,300,1,120,3,5000,,,,,
30052,2,26000,0,10,,300,30052,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300002,1903100001]","[1400300002,1903100001]","[1400300002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30060,0,17400,0,10,龙宫守卫,300,30060,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30061,1,18300,0,10,龙宫守卫,300,30061,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300001,1903100001]","[1400300001,1903100001]","[1400300001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30062,2,27200,0,10,龙宫守卫,300,30062,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200002,1903100001]","[1400200002,1903100001]","[1400200002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30070,0,18400,0,10,,300,30070,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30071,1,19200,0,10,,300,30071,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400404,1903100001]","[1400100001,1400400404,1903100001]","[1400100001,1400400404,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30072,2,28200,0,10,,300,30072,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30080,0,18700,0,10,蜃龙,300,30080,201,"[""通关关卡"",""2分钟内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,120,3,5000,,,,,
30081,1,19400,0,10,蜃龙,300,30081,202,"[""通关关卡"",""2分钟内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400204,1903100001]","[1400100001,1400400204,1903100001]","[1400100001,1400400204,1903100001]",10,-1,3,1,300,1,120,3,5000,,,,,
30082,2,29200,0,10,蜃龙,300,30082,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30090,0,19100,0,10,,300,30090,201,"[""通关关卡"",""2分钟内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,120,3,5000,,,,,
30091,1,19800,0,10,,300,30091,202,"[""通关关卡"",""2分钟内通关关卡"",""免死且血量大于50%通关""]","[1400200001,1903100001]","[1400200001,1903100001]","[1400200001,1903100001]",10,-1,3,1,300,1,120,3,5000,,,,,
30092,2,29800,0,10,,300,30092,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300002,1903100001]","[1400300002,1903100001]","[1400300002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30100,0,20400,0,10,,300,30100,201,"[""通关关卡"",""2分钟内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30101,1,21000,0,10,,300,30101,202,"[""通关关卡"",""2分钟内通关关卡"",""免死且血量大于50%通关""]","[1400300001,1903100001]","[1400300001,1903100001]","[1400300001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30102,2,30800,0,10,,300,30102,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30110,0,22000,0,10,美狄亚,300,30110,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30111,1,23000,0,10,美狄亚,300,30111,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200001,1903100001]","[1400200001,1903100001]","[1400200001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30112,2,32000,0,10,美狄亚,300,30112,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30120,0,22100,0,10,血池守卫,300,30120,201,"[""通关关卡"",""2分钟内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,120,3,5000,,,,,
30121,1,22900,0,10,血池守卫,300,30121,202,"[""通关关卡"",""2分钟内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400105,1903100001]","[1400100001,1400400105,1903100001]","[1400100001,1400400105,1903100001]",10,-1,3,1,300,1,120,3,5000,,,,,
30122,2,32200,0,10,血池守卫,300,30122,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30130,0,22300,0,10,,300,30130,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30131,1,23100,0,10,,300,30131,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400505,1903100001]","[1400100001,1400400505,1903100001]","[1400100001,1400400505,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30132,2,32700,0,10,,300,30132,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200002,1903100001]","[1400200002,1903100001]","[1400200002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30140,0,22800,0,10,,300,30140,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30141,1,23600,0,10,,300,30141,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200001,1903100001]","[1400200001,1903100001]","[1400200001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30142,2,33700,0,10,,300,30142,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300002,1903100001]","[1400300002,1903100001]","[1400300002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30150,0,23700,0,10,魔化克瑞丝,300,30150,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30151,1,24900,0,10,魔化克瑞丝,300,30151,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400305,1903100001]","[1400100001,1400400305,1903100001]","[1400100001,1400400305,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30152,2,34500,0,10,魔化克瑞丝,300,30152,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30160,0,24100,0,10,,300,30160,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30161,1,25300,0,10,,300,30161,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400605,1903100001]","[1400100001,1400400605,1903100001]","[1400100001,1400400605,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30162,2,35500,0,10,,300,30162,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30170,0,24800,0,10,,300,30170,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30171,1,26000,0,10,,300,30171,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300001,1903100001]","[1400300001,1903100001]","[1400300001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30172,2,36500,0,10,,300,30172,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200002,1903100001]","[1400200002,1903100001]","[1400200002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30180,0,26100,0,10,,300,30180,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30181,1,26900,0,10,,300,30181,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400405,1903100001]","[1400100001,1400400405,1903100001]","[1400100001,1400400405,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30182,2,37100,0,10,,300,30182,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300002,1903100001]","[1400300002,1903100001]","[1400300002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30190,0,26400,0,10,,300,30190,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30191,1,27200,0,10,,300,30191,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400205,1903100001]","[1400100001,1400400205,1903100001]","[1400100001,1400400205,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30192,2,37600,0,10,,300,30192,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30200,0,26800,0,10,亡灵剑士,300,30200,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30201,1,27600,0,10,亡灵剑士,300,30201,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200001,1903100001]","[1400200001,1903100001]","[1400200001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30202,2,38100,0,10,亡灵剑士,300,30202,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30210,0,27800,0,10,,300,30210,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30211,1,28800,0,10,,300,30211,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300001,1903100001]","[1400300001,1903100001]","[1400300001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30212,2,38800,0,10,,300,30212,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200002,1903100001]","[1400200002,1903100001]","[1400200002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30220,0,28600,0,10,,300,30220,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30221,1,29600,0,10,,300,30221,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200001,1903100001]","[1400200001,1903100001]","[1400200001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30222,2,39800,0,10,,300,30222,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300002,1903100001]","[1400300002,1903100001]","[1400300002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
30230,0,31000,0,10,,300,30230,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1903100001]","[1400100001,1903100001]","[1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30231,1,32000,0,10,,300,30231,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300001,1903100001]","[1400300001,1903100001]","[1400300001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
30232,2,41000,0,10,,300,30232,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1903100001]","[1400100002,1903100001]","[1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
40010,0,32000,0,10,,300,40010,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40011,1,34200,0,10,,300,40011,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400106,1903100001]","[1400100001,1400400106,1903100001]","[1400100001,1400400106,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40012,2,55000,0,10,,300,40012,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100003,1400100002,1903100001]","[1400100003,1400100002,1903100001]","[1400100003,1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
40020,0,32500,0,10,,300,40020,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40021,1,34800,0,10,,300,40021,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400506,1903100001]","[1400100001,1400400506,1903100001]","[1400100001,1400400506,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40022,2,56000,0,10,,300,40022,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200002,1903100001]","[1400200002,1903100001]","[1400200002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
40030,0,34000,0,10,,300,40030,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40031,1,36200,0,10,,300,40031,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200001,1903100001]","[1400200001,1903100001]","[1400200001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40032,2,58000,0,10,,300,40032,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300002,1903100001]","[1400300002,1903100001]","[1400300002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
40040,0,36500,0,10,,300,40040,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40041,1,38800,0,10,,300,40041,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400306,1903100001]","[1400100001,1400400306,1903100001]","[1400100001,1400400306,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40042,2,58500,0,10,,300,40042,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100003,1400100002,1903100001]","[1400100003,1400100002,1903100001]","[1400100003,1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
40050,0,37000,0,10,,300,40050,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40051,1,39400,0,10,,300,40051,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400606,1903100001]","[1400100001,1400400606,1903100001]","[1400100001,1400400606,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40052,2,59500,0,10,,300,40052,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]","[1400500001,1400500000,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
40060,0,38500,0,10,,300,40060,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40061,1,41000,0,10,,300,40061,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300001,1903100001]","[1400300001,1903100001]","[1400300001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40062,2,61500,0,10,,300,40062,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400200002,1903100001]","[1400200002,1903100001]","[1400200002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
40070,0,41200,0,10,,300,40070,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40071,1,43800,0,10,,300,40071,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400406,1903100001]","[1400100001,1400400406,1903100001]","[1400100001,1400400406,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40072,2,62000,0,10,,300,40072,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400300002,1903100001]","[1400300002,1903100001]","[1400300002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
40080,0,42000,0,10,,300,40080,201,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]","[1400100002,1400100001,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40081,1,44500,0,10,,300,40081,202,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100001,1400400206,1903100001]","[1400100001,1400400206,1903100001]","[1400100001,1400400206,1903100001]",10,-1,3,1,300,1,150,3,5000,,,,,
40082,2,63000,0,10,,300,40082,203,"[""通关关卡"",""2分30秒内通关关卡"",""免死且血量大于50%通关""]","[1400100003,1400100002,1903100001]","[1400100003,1400100002,1903100001]","[1400100003,1400100002,1903100001]",10,5,3,1,300,1,150,3,5000,,,,,
