id,name,right_hand,left_hand,hole,level,b_type10,b_value10,s_value10,b_num,b_type1,b_value1,s_value1,b_type2,b_value2,s_value2,b_type3,b_value3,s_value3,b_type4,b_value4,s_value4,endrRow
1103400005,25级紫色狂战项链,,,2,0,1,0,0,2,3,313 ,26.81,7,37 ,3.11,,,,,,,
1103400006,35级紫色狂战项链,,,2,0,1,0,0,2,3,508 ,26.81,7,59 ,3.11,,,,,,,
1103400007,45级紫色狂战项链,,,2,0,1,0,0,2,3,734 ,26.81,7,85 ,3.11,,,,,,,
1103400008,55级紫色狂战项链,,,2,0,1,0,0,2,3,980 ,26.81,7,114 ,3.11,,,,,,,
1103400009,35级红色狂战项链,,,3,0,1,0,0,3,3,508 ,36.41,7,59 ,4.22,9,59 ,4.32,,,,
1103400010,45级红色狂战项链,,,3,0,1,0,0,3,3,734 ,36.41,7,85 ,4.22,9,85 ,4.32,,,,
1103400011,55级红色狂战项链,,,3,0,1,0,0,3,3,984 ,36.41,7,114 ,4.22,9,114 ,4.32,,,,
1103400012,45级橙色狂战项链,,,4,0,1,0,0,3,3,764 ,48.85,7,89 ,5.66,9,89 ,5.76,,,,
1103400013,55级橙色狂战项链,,,4,0,1,0,0,3,3,984 ,48.85,7,114 ,5.66,9,114 ,5.76,,,,
1103400014,65级紫色狂战项链,,,2,0,1,0,0,2,3,1398 ,26.81,7,163 ,3.11,,,,,,,
1103400015,65级红色狂战项链,,,3,0,1,0,0,3,3,1398 ,36.41,7,162 ,4.22,9,162 ,4.32,,,,
1103400016,65级橙色狂战项链,,,4,0,1,0,0,3,3,1398 ,48.85,7,163 ,5.66,9,163 ,5.76,,,,
1104400001,0级蓝色狂战头盔,,,1,0,1,0,0,1,4,52 ,17.93,,,,,,,,,,
1104400003,15级蓝色狂战头盔,,,1,0,1,0,0,1,4,188 ,17.93,,,,,,,,,,
1104400004,25级蓝色狂战头盔,,,1,0,1,0,0,1,4,310 ,17.93,,,,,,,,,,
1104400005,25级紫色狂战头盔,,,2,0,1,0,0,2,4,310 ,26,8,41 ,3.49,,,,,,,
1104400006,35级紫色狂战头盔,,,2,0,1,0,0,2,4,498 ,26,8,66 ,3.49,,,,,,,
1104400007,45级紫色狂战头盔,,,2,0,1,0,0,2,4,719 ,26,8,95 ,3.49,,,,,,,
1104400008,55级紫色狂战头盔,,,2,0,1,0,0,2,4,964 ,26,8,128 ,3.49,,,,,,,
1104400009,35级红色狂战头盔,,,3,0,1,0,0,3,4,498 ,35.68,8,66 ,4.74,10,51 ,3.7,,,,
1104400010,45级红色狂战头盔,,,3,0,1,0,0,3,4,719 ,35.68,8,95 ,4.74,10,73 ,3.7,,,,
1104400011,55级红色狂战头盔,,,3,0,1,0,0,3,4,964 ,35.68,8,128 ,4.74,10,98 ,3.7,,,,
1104400012,45级橙色狂战头盔,,,4,0,1,0,0,3,4,748 ,49.1,8,99 ,6.36,10,76 ,4.99,,,,
1104400013,55级橙色狂战头盔,,,4,0,1,0,0,3,4,964 ,49.1,8,128 ,6.36,10,98 ,4.99,,,,
1104400014,65级紫色狂战头盔,,,2,0,1,0,0,2,4,1375 ,26,8,183 ,3.49,,,,,,,
1104400015,65级红色狂战头盔,,,3,0,1,0,0,3,4,1375 ,35.68,8,182 ,4.74,10,140 ,3.7,,,,
1104400016,65级橙色狂战头盔,,,4,0,1,0,0,3,4,1375 ,49.1,8,183 ,6.36,10,140 ,4.99,,,,
1105400001,0级蓝色狂战衣服,,,1,0,1,0,0,2,4,26 ,8.97,6,26 ,8.97,,,,,,,
1105400003,15级蓝色狂战衣服,,,1,0,1,0,0,2,4,94 ,8.97,6,94 ,8.97,,,,,,,
1105400004,25级蓝色狂战衣服,,,1,0,1,0,0,2,4,155 ,8.97,6,155 ,8.97,,,,,,,
1105400005,25级紫色狂战衣服,,,2,0,1,0,0,3,4,155 ,13.7,6,155 ,13.14,10,32 ,2.79,,,,
1105400006,35级紫色狂战衣服,,,2,0,1,0,0,3,4,269 ,13.7,6,249 ,13.14,10,51 ,2.79,,,,
1105400007,45级紫色狂战衣服,,,2,0,1,0,0,3,4,381 ,13.7,6,360 ,13.14,10,73 ,2.79,,,,
1105400008,55级紫色狂战衣服,,,2,0,1,0,0,3,4,510 ,13.7,6,482 ,13.14,10,98 ,2.79,,,,
1105400009,35级红色狂战衣服,,,3,0,1,0,0,4,4,263 ,17.84,6,249 ,17.84,10,51 ,3.75,8,67 ,4.83 ,
1105400010,45级红色狂战衣服,,,3,0,1,0,0,4,4,360 ,17.84,6,360 ,17.84,10,73 ,3.75,8,95 ,4.83 ,
1105400011,55级红色狂战衣服,,,3,0,1,0,0,4,4,482 ,17.84,6,482 ,17.84,10,98 ,3.75,8,128 ,4.83 ,
1105400012,45级橙色狂战衣服,,,4,0,1,0,0,4,4,374 ,24.1,6,374 ,23.94,10,76 ,5,8,99 ,6.45 ,
1105400013,55级橙色狂战衣服,,,4,0,1,0,0,4,4,498 ,24.1,6,482 ,23.94,10,98 ,5,8,128 ,6.45 ,
1105400014,65级紫色狂战衣服,,,2,0,1,0,0,3,4,728 ,13.7,6,688 ,13.14,10,140 ,2.79,,,,
1105400015,65级红色狂战衣服,,,3,0,1,0,0,4,4,728 ,17.84,6,686 ,17.84,10,140 ,3.75,8,182 ,4.83 ,
1105400016,65级橙色狂战衣服,,,4,0,1,0,0,4,4,728 ,24.1,6,689 ,23.94,10,140 ,5,8,183 ,6.45 ,
1106400001,0级蓝色狂战鞋子,,,1,0,1,0,0,1,6,52 ,17.94,,,,,,,,,,
1106400003,15级蓝色狂战鞋子,,,1,0,1,0,0,1,6,188 ,17.94,,,,,,,,,,
1106400004,25级蓝色狂战鞋子,,,1,0,1,0,0,1,6,310 ,17.94,,,,,,,,,,
1106400005,25级紫色狂战鞋子,,,2,0,1,0,0,2,6,310 ,26.6,8,41 ,3.49,,,,,,,
1106400006,35级紫色狂战鞋子,,,2,0,1,0,0,2,6,498 ,26.6,8,66 ,3.49,,,,,,,
1106400007,45级紫色狂战鞋子,,,2,0,1,0,0,2,6,729 ,26.6,8,96 ,3.49,,,,,,,
1106400008,55级紫色狂战鞋子,,,2,0,1,0,0,2,6,964 ,26.6,8,128 ,3.49,,,,,,,
1106400009,35级红色狂战鞋子,,,3,0,1,0,0,3,6,498 ,35.67,8,66 ,4.74,10,51 ,3.7,,,,
1106400010,45级红色狂战鞋子,,,3,0,1,0,0,3,6,756 ,35.67,8,96 ,4.74,10,74 ,3.7,,,,
1106400011,55级红色狂战鞋子,,,3,0,1,0,0,3,6,1010 ,35.67,8,128 ,4.74,10,98 ,3.7,,,,
1106400012,45级橙色狂战鞋子,,,4,0,1,0,0,3,6,770 ,47.87,8,99 ,6.36,10,76 ,4.99,,,,
1106400013,55级橙色狂战鞋子,,,4,0,1,0,0,3,6,970 ,47.87,8,128 ,6.36,10,98 ,4.99,,,,
1106400014,65级紫色狂战鞋子,,,2,0,1,0,0,2,6,1386 ,26.6,8,183 ,3.49,,,,,,,
1106400015,65级红色狂战鞋子,,,3,0,1,0,0,3,6,1386 ,35.67,8,182 ,4.74,10,140 ,3.7,,,,
1106400016,65级橙色狂战鞋子,,,4,0,1,0,0,3,6,1386 ,47.87,8,183 ,6.36,10,140 ,4.99,,,,
1101100501,15级蓝完美圣骑武器,10020,,1,0,1,0,0,2,3,140 ,8.6,5,103 ,8.60 ,,,,,,,
1101100502,25级蓝完美圣骑武器,10030,,1,0,1,0,0,2,3,169 ,8.6,5,193 ,8.60 ,,,,,,,
1101100503,25级紫完美圣骑武器,10030,,2,0,1,0,0,3,3,169 ,12.6,5,193 ,12.60 ,9,43 ,2.86 ,,,,
1101100504,35级紫完美圣骑武器,10040,,2,0,1,0,0,3,3,360 ,12.6,5,293 ,12.60 ,9,65 ,2.86 ,,,,
1101100505,45级紫完美圣骑武器,10050,,2,0,1,0,0,3,3,488 ,12.6,5,406 ,12.60 ,9,89 ,2.86 ,,,,
1101100506,55级紫完美圣骑武器,10060,,2,0,1,0,0,3,3,640 ,12.6,5,564 ,12.60 ,9,124 ,2.86 ,,,,
1101100507,35级红完美圣骑武器,10040,,3,0,1,0,0,4,3,378 ,17.1,5,293 ,17.10 ,9,65 ,3.88 ,7,58 ,3.98 ,
1101100508,45级红完美圣骑武器,10050,,3,0,1,0,0,4,3,512 ,17.1,5,406 ,17.10 ,9,89 ,3.88 ,7,84 ,3.98 ,
1101100509,55级红完美圣骑武器,10060,,3,0,1,0,0,4,3,640 ,17.1,5,564 ,17.10 ,9,124 ,3.88 ,7,112 ,3.98 ,
1101100510,45级橙完美圣骑武器,10050,,4,0,1,0,0,4,3,512 ,24.1,5,406 ,23.05 ,9,89 ,5.12 ,7,87 ,5.12 ,
1101100511,55级橙完美圣骑武器,10060,,4,0,1,0,0,4,3,640 ,24.1,5,564 ,23.05 ,9,124 ,5.12 ,7,112 ,5.12 ,
1101100512,65级紫完美圣骑武器,10070,,2,0,1,0,0,3,3,992 ,12.6,5,736 ,12.60 ,9,160 ,2.86 ,,,,
1101100513,65级红完美圣骑武器,10070,,3,0,1,0,0,4,3,992 ,17.1,5,737 ,17.10 ,9,160 ,3.88 ,7,160 ,3.84 ,
1101100514,65级橙完美圣骑武器,10070,,4,0,1,0,0,4,3,992 ,24.1,5,737 ,23.05 ,9,160 ,5.12 ,7,160 ,5.12 ,
1102100501,15级蓝完美圣骑戒指,,,1,0,1,0,0,1,5,275 ,17.2,,,,,,,,,,
1102100502,25级蓝完美圣骑戒指,,,1,0,1,0,0,1,5,337 ,17.2,,,,,,,,,,
1102100503,25级紫完美圣骑戒指,,,2,0,1,0,0,2,5,337 ,25.2,7,42 ,2.76,,,,,,,
1102100504,35级紫完美圣骑戒指,,,2,0,1,0,0,2,5,711 ,25.2,7,64 ,2.76,,,,,,,
1102100505,45级紫完美圣骑戒指,,,2,0,1,0,0,2,5,974 ,25.2,7,89 ,2.76,,,,,,,
1102100506,55级紫完美圣骑戒指,,,2,0,1,0,0,2,5,1280 ,25.2,7,124 ,2.76,,,,,,,
1102100507,35级红完美圣骑戒指,,,3,0,1,0,0,3,5,747 ,34.2,7,64 ,3.74,9,58 ,3.88,,,,
1102100508,45级红完美圣骑戒指,,,3,0,1,0,0,3,5,1023 ,34.2,7,89 ,3.74,9,87 ,3.88,,,,
1102100509,55级红完美圣骑戒指,,,3,0,1,0,0,3,5,1280 ,34.2,7,124 ,3.74,9,112 ,3.88,,,,
1102100510,45级橙完美圣骑戒指,,,4,0,1,0,0,3,5,1023 ,48.2,7,89 ,5.02,9,87 ,5.12,,,,
1102100511,55级橙完美圣骑戒指,,,4,0,1,0,0,3,5,1280 ,48.2,7,124 ,5.02,9,112 ,5.12,,,,
1102100512,65级紫完美圣骑戒指,,,2,0,1,0,0,2,5,1982 ,25.2,7,160 ,2.76,,,,,,,
1102100513,65级红完美圣骑戒指,,,3,0,1,0,0,3,5,1982 ,34.2,7,160 ,3.74,9,160 ,3.88,,,,
1102100514,65级橙完美圣骑戒指,,,4,0,1,0,0,3,5,1982 ,48.195,7,160 ,5.02,9,160 ,5.12,,,,
1103100501,15级蓝完美圣骑项链,,,1,0,1,0,0,1,3,275 ,17.2,,,,,,,,,,
1103100502,25级蓝完美圣骑项链,,,1,0,1,0,0,1,3,337 ,17.2,,,,,,,,,,
1103100503,25级紫完美圣骑项链,,,2,0,1,0,0,2,3,337 ,25.2,7,42 ,2.76,,,,,,,
1103100504,35级紫完美圣骑项链,,,2,0,1,0,0,2,3,711 ,25.2,7,64 ,2.76,,,,,,,
1103100505,45级紫完美圣骑项链,,,2,0,1,0,0,2,3,984 ,25.2,7,89 ,2.76,,,,,,,
1103100506,55级紫完美圣骑项链,,,2,0,1,0,0,2,3,1280 ,25.2,7,124 ,2.76,,,,,,,
1103100507,35级红完美圣骑项链,,,3,0,1,0,0,3,3,747 ,34.2,7,64 ,3.74,9,58 ,3.88,,,,
1103100508,45级红完美圣骑项链,,,3,0,1,0,0,3,3,1033 ,34.2,7,89 ,3.74,9,87 ,3.88,,,,
1103100509,55级红完美圣骑项链,,,3,0,1,0,0,3,3,1280 ,34.2,7,124 ,3.74,9,112 ,3.88,,,,
1103100510,45级橙完美圣骑项链,,,4,0,1,0,0,3,3,1033 ,48.2,7,89 ,5.02,9,87 ,5.12,,,,
1103100511,55级橙完美圣骑项链,,,4,0,1,0,0,3,3,1280 ,48.2,7,124 ,5.02,9,112 ,5.12,,,,
1103100512,65级紫完美圣骑项链,,,2,0,1,0,0,2,3,1982 ,25.2,7,160 ,2.76,,,,,,,
1103100513,65级红完美圣骑项链,,,3,0,1,0,0,3,3,1982 ,34.2,7,160 ,3.74,9,160 ,3.84,,,,
1103100514,65级橙完美圣骑项链,,,4,0,1,0,0,3,3,1982 ,48.20,7,160 ,5.02,9,160 ,5.12,,,,
1104100501,15级蓝完美圣骑头盔,,,1,0,1,0,0,1,4,297 ,18.66,,,,,,,,,,
1104100502,25级蓝完美圣骑头盔,,,1,0,1,0,0,1,4,366 ,18.66,,,,,,,,,,
1104100503,25级紫完美圣骑头盔,,,2,0,1,0,0,2,4,366 ,27.44,8,54 ,3.49,,,,,,,
1104100504,35级紫完美圣骑头盔,,,2,0,1,0,0,2,4,761 ,27.44,8,81 ,3.49,,,,,,,
1104100505,45级紫完美圣骑头盔,,,2,0,1,0,0,2,4,1056 ,27.44,8,112 ,3.49,,,,,,,
1104100506,55级紫完美圣骑头盔,,,2,0,1,0,0,2,4,1386 ,27.44,8,156 ,3.49,,,,,,,
1104100507,35级红完美圣骑头盔,,,3,0,1,0,0,3,4,799 ,37.11,8,81 ,4.73,10,72 ,4.67,,,,
1104100508,45级红完美圣骑头盔,,,3,0,1,0,0,3,4,1109 ,37.11,8,112 ,4.73,10,108 ,4.67,,,,
1104100509,55级红完美圣骑头盔,,,3,0,1,0,0,3,4,1386 ,37.11,8,156 ,4.73,10,139 ,4.67,,,,
1104100510,45级橙完美圣骑头盔,,,4,0,1,0,0,3,4,1109 ,52.29,8,112 ,6.35,10,108 ,6.24,,,,
1104100511,55级橙完美圣骑头盔,,,4,0,1,0,0,3,4,1386 ,52.29,8,156 ,6.35,10,139 ,6.24,,,,
1104100512,65级紫完美圣骑头盔,,,2,0,1,0,0,2,4,2157 ,27.44,8,205 ,3.49,,,,,,,
1104100513,65级红完美圣骑头盔,,,3,0,1,0,0,3,4,2157 ,37.11,8,205 ,4.73,10,199 ,4.67,,,,
1104100514,65级橙完美圣骑头盔,,,4,0,1,0,0,3,4,2157 ,52.29,8,205 ,6.35,10,199 ,6.24,,,,
1105100501,15级蓝完美圣骑衣服,,,1,0,1,0,0,2,4,148 ,9.33,6,111 ,9.33,,,,,,,
1105100502,25级蓝完美圣骑衣服,,,1,0,1,0,0,2,4,190 ,9.33,6,210 ,9.33,,,,,,,
1105100503,25级紫完美圣骑衣服,,,2,0,1,0,0,3,4,190 ,13.68,6,210 ,13.78,10,52 ,3.52,,,,
1105100504,35级紫完美圣骑衣服,,,2,0,1,0,0,3,4,401 ,13.68,6,318 ,13.78,10,79 ,3.52,,,,
1105100505,45级紫完美圣骑衣服,,,2,0,1,0,0,3,4,550 ,13.68,6,440 ,13.78,10,109 ,3.52,,,,
1105100506,55级紫完美圣骑衣服,,,2,0,1,0,0,3,4,696 ,13.68,6,613 ,13.78,10,151 ,3.52,,,,
1105100507,35级红完美圣骑衣服,,,3,0,1,0,0,4,4,421 ,18.56,6,318 ,18.56,10,79 ,4.67,8,80 ,4.83 ,
1105100508,45级红完美圣骑衣服,,,3,0,1,0,0,4,4,578 ,18.56,6,440 ,18.56,10,109 ,4.67,8,109 ,4.83 ,
1105100509,55级红完美圣骑衣服,,,3,0,1,0,0,4,4,696 ,18.56,6,613 ,18.56,10,151 ,4.67,8,146 ,4.83 ,
1105100510,45级橙完美圣骑衣服,,,4,0,1,0,0,4,4,578 ,26.16,6,440 ,25,10,109 ,6.24,8,109 ,6.45 ,
1105100511,55级橙完美圣骑衣服,,,4,0,1,0,0,4,4,696 ,26.16,6,613 ,25,10,151 ,6.24,8,146 ,6.45 ,
1105100512,65级紫完美圣骑衣服,,,2,0,1,0,0,3,4,1076 ,13.68,6,797 ,13.68,10,195 ,3.47,,,,
1105100513,65级红完美圣骑衣服,,,3,0,1,0,0,4,4,1076 ,18.56,6,797 ,18.56,10,195 ,4.67,8,200 ,4.83 ,
1105100514,65级橙完美圣骑衣服,,,4,0,1,0,0,4,4,1076 ,26.156,6,797 ,25,10,195 ,6.24,8,200 ,6.45 ,
1106100501,15级蓝完美圣骑鞋子,,,1,0,1,0,0,1,6,296 ,18.65,,,,,,,,,,
1106100502,25级蓝完美圣骑鞋子,,,1,0,1,0,0,1,6,366 ,18.65,,,,,,,,,,
1106100503,25级紫完美圣骑鞋子,,,2,0,1,0,0,2,6,366 ,27.35,8,54 ,3.49,,,,,,,
1106100504,35级紫完美圣骑鞋子,,,2,0,1,0,0,2,6,761 ,27.35,8,85 ,3.49,,,,,,,
1106100505,45级紫完美圣骑鞋子,,,2,0,1,0,0,2,6,1056 ,27.35,8,112 ,3.49,,,,,,,
1106100506,55级紫完美圣骑鞋子,,,2,0,1,0,0,2,6,1386 ,27.35,8,156 ,3.49,,,,,,,
1106100507,35级红完美圣骑鞋子,,,3,0,1,0,0,3,6,799 ,37.11,8,85 ,4.73,10,71 ,4.75,,,,
1106100508,45级红完美圣骑鞋子,,,3,0,1,0,0,3,6,1109 ,37.11,8,112 ,4.73,10,108 ,4.75,,,,
1106100509,55级红完美圣骑鞋子,,,3,0,1,0,0,3,6,1386 ,37.11,8,156 ,4.73,10,139 ,4.75,,,,
1106100510,45级橙完美圣骑鞋子,,,4,0,1,0,0,3,6,1109 ,52.29,8,112 ,6.45,10,108 ,6.24,,,,
1106100511,55级橙完美圣骑鞋子,,,4,0,1,0,0,3,6,1386 ,52.29,8,156 ,6.45,10,139 ,6.24,,,,
1106100512,65级紫完美圣骑鞋子,,,2,0,1,0,0,2,6,2153 ,27.35,8,205 ,3.49,,,,,,,
1106100513,65级红完美圣骑鞋子,,,3,0,1,0,0,3,6,2153 ,37.11,8,205 ,4.73,10,199 ,4.67,,,,
1106100514,65级橙完美圣骑鞋子,,,4,0,1,0,0,3,6,2153 ,52.29,8,205 ,6.45,10,199 ,6.24,,,,
1101200501,15级蓝完美魔剑武器,11020,11020,1,0,1,0,0,2,3,147 ,9.2,5,109 ,9.14,,,,,,,
1101200502,25级蓝完美魔剑武器,11030,11030,1,0,1,0,0,2,3,181 ,9.2,5,205 ,9.14,,,,,,,
1101200503,25级紫完美魔剑武器,11030,11030,2,0,1,0,0,3,3,181 ,13.2,5,205 ,13.4,9,52 ,3.47,,,,
1101200504,35级紫完美魔剑武器,11040,11040,2,0,1,0,0,3,3,368 ,13.2,5,311 ,13.4,9,79 ,3.47,,,,
1101200505,45级紫完美魔剑武器,11050,11050,2,0,1,0,0,3,3,502 ,13.2,5,431 ,13.4,9,109 ,3.47,,,,
1101200506,55级紫完美魔剑武器,11060,11060,2,0,1,0,0,3,3,680 ,13.2,5,599 ,13.4,9,151 ,3.47,,,,
1101200507,35级红完美魔剑武器,11040,11040,3,0,1,0,0,4,3,386 ,17.47,5,311 ,18.19,9,79 ,4.68,7,69 ,4.63 ,
1101200508,45级红完美魔剑武器,11050,11050,3,0,1,0,0,4,3,527 ,17.47,5,431 ,18.19,9,109 ,4.68,7,106 ,4.63 ,
1101200509,55级红完美魔剑武器,11060,11060,3,0,1,0,0,4,3,680 ,17.47,5,599 ,18.19,9,151 ,4.68,7,136 ,4.63 ,
1101200510,45级橙完美魔剑武器,11050,11050,4,0,1,0,0,4,3,527 ,24.61,5,431 ,24.4,9,109 ,6.24,7,106 ,6.17 ,
1101200511,55级橙完美魔剑武器,11060,11060,4,0,1,0,0,4,3,680 ,24.61,5,599 ,24.4,9,151 ,6.24,7,136 ,6.17 ,
1101200512,65级紫完美魔剑武器,11070,11070,2,0,1,0,0,3,3,1040 ,13.2,5,780 ,13.4,9,210 ,3.47,,,,
1101200513,65级红完美魔剑武器,11070,11070,3,0,1,0,0,4,3,1040 ,17.47,5,780 ,18.19,9,210 ,4.68,7,183 ,4.63 ,
1101200514,65级橙完美魔剑武器,11070,11070,4,0,1,0,0,4,3,1040 ,24.61,5,780 ,24.4,9,210 ,6.24,7,183 ,6.17 ,
1102200501,15级蓝完美魔剑戒指,,,1,0,1,0,0,1,5,292 ,18.4,,,,,,,,,,
1102200502,25级蓝完美魔剑戒指,,,1,0,1,0,0,1,5,360 ,18.4,,,,,,,,,,
1102200503,25级紫完美魔剑戒指,,,2,0,1,0,0,2,5,360 ,26.9,7,51 ,3.34,,,,,,,
1102200504,35级紫完美魔剑戒指,,,2,0,1,0,0,2,5,753 ,26.9,7,77 ,3.34,,,,,,,
1102200505,45级紫完美魔剑戒指,,,2,0,1,0,0,2,5,1031 ,26.9,7,107 ,3.34,,,,,,,
1102200506,55级紫完美魔剑戒指,,,2,0,1,0,0,2,5,1361 ,26.9,7,149 ,3.34,,,,,,,
1102200507,35级红完美魔剑戒指,,,3,0,1,0,0,3,5,791 ,36.51,7,77 ,4.53,9,72 ,4.68,,,,
1102200508,45级红完美魔剑戒指,,,3,0,1,0,0,3,5,1083 ,36.51,7,107 ,4.53,9,104 ,4.68,,,,
1102200509,55级红完美魔剑戒指,,,3,0,1,0,0,3,5,1361 ,36.51,7,149 ,4.53,9,139 ,4.68,,,,
1102200510,45级橙完美魔剑戒指,,,4,0,1,0,0,3,5,1083 ,51.45,7,107 ,6.08,9,104 ,6.25,,,,
1102200511,55级橙完美魔剑戒指,,,4,0,1,0,0,3,5,1361 ,51.45,7,149 ,6.08,9,139 ,6.25,,,,
1102200512,65级紫完美魔剑戒指,,,2,0,1,0,0,2,5,2085 ,26.9,7,210 ,3.34,,,,,,,
1102200513,65级红完美魔剑戒指,,,3,0,1,0,0,3,5,2085 ,36.51,7,210 ,4.53,9,185 ,4.68,,,,
1102200514,65级橙完美魔剑戒指,,,4,0,1,0,0,3,5,2085 ,51.45,7,210 ,6.08,9,185 ,6.25,,,,
1103200501,15级蓝完美魔剑项链,,,1,0,1,0,0,1,3,280 ,18,,,,,,,,,,
1103200502,25级蓝完美魔剑项链,,,1,0,1,0,0,1,3,350 ,18,,,,,,,,,,
1103200503,25级紫完美魔剑项链,,,2,0,1,0,0,2,3,350 ,26.1,7,51 ,3.34,,,,,,,
1103200504,35级紫完美魔剑项链,,,2,0,1,0,0,2,3,734 ,26.1,7,77 ,3.34,,,,,,,
1103200505,45级紫完美魔剑项链,,,2,0,1,0,0,2,3,1015 ,26.1,7,107 ,3.34,,,,,,,
1103200506,55级紫完美魔剑项链,,,2,0,1,0,0,2,3,1310 ,26.1,7,148 ,3.34,,,,,,,
1103200507,35级红完美魔剑项链,,,3,0,1,0,0,3,3,771 ,35.2,7,77 ,4.53,9,72 ,4.68,,,,
1103200508,45级红完美魔剑项链,,,3,0,1,0,0,3,3,1066 ,35.2,7,107 ,4.53,9,104 ,4.68,,,,
1103200509,55级红完美魔剑项链,,,3,0,1,0,0,3,3,1310 ,35.2,7,148 ,4.53,9,139 ,4.68,,,,
1103200510,45级橙完美魔剑项链,,,4,0,1,0,0,3,3,1066 ,49.67,7,107 ,6.08,9,104 ,6.25,,,,
1103200511,55级橙完美魔剑项链,,,4,0,1,0,0,3,3,1310 ,49.67,7,148 ,6.08,9,139 ,6.25,,,,
1103200512,65级紫完美魔剑项链,,,2,0,1,0,0,2,3,2000 ,26.1,7,205 ,3.34,,,,,,,
1103200513,65级红完美魔剑项链,,,3,0,1,0,0,3,3,2000 ,35.2,7,205 ,4.53,9,190 ,4.68,,,,
1103200514,65级橙完美魔剑项链,,,4,0,1,0,0,3,3,2000 ,49.67,7,205 ,6.08,9,190 ,6.25,,,,
1104200501,15级蓝完美魔剑头盔,,,1,0,1,0,0,1,4,284 ,17.6,,,,,,,,,,
1104200502,25级蓝完美魔剑头盔,,,1,0,1,0,0,1,4,347 ,17.6,,,,,,,,,,
1104200503,25级紫完美魔剑头盔,,,2,0,1,0,0,2,4,347 ,25.2,8,54 ,3.49,,,,,,,
1104200504,35级紫完美魔剑头盔,,,2,0,1,0,0,2,4,719 ,25.2,8,81 ,3.49,,,,,,,
1104200505,45级紫完美魔剑头盔,,,2,0,1,0,0,2,4,990 ,25.2,8,112 ,3.49,,,,,,,
1104200506,55级紫完美魔剑头盔,,,2,0,1,0,0,2,4,1259 ,25.2,8,155 ,3.49,,,,,,,
1104200507,35级红完美魔剑头盔,,,3,0,1,0,0,3,4,755 ,34,8,81 ,4.74,10,65 ,4.6,,,,
1104200508,45级红完美魔剑头盔,,,3,0,1,0,0,3,4,1040 ,34,8,112 ,4.74,10,96 ,4.6,,,,
1104200509,55级红完美魔剑头盔,,,3,0,1,0,0,3,4,1259 ,34,8,155 ,4.74,10,128 ,4.6,,,,
1104200510,45级橙完美魔剑头盔,,,4,0,1,0,0,3,4,1040 ,48.09,8,112 ,6.36,10,96 ,6.2,,,,
1104200511,55级橙完美魔剑头盔,,,4,0,1,0,0,3,4,1259 ,48.09,8,155 ,6.36,10,128 ,6.2,,,,
1104200512,65级紫完美魔剑头盔,,,2,0,1,0,0,2,4,1982 ,25.2,8,204 ,3.49,,,,,,,
1104200513,65级红完美魔剑头盔,,,3,0,1,0,0,3,4,1982 ,34,8,204 ,4.74,10,183 ,4.6,,,,
1104200514,65级橙完美魔剑头盔,,,4,0,1,0,0,3,4,1982 ,48.09,8,204 ,6.36,10,183 ,6.2,,,,
1105200501,15级蓝完美魔剑衣服,,,1,0,1,0,0,2,4,147 ,8.7,9,99 ,8.48,,,,,,,
1105200502,25级蓝完美魔剑衣服,,,1,0,1,0,0,2,4,201 ,8.7,6,191 ,8.48,,,,,,,
1105200503,25级紫完美魔剑衣服,,,2,0,1,0,0,3,4,201 ,12.8,6,191 ,12.43,10,48 ,3.24,,,,
1105200504,35级紫完美魔剑衣服,,,2,0,1,0,0,3,4,359 ,12.8,6,288 ,12.43,10,73 ,3.24,,,,
1105200505,45级紫完美魔剑衣服,,,2,0,1,0,0,3,4,499 ,12.8,6,398 ,12.43,10,101 ,3.24,,,,
1105200506,55级紫完美魔剑衣服,,,2,0,1,0,0,3,4,672 ,12.8,6,554 ,12.43,10,140 ,3.24,,,,
1105200507,35级红完美魔剑衣服,,,3,0,1,0,0,4,4,377 ,16.88,6,288 ,16.88,10,73 ,4.36,8,74 ,4.84 ,
1105200508,45级红完美魔剑衣服,,,3,0,1,0,0,4,4,523 ,16.88,6,398 ,16.88,10,101 ,4.36,8,107 ,4.84 ,
1105200509,55级红完美魔剑衣服,,,3,0,1,0,0,4,4,672 ,16.88,6,554 ,16.88,10,140 ,4.36,8,140 ,4.84 ,
1105200510,45级橙完美魔剑衣服,,,4,0,1,0,0,4,4,523 ,23.77,6,398 ,22.64,10,101 ,5.82,8,107 ,6.46 ,
1105200511,55级橙完美魔剑衣服,,,4,0,1,0,0,4,4,672 ,23.77,6,554 ,22.64,10,140 ,5.82,8,140 ,6.46 ,
1105200512,65级紫完美魔剑衣服,,,2,0,1,0,0,3,4,985 ,12.8,6,728 ,12.43,10,200 ,3.24,,,,
1105200513,65级红完美魔剑衣服,,,3,0,1,0,0,4,4,985 ,16.88,6,728 ,16.88,10,200 ,4.36,8,180 ,4.84 ,
1105200514,65级橙完美魔剑衣服,,,4,0,1,0,0,4,4,985 ,23.77,6,728 ,22.64,10,200 ,5.82,8,180 ,6.46 ,
1106200501,15级蓝完美魔剑鞋子,,,1,0,1,0,0,1,6,288 ,17.6,,,,,,,,,,
1106200502,25级蓝完美魔剑鞋子,,,1,0,1,0,0,1,6,346 ,17.6,,,,,,,,,,
