id,title,pAtkBase,pAtkPer,mAtkBase,mAtkPer,addTarget,addStage,castStart,castOffset,castEnd,castRange,castAngle,castVel,castMax,castGap,castAi,castArg,castSet,callId,hitDelay,hitDura,hitGap,hitSet,targetCamp,actTime,actSet,rType,rWidth,rArg1,rArg2,repeat,playEx,actVel,hitKind,hitDist,atkBuff,hitBuff,atkSp,hitSp,atkAnimName,atkAnimPost,atkCamera,hitCamera,ownFx,ownDelay,atkFx,atkDelay,atkSound,atkCv,hitAnim,hitFx,hitSound,endRow,,,,,,,,,,
2115010,回雁击1级1招,,,,2.4,,,3,,,5,60,10,3,,RayOut,,2,,0.467,0.6,,2,2,1.4,2,1,1,1,,1,,-2.41625,,,,,,,Escape,,152,1,1093,,4001,0.467,210046,400109,1,2011,260002,,,,,,,,,,,
2115020,回雁击1级1招,,,,2.6,,,3,,,5,60,10,3,,RayOut,,2,,0.467,0.6,,2,2,1.4,2,1,1,1,,1,,-2.41625,,,,,,,Escape,,152,1,1093,,4001,0.467,210046,400109,1,2011,260002,,,,,,,,,,,
2115030,回雁击1级1招,,,,2.8,,,3,,,5,60,10,3,,RayOut,,2,,0.467,0.6,,2,2,1.4,2,1,1,1,,1,,-2.41625,,,,,,,Escape,,152,1,1093,,4001,0.467,210046,400109,1,2011,260002,,,,,,,,,,,
2115040,回雁击1级1招,,,,3,,,3,,,5,60,10,3,,RayOut,,2,,0.467,0.6,,2,2,1.4,2,1,1,1,,1,,-2.41625,,,,,,,Escape,,152,1,1093,,4001,0.467,210046,400109,1,2011,260002,,,,,,,,,,,
2115050,回雁击1级1招,,,,3.2,,,3,,,5,60,10,3,,RayOut,,2,,0.467,0.6,,2,2,1.4,2,1,1,1,,1,,-2.41625,,,,,,,Escape,,152,1,1093,,4001,0.467,210046,400109,1,2011,260002,,,,,,,,,,,
2115060,回雁击1级1招,,,,3.4,,,3,,,5,60,10,3,,RayOut,,2,,0.467,0.6,,2,2,1.4,2,1,1,1,,1,,-2.41625,,,,,,,Escape,,152,1,1093,,4001,0.467,210046,400109,1,2011,260002,,,,,,,,,,,
2115070,回雁击1级1招,,,,3.6,,,3,,,5,60,10,3,,RayOut,,2,,0.467,0.6,,2,2,1.4,2,1,1,1,,1,,-2.41625,,,,,,,Escape,,152,1,1093,,4001,0.467,210046,400109,1,2011,260002,,,,,,,,,,,
2115080,回雁击1级1招,,,,3.8,,,3,,,5,60,10,3,,RayOut,,2,,0.467,0.6,,2,2,1.4,2,1,1,1,,1,,-2.41625,,,,,,,Escape,,152,1,1093,,4001,0.467,210046,400109,1,2011,260002,,,,,,,,,,,
2115090,回雁击1级1招,,,,4,,,3,,,5,60,10,3,,RayOut,,2,,0.467,0.6,,2,2,1.4,2,1,1,1,,1,,-2.41625,,,,,,,Escape,,152,1,1093,,4001,0.467,210046,400109,1,2011,260002,,,,,,,,,,,
2215000,双燕击1级,,,,-1.2,1,1,,,,,90,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215010,双燕击2级,,,,-1.06,1,1,,,,,90,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215020,双燕击3级,,,,-0.92,1,1,,,,,90,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215030,双燕击4级,,,,-0.78,1,1,,,,,90,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215040,双燕击5级,,,,-0.65,1,1,,,,,90,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215050,双燕击6级,,,,-0.52,1,1,,,,,90,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215060,双燕击7级,,,,-0.39,1,1,,,,,90,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215070,双燕击8级,,,,-0.26,1,1,,,,,90,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215080,双燕击9级,,,,-0.13,1,1,,,,,90,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215090,双燕击10级,,,,0,1,1,,,,,90,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315000,爆裂击1级,,,,1.1,,,,,,,,,1,,Bind,,,,,,,2,2,,64,3,1,,,1,,,,1,,,,,,,,,,,1108,,260011,,5,,,,,,,,,,,,,
2315010,爆裂击2级,,,,1.2,,,,,,,,,1,,Bind,,,,,,,2,2,,64,3,1,,,1,,,,1,,,,,,,,,,,1108,,260011,,5,,,,,,,,,,,,,
2315020,爆裂击3级,,,,1.3,,,,,,,,,1,,Bind,,,,,,,2,2,,64,3,1,,,1,,,,1,,,,,,,,,,,1108,,260011,,5,,,,,,,,,,,,,
2315030,爆裂击4级,,,,1.4,,,,,,,,,1,,Bind,,,,,,,2,2,,64,3,1,,,1,,,,1,,,,,,,,,,,1108,,260011,,5,,,,,,,,,,,,,
2315040,爆裂击5级,,,,1.5,,,,,,,,,1,,Bind,,,,,,,2,2,,64,3,1,,,1,,,,1,,,,,,,,,,,1108,,260011,,5,,,,,,,,,,,,,
2315050,爆裂击6级,,,,1.6,,,,,,,,,1,,Bind,,,,,,,2,2,,64,3,1,,,1,,,,1,,,,,,,,,,,1108,,260011,,5,,,,,,,,,,,,,
2315060,爆裂击7级,,,,1.7,,,,,,,,,1,,Bind,,,,,,,2,2,,64,3,1,,,1,,,,1,,,,,,,,,,,1108,,260011,,5,,,,,,,,,,,,,
2315070,爆裂击8级,,,,1.8,,,,,,,,,1,,Bind,,,,,,,2,2,,64,3,1,,,1,,,,1,,,,,,,,,,,1108,,260011,,5,,,,,,,,,,,,,
2315080,爆裂击9级,,,,1.9,,,,,,,,,1,,Bind,,,,,,,2,2,,64,3,1,,,1,,,,1,,,,,,,,,,,1108,,260011,,5,,,,,,,,,,,,,
2315090,爆裂击10级,,,,2,,,,,,,,,1,,Bind,,,,,,,2,2,,64,3,1,,,1,,,,1,,,,,,,,,,,1108,,260011,,5,,,,,,,,,,,,,
2120000,死亡月舞曲1级,,,,1.02,,,SmartDir,,,5,,,,,Bind,,,,0.782,,,2,2,1.133,26,3,3.5,,,1,,,,-1,20700,,,,ComboA,,101,1,,,1101,,210039,400108,5,2001,260004,,,,,,,,,,,
2120001,死亡月舞曲1级,,,,1.68,,,SmartDir,,,2.5,,,,,Bind,,,,0.221,0.5,0.441,3,2,1.033,26,3,2.5,,,1,,,,,,,,,ComboB,,,2,,,1102,,210040,,3,2001,260004,,,,,,,,,,,
2120002,死亡月舞曲1级,,,,1.68,,,SmartDir,,,2.5,,,,,Bind,,,,0.242,0.5,0.41,3,2,1.067,26,3,2.5,,,1,,,,,,,,,ComboC,,,2,,,1103,,210041,,2,2001,260002,,,,,,,,,,,
2120003,死亡月舞曲1级,,,,1.225,,,SmartDir,,,3,,,,,Bind,,,,0.08,0.8,,3,2,0.8,26,1,3,3,,1,,,,-1,,,,,ComboD,,,2,,,1104,,210042,,5,2001,260004,,,,,,,,,,,
2120004,死亡月舞曲1级,,,,1.38,,,SmartDir,,,3,,,,,Bind,,,,0.13,0.89,,3,2,1,26,1,3,3,,1,,,,-0.5,,,,,ComboE,,,2,,,1105,,210043,,5,2001,260004,,,,,,,,,,,
2120005,死亡月舞曲1级,,,,2.35,,,SmartDir,,,4,,,,,Bind,,,,0.944,,,3,2,1.7,26,3,4,,,1,,,,,,,,,ComboF,,151,2,,,1106,,210044,400109,4,2001,260002,,,,,,,,,,,
2120010,死亡月舞曲2级,,,,1.04,,,SmartDir,,,5,,,,,Bind,,,,0.782,,,2,2,1.133,26,3,3.5,,,1,,,,-1,20700,,,,ComboA,,101,1,,,1101,,210039,400108,5,2001,260004,,,,,,,,,,,
2120011,死亡月舞曲2级,,,,1.71,,,SmartDir,,,2.5,,,,,Bind,,,,0.221,0.5,0.441,3,2,1.033,26,3,2.5,,,1,,,,,,,,,ComboB,,,2,,,1102,,210040,,3,2001,260004,,,,,,,,,,,
2120012,死亡月舞曲2级,,,,1.71,,,SmartDir,,,2.5,,,,,Bind,,,,0.242,0.5,0.41,3,2,1.067,26,3,2.5,,,1,,,,,,,,,ComboC,,,2,,,1103,,210041,,2,2001,260002,,,,,,,,,,,
2120013,死亡月舞曲2级,,,,1.25,,,SmartDir,,,3,,,,,Bind,,,,0.08,0.8,,3,2,0.8,26,1,3,3,,1,,,,-1,,,,,ComboD,,,2,,,1104,,210042,,5,2001,260004,,,,,,,,,,,
2120014,死亡月舞曲2级,,,,1.41,,,SmartDir,,,3,,,,,Bind,,,,0.13,0.89,,3,2,1,26,1,3,3,,1,,,,-0.5,,,,,ComboE,,,2,,,1105,,210043,,5,2001,260004,,,,,,,,,,,
2120015,死亡月舞曲2级,,,,2.4,,,SmartDir,,,4,,,,,Bind,,,,0.944,,,3,2,1.7,26,3,4,,,1,,,,,,,,,ComboF,,151,2,,,1106,,210044,400109,4,2001,260002,,,,,,,,,,,
2120020,死亡月舞曲3级,,,,1.06,,,SmartDir,,,5,,,,,Bind,,,,0.782,,,2,2,1.133,26,3,3.5,,,1,,,,-1,20700,,,,ComboA,,101,1,,,1101,,210039,400108,5,2001,260004,,,,,,,,,,,
2120021,死亡月舞曲3级,,,,1.74,,,SmartDir,,,2.5,,,,,Bind,,,,0.221,0.5,0.441,3,2,1.033,26,3,2.5,,,1,,,,,,,,,ComboB,,,2,,,1102,,210040,,3,2001,260004,,,,,,,,,,,
2120022,死亡月舞曲3级,,,,1.74,,,SmartDir,,,2.5,,,,,Bind,,,,0.242,0.5,0.41,3,2,1.067,26,3,2.5,,,1,,,,,,,,,ComboC,,,2,,,1103,,210041,,2,2001,260002,,,,,,,,,,,
2120023,死亡月舞曲3级,,,,1.275,,,SmartDir,,,3,,,,,Bind,,,,0.08,0.8,,3,2,0.8,26,1,3,3,,1,,,,-1,,,,,ComboD,,,2,,,1104,,210042,,5,2001,260004,,,,,,,,,,,
2120024,死亡月舞曲3级,,,,1.44,,,SmartDir,,,3,,,,,Bind,,,,0.13,0.89,,3,2,1,26,1,3,3,,1,,,,-0.5,,,,,ComboE,,,2,,,1105,,210043,,5,2001,260004,,,,,,,,,,,
2120025,死亡月舞曲3级,,,,2.45,,,SmartDir,,,4,,,,,Bind,,,,0.944,,,3,2,1.7,26,3,4,,,1,,,,,,,,,ComboF,,151,2,,,1106,,210044,400109,4,2001,260002,,,,,,,,,,,
2120030,死亡月舞曲4级,,,,1.08,,,SmartDir,,,5,,,,,Bind,,,,0.782,,,2,2,1.133,26,3,3.5,,,1,,,,-1,20700,,,,ComboA,,101,1,,,1101,,210039,400108,5,2001,260004,,,,,,,,,,,
2120031,死亡月舞曲4级,,,,1.77,,,SmartDir,,,2.5,,,,,Bind,,,,0.221,0.5,0.441,3,2,1.033,26,3,2.5,,,1,,,,,,,,,ComboB,,,2,,,1102,,210040,,3,2001,260004,,,,,,,,,,,
2120032,死亡月舞曲4级,,,,1.77,,,SmartDir,,,2.5,,,,,Bind,,,,0.242,0.5,0.41,3,2,1.067,26,3,2.5,,,1,,,,,,,,,ComboC,,,2,,,1103,,210041,,2,2001,260002,,,,,,,,,,,
2120033,死亡月舞曲4级,,,,1.3,,,SmartDir,,,3,,,,,Bind,,,,0.08,0.8,,3,2,0.8,26,1,3,3,,1,,,,-1,,,,,ComboD,,,2,,,1104,,210042,,5,2001,260004,,,,,,,,,,,
2120034,死亡月舞曲4级,,,,1.47,,,SmartDir,,,3,,,,,Bind,,,,0.13,0.89,,3,2,1,26,1,3,3,,1,,,,-0.5,,,,,ComboE,,,2,,,1105,,210043,,5,2001,260004,,,,,,,,,,,
2120035,死亡月舞曲4级,,,,2.5,,,SmartDir,,,4,,,,,Bind,,,,0.944,,,3,2,1.7,26,3,4,,,1,,,,,,,,,ComboF,,151,2,,,1106,,210044,400109,4,2001,260002,,,,,,,,,,,
2120040,死亡月舞曲5级,,,,1.1,,,SmartDir,,,5,,,,,Bind,,,,0.782,,,2,2,1.133,26,3,3.5,,,1,,,,-1,20700,,,,ComboA,,101,1,,,1101,,210039,400108,5,2001,260004,,,,,,,,,,,
2120041,死亡月舞曲5级,,,,1.8,,,SmartDir,,,2.5,,,,,Bind,,,,0.221,0.5,0.441,3,2,1.033,26,3,2.5,,,1,,,,,,,,,ComboB,,,2,,,1102,,210040,,3,2001,260004,,,,,,,,,,,
2120042,死亡月舞曲5级,,,,1.8,,,SmartDir,,,2.5,,,,,Bind,,,,0.242,0.5,0.41,3,2,1.067,26,3,2.5,,,1,,,,,,,,,ComboC,,,2,,,1103,,210041,,2,2001,260002,,,,,,,,,,,
2120043,死亡月舞曲5级,,,,1.325,,,SmartDir,,,3,,,,,Bind,,,,0.08,0.8,,3,2,0.8,26,1,3,3,,1,,,,-1,,,,,ComboD,,,2,,,1104,,210042,,5,2001,260004,,,,,,,,,,,
2120044,死亡月舞曲5级,,,,1.5,,,SmartDir,,,3,,,,,Bind,,,,0.13,0.89,,3,2,1,26,1,3,3,,1,,,,-0.5,,,,,ComboE,,,2,,,1105,,210043,,5,2001,260004,,,,,,,,,,,
2120045,死亡月舞曲5级,,,,2.55,,,SmartDir,,,4,,,,,Bind,,,,0.944,,,3,2,1.7,26,3,4,,,1,,,,,,,,,ComboF,,151,2,,,1106,,210044,400109,4,2001,260002,,,,,,,,,,,
2120050,死亡月舞曲6级,,,,1.12,,,SmartDir,,,5,,,,,Bind,,,,0.782,,,2,2,1.133,26,3,3.5,,,1,,,,-1,20700,,,,ComboA,,101,1,,,1101,,210039,400108,5,2001,260004,,,,,,,,,,,
2120051,死亡月舞曲6级,,,,1.83,,,SmartDir,,,2.5,,,,,Bind,,,,0.221,0.5,0.441,3,2,1.033,26,3,2.5,,,1,,,,,,,,,ComboB,,,2,,,1102,,210040,,3,2001,260004,,,,,,,,,,,
2120052,死亡月舞曲6级,,,,1.83,,,SmartDir,,,2.5,,,,,Bind,,,,0.242,0.5,0.41,3,2,1.067,26,3,2.5,,,1,,,,,,,,,ComboC,,,2,,,1103,,210041,,2,2001,260002,,,,,,,,,,,
2120053,死亡月舞曲6级,,,,1.35,,,SmartDir,,,3,,,,,Bind,,,,0.08,0.8,,3,2,0.8,26,1,3,3,,1,,,,-1,,,,,ComboD,,,2,,,1104,,210042,,5,2001,260004,,,,,,,,,,,
2120054,死亡月舞曲6级,,,,1.53,,,SmartDir,,,3,,,,,Bind,,,,0.13,0.89,,3,2,1,26,1,3,3,,1,,,,-0.5,,,,,ComboE,,,2,,,1105,,210043,,5,2001,260004,,,,,,,,,,,
2120055,死亡月舞曲6级,,,,2.6,,,SmartDir,,,4,,,,,Bind,,,,0.944,,,3,2,1.7,26,3,4,,,1,,,,,,,,,ComboF,,151,2,,,1106,,210044,400109,4,2001,260002,,,,,,,,,,,
2120060,死亡月舞曲7级,,,,1.14,,,SmartDir,,,5,,,,,Bind,,,,0.782,,,2,2,1.133,26,3,3.5,,,1,,,,-1,20700,,,,ComboA,,101,1,,,1101,,210039,400108,5,2001,260004,,,,,,,,,,,
2120061,死亡月舞曲7级,,,,1.86,,,SmartDir,,,2.5,,,,,Bind,,,,0.221,0.5,0.441,3,2,1.033,26,3,2.5,,,1,,,,,,,,,ComboB,,,2,,,1102,,210040,,3,2001,260004,,,,,,,,,,,
2120062,死亡月舞曲7级,,,,1.86,,,SmartDir,,,2.5,,,,,Bind,,,,0.242,0.5,0.41,3,2,1.067,26,3,2.5,,,1,,,,,,,,,ComboC,,,2,,,1103,,210041,,2,2001,260002,,,,,,,,,,,
2120063,死亡月舞曲7级,,,,1.375,,,SmartDir,,,3,,,,,Bind,,,,0.08,0.8,,3,2,0.8,26,1,3,3,,1,,,,-1,,,,,ComboD,,,2,,,1104,,210042,,5,2001,260004,,,,,,,,,,,
2120064,死亡月舞曲7级,,,,1.56,,,SmartDir,,,3,,,,,Bind,,,,0.13,0.89,,3,2,1,26,1,3,3,,1,,,,-0.5,,,,,ComboE,,,2,,,1105,,210043,,5,2001,260004,,,,,,,,,,,
2120065,死亡月舞曲7级,,,,2.65,,,SmartDir,,,4,,,,,Bind,,,,0.944,,,3,2,1.7,26,3,4,,,1,,,,,,,,,ComboF,,151,2,,,1106,,210044,400109,4,2001,260002,,,,,,,,,,,
2120070,死亡月舞曲8级,,,,1.16,,,SmartDir,,,5,,,,,Bind,,,,0.782,,,2,2,1.133,26,3,3.5,,,1,,,,-1,20700,,,,ComboA,,101,1,,,1101,,210039,400108,5,2001,260004,,,,,,,,,,,
2120071,死亡月舞曲8级,,,,1.89,,,SmartDir,,,2.5,,,,,Bind,,,,0.221,0.5,0.441,3,2,1.033,26,3,2.5,,,1,,,,,,,,,ComboB,,,2,,,1102,,210040,,3,2001,260004,,,,,,,,,,,
2120072,死亡月舞曲8级,,,,1.89,,,SmartDir,,,2.5,,,,,Bind,,,,0.242,0.5,0.41,3,2,1.067,26,3,2.5,,,1,,,,,,,,,ComboC,,,2,,,1103,,210041,,2,2001,260002,,,,,,,,,,,
2120073,死亡月舞曲8级,,,,1.4,,,SmartDir,,,3,,,,,Bind,,,,0.08,0.8,,3,2,0.8,26,1,3,3,,1,,,,-1,,,,,ComboD,,,2,,,1104,,210042,,5,2001,260004,,,,,,,,,,,
2120074,死亡月舞曲8级,,,,1.59,,,SmartDir,,,3,,,,,Bind,,,,0.13,0.89,,3,2,1,26,1,3,3,,1,,,,-0.5,,,,,ComboE,,,2,,,1105,,210043,,5,2001,260004,,,,,,,,,,,
2120075,死亡月舞曲8级,,,,2.7,,,SmartDir,,,4,,,,,Bind,,,,0.944,,,3,2,1.7,26,3,4,,,1,,,,,,,,,ComboF,,151,2,,,1106,,210044,400109,4,2001,260002,,,,,,,,,,,
2120080,死亡月舞曲9级,,,,1.18,,,SmartDir,,,5,,,,,Bind,,,,0.782,,,2,2,1.133,26,3,3.5,,,1,,,,-1,20700,,,,ComboA,,101,1,,,1101,,210039,400108,5,2001,260004,,,,,,,,,,,
2120081,死亡月舞曲9级,,,,1.92,,,SmartDir,,,2.5,,,,,Bind,,,,0.221,0.5,0.441,3,2,1.033,26,3,2.5,,,1,,,,,,,,,ComboB,,,2,,,1102,,210040,,3,2001,260004,,,,,,,,,,,
2120082,死亡月舞曲9级,,,,1.92,,,SmartDir,,,2.5,,,,,Bind,,,,0.242,0.5,0.41,3,2,1.067,26,3,2.5,,,1,,,,,,,,,ComboC,,,2,,,1103,,210041,,2,2001,260002,,,,,,,,,,,
2120083,死亡月舞曲9级,,,,1.425,,,SmartDir,,,3,,,,,Bind,,,,0.08,0.8,,3,2,0.8,26,1,3,3,,1,,,,-1,,,,,ComboD,,,2,,,1104,,210042,,5,2001,260004,,,,,,,,,,,
2120084,死亡月舞曲9级,,,,1.62,,,SmartDir,,,3,,,,,Bind,,,,0.13,0.89,,3,2,1,26,1,3,3,,1,,,,-0.5,,,,,ComboE,,,2,,,1105,,210043,,5,2001,260004,,,,,,,,,,,
2120085,死亡月舞曲9级,,,,2.75,,,SmartDir,,,4,,,,,Bind,,,,0.944,,,3,2,1.7,26,3,4,,,1,,,,,,,,,ComboF,,151,2,,,1106,,210044,400109,4,2001,260002,,,,,,,,,,,
2120090,死亡月舞曲10级,,,,1.2,,,SmartDir,,,5,,,,,Bind,,,,0.782,,,2,2,1.133,26,3,3.5,,,1,,,,-1,20700,,,,ComboA,,101,1,,,1101,,210039,400108,5,2001,260004,,,,,,,,,,,
2120091,死亡月舞曲10级,,,,1.95,,,SmartDir,,,2.5,,,,,Bind,,,,0.221,0.5,0.441,3,2,1.033,26,3,2.5,,,1,,,,,,,,,ComboB,,,2,,,1102,,210040,,3,2001,260004,,,,,,,,,,,
2120092,死亡月舞曲10级,,,,1.95,,,SmartDir,,,2.5,,,,,Bind,,,,0.242,0.5,0.41,3,2,1.067,26,3,2.5,,,1,,,,,,,,,ComboC,,,2,,,1103,,210041,,2,2001,260002,,,,,,,,,,,
2120093,死亡月舞曲10级,,,,1.45,,,SmartDir,,,3,,,,,Bind,,,,0.08,0.8,,3,2,0.8,26,1,3,3,,1,,,,-1,,,,,ComboD,,,2,,,1104,,210042,,5,2001,260004,,,,,,,,,,,
2120094,死亡月舞曲10级,,,,1.65,,,SmartDir,,,3,,,,,Bind,,,,0.13,0.89,,3,2,1,26,1,3,3,,1,,,,-0.5,,,,,ComboE,,,2,,,1105,,210043,,5,2001,260004,,,,,,,,,,,
2120095,死亡月舞曲10级,,,,2.8,,,SmartDir,,,4,,,,,Bind,,,,0.944,,,3,2,1.7,26,3,4,,,1,,,,,,,,,ComboF,,151,2,,,1106,,210044,400109,4,2001,260002,,,,,,,,,,,
2120100,死亡月舞曲11级,,,,1.22,,,SmartDir,,,5,,,,,Bind,,,,0.782,,,2,2,1.133,26,3,3.5,,,1,,,,-1,20700,,,,ComboA,,101,1,,,1101,,210039,400108,5,2001,260004,,,,,,,,,,,
2120101,死亡月舞曲11级,,,,1.98,,,SmartDir,,,2.5,,,,,Bind,,,,0.221,0.5,0.441,3,2,1.033,26,3,2.5,,,1,,,,,,,,,ComboB,,,2,,,1102,,210040,,3,2001,260004,,,,,,,,,,,
2120102,死亡月舞曲11级,,,,1.98,,,SmartDir,,,2.5,,,,,Bind,,,,0.242,0.5,0.41,3,2,1.067,26,3,2.5,,,1,,,,,,,,,ComboC,,,2,,,1103,,210041,,2,2001,260002,,,,,,,,,,,
2120103,死亡月舞曲11级,,,,1.475,,,SmartDir,,,3,,,,,Bind,,,,0.08,0.8,,3,2,0.8,26,1,3,3,,1,,,,-1,,,,,ComboD,,,2,,,1104,,210042,,5,2001,260004,,,,,,,,,,,
2120104,死亡月舞曲11级,,,,1.68,,,SmartDir,,,3,,,,,Bind,,,,0.13,0.89,,3,2,1,26,1,3,3,,1,,,,-0.5,,,,,ComboE,,,2,,,1105,,210043,,5,2001,260004,,,,,,,,,,,
2120105,死亡月舞曲11级,,,,2.85,,,SmartDir,,,4,,,,,Bind,,,,0.944,,,3,2,1.7,26,3,4,,,1,,,,,,,,,ComboF,,151,2,,,1106,,210044,400109,4,2001,260002,,,,,,,,,,,
2120110,死亡月舞曲12级,,,,1.24,,,SmartDir,,,5,,,,,Bind,,,,0.782,,,2,2,1.133,26,3,3.5,,,1,,,,-1,20700,,,,ComboA,,101,1,,,1101,,210039,400108,5,2001,260004,,,,,,,,,,,
2120111,死亡月舞曲12级,,,,2.01,,,SmartDir,,,2.5,,,,,Bind,,,,0.221,0.5,0.441,3,2,1.033,26,3,2.5,,,1,,,,,,,,,ComboB,,,2,,,1102,,210040,,3,2001,260004,,,,,,,,,,,
2120112,死亡月舞曲12级,,,,2.01,,,SmartDir,,,2.5,,,,,Bind,,,,0.242,0.5,0.41,3,2,1.067,26,3,2.5,,,1,,,,,,,,,ComboC,,,2,,,1103,,210041,,2,2001,260002,,,,,,,,,,,
2120113,死亡月舞曲12级,,,,1.5,,,SmartDir,,,3,,,,,Bind,,,,0.08,0.8,,3,2,0.8,26,1,3,3,,1,,,,-1,,,,,ComboD,,,2,,,1104,,210042,,5,2001,260004,,,,,,,,,,,
2120114,死亡月舞曲12级,,,,1.71,,,SmartDir,,,3,,,,,Bind,,,,0.13,0.89,,3,2,1,26,1,3,3,,1,,,,-0.5,,,,,ComboE,,,2,,,1105,,210043,,5,2001,260004,,,,,,,,,,,
2120115,死亡月舞曲12级,,,,2.9,,,SmartDir,,,4,,,,,Bind,,,,0.944,,,3,2,1.7,26,3,4,,,1,,,,,,,,,ComboF,,151,2,,,1106,,210044,400109,4,2001,260002,,,,,,,,,,,
2120120,死亡月舞曲13级,,,,1.26,,,SmartDir,,,5,,,,,Bind,,,,0.782,,,2,2,1.133,26,3,3.5,,,1,,,,-1,20700,,,,ComboA,,101,1,,,1101,,210039,400108,5,2001,260004,,,,,,,,,,,
2120121,死亡月舞曲13级,,,,2.04,,,SmartDir,,,2.5,,,,,Bind,,,,0.221,0.5,0.441,3,2,1.033,26,3,2.5,,,1,,,,,,,,,ComboB,,,2,,,1102,,210040,,3,2001,260004,,,,,,,,,,,
2120122,死亡月舞曲13级,,,,2.04,,,SmartDir,,,2.5,,,,,Bind,,,,0.242,0.5,0.41,3,2,1.067,26,3,2.5,,,1,,,,,,,,,ComboC,,,2,,,1103,,210041,,2,2001,260002,,,,,,,,,,,
2120123,死亡月舞曲13级,,,,1.525,,,SmartDir,,,3,,,,,Bind,,,,0.08,0.8,,3,2,0.8,26,1,3,3,,1,,,,-1,,,,,ComboD,,,2,,,1104,,210042,,5,2001,260004,,,,,,,,,,,
2120124,死亡月舞曲13级,,,,1.74,,,SmartDir,,,3,,,,,Bind,,,,0.13,0.89,,3,2,1,26,1,3,3,,1,,,,-0.5,,,,,ComboE,,,2,,,1105,,210043,,5,2001,260004,,,,,,,,,,,
2120125,死亡月舞曲13级,,,,2.95,,,SmartDir,,,4,,,,,Bind,,,,0.944,,,3,2,1.7,26,3,4,,,1,,,,,,,,,ComboF,,151,2,,,1106,,210044,400109,4,2001,260002,,,,,,,,,,,
2120130,死亡月舞曲14级,,,,1.28,,,SmartDir,,,5,,,,,Bind,,,,0.782,,,2,2,1.133,26,3,3.5,,,1,,,,-1,20700,,,,ComboA,,101,1,,,1101,,210039,400108,5,2001,260004,,,,,,,,,,,
2120131,死亡月舞曲14级,,,,2.07,,,SmartDir,,,2.5,,,,,Bind,,,,0.221,0.5,0.441,3,2,1.033,26,3,2.5,,,1,,,,,,,,,ComboB,,,2,,,1102,,210040,,3,2001,260004,,,,,,,,,,,
2120132,死亡月舞曲14级,,,,2.07,,,SmartDir,,,2.5,,,,,Bind,,,,0.242,0.5,0.41,3,2,1.067,26,3,2.5,,,1,,,,,,,,,ComboC,,,2,,,1103,,210041,,2,2001,260002,,,,,,,,,,,
2120133,死亡月舞曲14级,,,,1.55,,,SmartDir,,,3,,,,,Bind,,,,0.08,0.8,,3,2,0.8,26,1,3,3,,1,,,,-1,,,,,ComboD,,,2,,,1104,,210042,,5,2001,260004,,,,,,,,,,,
2120134,死亡月舞曲14级,,,,1.77,,,SmartDir,,,3,,,,,Bind,,,,0.13,0.89,,3,2,1,26,1,3,3,,1,,,,-0.5,,,,,ComboE,,,2,,,1105,,210043,,5,2001,260004,,,,,,,,,,,
2120135,死亡月舞曲14级,,,,3,,,SmartDir,,,4,,,,,Bind,,,,0.944,,,3,2,1.7,26,3,4,,,1,,,,,,,,,ComboF,,151,2,,,1106,,210044,400109,4,2001,260002,,,,,,,,,,,
2120140,死亡月舞曲15级,,,,1.3,,,SmartDir,,,5,,,,,Bind,,,,0.782,,,2,2,1.133,26,3,3.5,,,1,,,,-1,20700,,,,ComboA,,101,1,,,1101,,210039,400108,5,2001,260004,,,,,,,,,,,
2120141,死亡月舞曲15级,,,,2.1,,,SmartDir,,,2.5,,,,,Bind,,,,0.221,0.5,0.441,3,2,1.033,26,3,2.5,,,1,,,,,,,,,ComboB,,,2,,,1102,,210040,,3,2001,260004,,,,,,,,,,,
2120142,死亡月舞曲15级,,,,2.1,,,SmartDir,,,2.5,,,,,Bind,,,,0.242,0.5,0.41,3,2,1.067,26,3,2.5,,,1,,,,,,,,,ComboC,,,2,,,1103,,210041,,2,2001,260002,,,,,,,,,,,
2120143,死亡月舞曲15级,,,,1.575,,,SmartDir,,,3,,,,,Bind,,,,0.08,0.8,,3,2,0.8,26,1,3,3,,1,,,,-1,,,,,ComboD,,,2,,,1104,,210042,,5,2001,260004,,,,,,,,,,,
