id,title,ico,soul_bk,soul_show,soul_front,rank,job,level,hp,mp,sp,patk,pdef,matk,mdef,crit,parry,weakdef,weakatk,hit,dodge,natureatk,naturedef,holyatk,holydef,darkatk,darkdef,speed,aiId,aiDefenseId,attack,skill,bornBuff,dieSkill,drop_type,bornFx,avatar,hitCv,dieCv,story,desc,cut_coin,cut_max,endRow
1010001,帝王蛛,,,,,1,32,26,1550,,100,930,640,930,640,50,50,70,65,,,,,,,,,5000,101,,[8203],,,,0,,1010001,,,,帝王蛛,,,
1010002,亡灵,,,,,1,128,26,1450,,100,930,610,930,610,50,50,70,65,,,,,,,,,5000,201,,[8126],,,,0,,1010002,420011,,,亡灵,,,
1010003,希腊勇者,,,,,2,32,26,17000,,100,1400,700,1400,700,55,55,70,65,,,,,,,,,5000,101,,[8101],"{""8116"":1,""8115"":1,""8114"":1}",[560100],,1,,1010003,,,,希腊勇者,,,
1011001,远征军守卫,,,,,1,32,26,1600,,100,950,660,950,660,55,55,70,65,,,,,,,,,5000,101,,[8130],,,,0,,1011001,,,,远征军守卫,,,
1011002,邪恶的英灵,,,,,1,128,26,1500,,100,950,630,950,630,55,55,70,65,,,,,,,,,5000,201,,[8172],,,,0,,1011002,,,,邪恶的英灵,,,
1011003,帝王蛛,,,,,2,32,26,19000,,100,1650,800,1650,800,55,55,70,65,,,,,,,,,5000,101,,[8203],"{""8204"":1,""8205"":1}",[560100],,1,,1011003,,,,帝王蛛,,,
1012001,帝王蛛,,,,,1,32,28,1700,,100,980,680,980,680,60,60,70,65,,,,,,,,,5000,101,,[8203],,,,0,,1012001,,,,帝王蛛,,,
1012002,邪恶的英灵,,,,,1,128,28,1600,,100,980,640,980,640,60,60,70,65,,,,,,,,,5000,201,,[8172],,,,0,,1012002,,,,邪恶的英灵,,,
1012003,狼人头领,,,,,3,32,28,19000,,100,1500,800,1500,800,60,60,70,65,,,,,,,,,4300,1001,,"[8102,8105]","{""8108"":1,""8107"":1,""8182"":1}",[560100],,2,[11],1012003,420031,420022,,狼人头领,15,30,
1013001,远征军守卫,,,,,1,32,28,1750,,100,1000,700,1000,700,60,60,70,65,,,,,,,,,5000,101,,[8130],,,,0,,1013001,,,,远征军守卫,,,
1013002,邪恶巫师,,,,,1,128,28,1650,,100,1000,650,1000,650,60,60,70,65,,,,,,,,,4300,201,,[8104],,,,0,,1013002,,,,邪恶巫师,,,
1013003,丧尸傀儡,,,,,2,32,28,20000,,100,1600,850,1600,850,60,60,70,65,,,,,,,,,5000,101,,"[8221,8222]","{""8220"":1}",[560100],,1,,1013003,,,,丧尸傀儡,,,
1014001,哥布林,,,,,1,32,29,1800,,100,1020,720,1020,720,60,60,70,65,,,,,,,,,5000,101,,"[8163,8164]",,,,0,,1014001,420021,420022,,哥布林,,,
1014002,炸弹哥布林,,,,,1,128,29,1700,,100,1020,670,1020,670,60,60,70,65,,,,,,,,,4300,201,,[8229],,,,0,,1014002,420021,420022,,炸弹哥布林,,,
1014003,阿喀琉斯,,,,,3,32,29,22000,,100,1750,900,1750,900,60,60,70,65,,,,,,,,,5000,1004,,"[8121,8122]","{""8125"":1,""8124"":1,""8123"":1}",[560100],,2,[11],1014003,,,,阿喀琉斯,15,30,
1015001,哥布林剑士,,,,,1,32,30,1900,,100,1080,780,1080,780,65,65,75,70,,,,,,,,,4300,102,,"[8163,8164]",,,,0,,1015001,420021,420022,,哥布林剑士,,,
1015002,狼人,,,,,1,32,30,1850,,100,1100,760,1100,760,65,65,75,70,,,,,,,,,4300,101,,"[8102,8105]",,,,0,,1015002,420031,420022,,狼人,,,
1015003,邪恶巫师,,,,,2,128,30,22000,,100,1750,900,1750,900,65,65,75,70,,,,,,,,,4300,201,,[8104],"{""8117"":1}",[560100],,1,,1015003,,,,邪恶巫师,,,
1016001,远征军守卫,,,,,1,32,31,1980,,100,1120,820,1120,820,65,65,75,70,,,,,,,,,5000,101,,[8130],,,,0,,1016001,,,,远征军守卫,,,
1016002,邪恶巫师,,,,,1,128,31,1880,,100,1120,790,1120,790,65,65,75,70,,,,,,,,,4300,201,,[8104],,,,0,,1016002,,,,邪恶巫师,,,
1016003,将军,,,,,2,32,31,23000,,100,1800,900,1800,900,65,65,75,70,,,,,,,,,5000,1016,,[8148],"{""8149"":1,""8150"":1,""8151"":1}",[560100],,1,,1016003,,,,丧尸英雄王,,,
1017001,死灵骑士,,,,,1,32,31,2100,,100,1160,840,1160,840,70,70,75,70,,,,,,,,,5000,101,,[8138],,,,0,,1017001,,,,死灵骑士,,,
1017002,亡灵,,,,,1,128,31,2000,,100,1160,810,1160,810,70,70,75,70,,,,,,,,,5000,201,,[8126],,,,0,,1017002,420011,,,亡灵,,,
1017003,蝎子,,,,,3,32,31,25000,,100,1900,1000,1900,1000,70,70,75,70,,,,,,,,,5000,101,,[8215],"{""8216"":1,""8217"":1}",[560100],,2,[11],1017003,,,,蝎子,15,30,
1018001,守墓者,,,,,1,32,32,2400,,100,1250,900,1250,900,75,75,80,75,,,,,,,,,5000,101,,[8131],,,,0,,1018001,,,,守墓者,,,
1018002,邪恶巫师,,,,,1,128,32,2300,,100,1250,870,1250,870,75,75,80,75,,,,,,,,,5000,201,,[8104],,,,0,,1018002,,,,邪恶巫师,,,
1018003,帝王蛛,,,,,2,32,32,25000,,100,2000,1000,2000,1000,75,75,80,75,,,,,,,,,5000,101,,[8203],"{""8204"":1,""8205"":1}",[560100],,1,,1018003,,,,帝王蛛,,,
1019001,哥布林,,,,,1,32,33,2480,,100,1280,930,1280,930,75,75,80,75,,,,,,,,,5000,101,,"[8163,8164]",,,,0,,1019001,420021,420022,,哥布林,,,
1019002,帝王蛛,,,,,1,32,33,2420,,100,1300,910,1300,910,75,75,80,75,,,,,,,,,5000,101,,[8203],,,,0,,1019002,,,,帝王蛛,,,
1019003,亡灵,,,,,2,128,33,26000,,100,2100,1100,2100,1100,75,75,80,75,,,,,,,,,5000,1005,,[8126],"{""8127"":1,""8128"":1,""8129"":1}",[560100],,1,,1019003,420011,420012,,邪恶亡灵(boss),,,
1020001,希腊勇者,,,,,1,32,33,2600,,100,1320,960,1320,960,75,75,80,75,,,,,,,,,5000,101,,[8101],,,,0,,1020001,,,,希腊勇者,,,
1020002,狼人,,,,,1,32,33,2550,,100,1350,940,1350,940,75,75,80,75,,,,,,,,,4300,101,,"[8102,8105]",,,,0,,1020002,420031,420022,,狼人,,,
1020003,沙虫,,,,,2,128,33,28000,,100,2250,1200,2250,1200,75,75,80,75,,,,,,,,,5000,1015,,[8225],"{""8228"":1,""8226"":1,""8227"":1}",[560100],,1,,1020003,,,,沙虫,,,
1021001,狼人,,,,,1,32,34,3000,,100,1500,1030,1500,1030,80,80,80,75,,,,,,,,,4300,101,,"[8102,8105]",,,,0,,1021001,420031,420022,,狼人,,,
1021002,亡灵,,,,,1,128,34,2950,,100,1480,1000,1480,1000,80,80,80,75,,,,,,,,,5000,201,,[8126],,,,0,,1021002,420011,,,亡灵,,,
1021003,魔蛛,,,,,3,32,34,35000,,100,2800,1400,2800,1400,80,80,80,75,,,,,,,,,4000,1012,,[8207],"{""8208"":1,""8205"":1,""8012"":1,""8210"":1}",[560100],,2,[11],1021003,,,,魔蛛,15,30,
1021004,魔化的魔蛛,,,,,3,32,34,35000,,100,3000,1500,3000,1500,80,80,80,75,,,,,,,,,5000,1013,,[8209],"{""8208"":1,""8205"":1,""8210"":1}",[560100],,2,[11],1021004,,,,魔蛛,15,30,
1009101,哥布林,,,,,1,32,27,1600,,100,950,660,950,660,55,55,70,65,,,,,,,,,5000,101,,"[8163,8164]",,,,0,,1009101,420021,420022,,哥布林,,,
1009102,邪恶巫师,,,,,1,128,27,1500,,100,950,660,950,660,55,55,70,65,,,,,,,,,4300,201,,[8104],,,,0,,1009102,,,,邪恶巫师,,,
1009103,邪恶亡灵,,,,,2,128,21,18000,,100,1400,750,1400,650,55,55,70,65,,,,,,,,,5000,1005,,[8126],"{""8127"":1,""8128"":1,""8129"":1}",[560100],,1,,1009103,420011,420012,,邪恶亡灵(boss),,,
1010101,帝王蛛,,,,,1,32,27,1650,,100,960,670,960,670,55,55,70,65,,,,,,,,,5000,101,,[8203],,,,0,,1010101,,,,帝王蛛,,,
1010102,亡灵,,,,,1,128,27,1550,,100,960,640,960,640,55,55,70,65,,,,,,,,,5000,201,,[8126],,,,0,,1010102,420011,,,亡灵,,,
1010103,希腊勇者,,,,,2,32,27,19000,,100,1500,800,1500,800,55,55,70,65,,,,,,,,,5000,101,,[8101],"{""8116"":1,""8115"":1,""8114"":1}",[560100],,1,,1010103,,,,希腊勇者,,,
1011101,远征军守卫,,,,,1,32,28,1700,,100,980,680,980,680,55,55,70,65,,,,,,,,,5000,101,,[8130],,,,0,,1011101,,,,远征军守卫,,,
1011102,邪恶的英灵,,,,,1,128,28,1600,,100,980,650,980,650,55,55,70,65,,,,,,,,,5000,201,,[8172],,,,0,,1011102,,,,邪恶的英灵,,,
1011103,帝王蛛,,,,,2,32,28,21000,,100,1800,900,1800,900,55,55,70,65,,,,,,,,,5000,101,,[8203],"{""8204"":1,""8205"":1}",[560100],,1,,1011103,,,,帝王蛛,,,
1012101,帝王蛛,,,,,1,32,29,1800,,100,1020,740,1020,740,60,60,75,70,,,,,,,,,5000,101,,[8203],,,,0,,1012101,,,,帝王蛛,,,
1012102,邪恶的英灵,,,,,1,128,29,1700,,100,1020,710,1020,710,60,60,75,70,,,,,,,,,5000,201,,[8172],,,,0,,1012102,,,,邪恶的英灵,,,
1012103,狼人头领,,,,,3,32,29,21000,,100,1650,850,1650,850,60,60,75,70,,,,,,,,,4300,1001,,"[8102,8105]","{""8108"":1,""8107"":1,""8182"":1}",[560100],,2,[11],1012103,420031,420022,,狼人头领,15,30,
1013101,远征军守卫,,,,,1,32,29,1850,,100,1040,760,1040,760,65,65,75,70,,,,,,,,,5000,101,,[8130],,,,0,,1013101,,,,远征军守卫,,,
1013102,邪恶巫师,,,,,1,128,29,1750,,100,1040,730,1040,730,65,65,75,70,,,,,,,,,4300,201,,[8104],,,,0,,1013102,,,,邪恶巫师,,,
1013103,丧尸傀儡,,,,,2,32,29,22000,,100,1720,900,1720,900,65,65,75,70,,,,,,,,,5000,101,,"[8221,8222]","{""8220"":1}",[560100],,1,,1013103,,,,丧尸傀儡,,,
1014101,哥布林,,,,,1,32,30,1900,,100,1080,770,1080,770,65,65,75,70,,,,,,,,,5000,101,,"[8163,8164]",,,,0,,1014101,420021,420022,,哥布林,,,
1014102,炸弹哥布林,,,,,1,128,30,1800,,100,1080,740,1080,740,65,65,75,70,,,,,,,,,4300,201,,[8229],,,,0,,1014102,420021,420022,,炸弹哥布林,,,
1014103,阿喀琉斯,,,,,3,32,30,24000,,100,1900,950,1900,950,65,65,75,70,,,,,,,,,5000,1004,,"[8121,8122]","{""8125"":1,""8124"":1,""8123"":1}",[560100],,2,[11],1014103,,,,阿喀琉斯,,,
1015101,哥布林剑士,,,,,1,32,31,2150,,100,1160,850,1160,850,70,70,75,70,,,,,,,,,4300,102,,"[8163,8164]",,,,0,,1015101,420021,420022,,哥布林剑士,,,
1015102,狼人,,,,,1,32,31,2100,,100,1160,830,1160,830,70,70,75,70,,,,,,,,,4300,101,,"[8102,8105]",,,,0,,1015102,420031,420022,,狼人,,,
1015103,邪恶巫师,,,,,2,128,31,23000,,100,1900,950,1900,950,70,70,75,70,,,,,,,,,4300,201,,[8104],"{""8117"":1}",[560100],,1,,1015103,,,,邪恶巫师,,,
1016101,远征军守卫,,,,,1,32,32,2220,,100,1200,870,1200,870,70,70,75,70,,,,,,,,,5000,101,,[8130],,,,0,,1016101,,,,远征军守卫,,,
1016102,邪恶巫师,,,,,1,128,32,2120,,100,1200,840,1200,840,70,70,75,70,,,,,,,,,4300,201,,[8104],,,,0,,1016102,,,,邪恶巫师,,,
1016103,将军,,,,,2,32,32,24000,,100,1900,950,1900,950,70,70,75,70,,,,,,,,,5000,1016,,[8148],"{""8149"":1,""8150"":1,""8151"":1}",[560100],,1,,1016103,,,,丧尸英雄王,,,
1017101,死灵骑士,,,,,1,32,32,2350,,100,1250,900,1250,900,70,70,75,70,,,,,,,,,5000,101,,[8138],,,,0,,1017101,,,,死灵骑士,,,
1017102,亡灵,,,,,1,128,32,2250,,100,1250,870,1250,870,70,70,75,70,,,,,,,,,5000,201,,[8126],,,,0,,1017102,420011,,,亡灵,,,
1017103,蝎子,,,,,3,32,32,26000,,100,2000,1050,2000,1050,70,70,75,70,,,,,,,,,5000,101,,[8215],"{""8216"":1,""8217"":1}",[560100],,2,[11],1017103,,,,蝎子,15,30,
1018101,守墓者,,,,,1,32,33,2600,,100,1350,960,1350,960,75,75,80,75,,,,,,,,,5000,101,,[8131],,,,0,,1018101,,,,守墓者,,,
1018102,邪恶巫师,,,,,1,128,33,2500,,100,1350,930,1350,930,75,75,80,75,,,,,,,,,5000,201,,[8104],,,,0,,1018102,,,,邪恶巫师,,,
1018103,帝王蛛,,,,,2,32,33,27000,,100,2150,1100,2150,1100,75,75,80,75,,,,,,,,,5000,101,,[8203],"{""8204"":1,""8205"":1}",[560100],,1,,1018103,,,,帝王蛛,,,
1019101,哥布林,,,,,1,32,34,2680,,100,1380,980,1380,980,75,75,80,75,,,,,,,,,5000,101,,"[8163,8164]",,,,0,,1019101,420021,420022,,哥布林,,,
1019102,帝王蛛,,,,,1,32,34,2620,,100,1400,960,1400,960,75,75,80,75,,,,,,,,,5000,101,,[8203],,,,0,,1019102,,,,帝王蛛,,,
1019103,亡灵,,,,,2,128,34,28000,,100,2250,1200,2250,1200,75,75,80,75,,,,,,,,,5000,1005,,[8126],"{""8127"":1,""8128"":1,""8129"":1}",[560100],,1,,1019103,420011,420012,,邪恶亡灵(boss),,,
1020101,希腊勇者,,,,,1,32,34,2800,,100,1420,1000,1420,1000,80,80,80,75,,,,,,,,,5000,101,,[8101],,,,0,,1020101,,,,希腊勇者,,,
1020102,狼人,,,,,1,32,34,2750,,100,1450,980,1450,980,80,80,80,75,,,,,,,,,4300,101,,"[8102,8105]",,,,0,,1020102,420031,420022,,狼人,,,
1020103,沙虫,,,,,2,128,34,30000,,100,2400,1300,2400,1300,80,80,80,75,,,,,,,,,5000,1015,,[8225],"{""8228"":1,""8226"":1,""8227"":1}",[560100],,1,,1020103,,,,沙虫,,,
1021101,狼人,,,,,1,32,35,3200,,100,1600,1050,1600,1050,80,80,80,75,,,,,,,,,4300,101,,"[8102,8105]",,,,0,,1021101,420031,420022,,狼人,,,
1021102,亡灵,,,,,1,128,35,3150,,100,1580,1020,1580,1020,80,80,80,75,,,,,,,,,5000,201,,[8126],,,,0,,1021102,420011,,,亡灵,,,
1021103,魔蛛,,,,,3,32,35,38000,,100,3000,1500,3000,1500,80,80,80,75,,,,,,,,,4000,1012,,[8207],"{""8208"":1,""8205"":1,""8012"":2,""8210"":1}",[560100],,2,[11],1021103,,,,魔蛛,15,30,
1021104,魔化的魔蛛,,,,,3,32,35,38000,,100,3200,1600,3200,1600,80,80,80,75,,,,,,,,,5000,1013,,[8209],"{""8208"":1,""8205"":1,""8210"":1}",[560100],,2,[11],1021104,,,,魔蛛,15,30,
1009201,哥布林,,,,,1,32,35,3100,,100,1750,1100,1750,1100,80,80,80,80,,,,,,,,,5000,101,,"[8163,8164]",,,,0,,1009201,420021,420022,,哥布林,,,
1009202,邪恶巫师,,,,,1,128,35,3000,,100,1750,1050,1750,1050,80,80,80,80,,,,,,,,,4300,201,,[8104],,,,0,,1009202,,,,邪恶巫师,,,
1009203,邪恶亡灵,,,,,2,128,21,39000,,100,3100,1600,3100,1600,80,80,80,80,,,,,,,,,5000,1005,,[8126],"{""8127"":1,""8128"":1,""8129"":1}",[560100],,1,,1009203,420011,420012,,邪恶亡灵(boss),,,
1010201,帝王蛛,,,,,1,32,35,3250,,100,1820,1160,1820,1160,100,100,100,100,,,,,,,,,5000,101,,[8203],,,,0,,1010201,,,,帝王蛛,,,
1010202,亡灵,,,,,1,128,35,3150,,100,1820,1110,1820,1110,100,100,100,100,,,,,,,,,5000,201,,[8126],,,,0,,1010202,420011,,,亡灵,,,
1010203,希腊勇者,,,,,2,32,35,40000,,100,3200,1660,3200,1660,100,100,100,100,,,,,,,,,5000,101,,[8101],"{""8116"":1,""8115"":1,""8114"":1}",[560100],,1,,1010203,,,,希腊勇者,,,
1011201,远征军守卫,,,,,1,32,35,3400,,100,1900,1220,1900,1220,125,125,125,125,,,,,,,,,5000,101,,[8130],,,,0,,1011201,,,,远征军守卫,,,
1011202,邪恶的英灵,,,,,1,128,35,3300,,100,1900,1170,1900,1170,125,125,125,125,,,,,,,,,5000,201,,[8172],,,,0,,1011202,,,,邪恶的英灵,,,
1011203,帝王蛛,,,,,2,32,35,41500,,100,3300,1720,3300,1720,125,125,125,125,,,,,,,,,5000,101,,[8203],"{""8204"":1,""8205"":1}",[560100],,1,,1011203,,,,帝王蛛,,,
1012201,帝王蛛,,,,,1,32,35,3550,,100,2000,1280,2000,1280,150,150,150,150,,,,,,,,,5000,101,,[8203],,,,0,,1012201,,,,帝王蛛,,,
1012202,邪恶的英灵,,,,,1,128,35,3450,,100,2000,1230,2000,1230,150,150,150,150,,,,,,,,,5000,201,,[8172],,,,0,,1012202,,,,邪恶的英灵,,,
1012203,狼人头领,,,,,3,32,35,43000,,100,3400,1780,3400,1780,150,150,150,150,,,,,,,,,4300,1001,,"[8102,8105]","{""8108"":1,""8107"":1,""8182"":1}",[560100],,2,[11],1012203,420031,420022,,狼人头领,15,30,
1013201,远征军守卫,,,,,1,32,35,3700,,100,2100,1340,2100,1340,175,175,175,175,,,,,,,,,5000,101,,[8130],,,,0,,1013201,,,,远征军守卫,,,
1013202,邪恶巫师,,,,,1,128,35,3600,,100,2100,1290,2100,1290,175,175,175,175,,,,,,,,,4300,201,,[8104],,,,0,,1013202,,,,邪恶巫师,,,
1013203,丧尸傀儡,,,,,2,32,35,44500,,100,3500,1840,3500,1840,175,175,175,175,,,,,,,,,5000,101,,"[8221,8222]","{""8220"":1}",[560100],,1,,1013203,,,,丧尸傀儡,,,
1014201,哥布林,,,,,1,32,35,3850,,100,2200,1400,2200,1400,200,200,200,200,,,,,,,,,5000,101,,"[8163,8164]",,,,0,,1014201,420021,420022,,哥布林,,,
1014202,炸弹哥布林,,,,,1,128,35,3750,,100,2200,1350,2200,1350,200,200,200,200,,,,,,,,,4300,201,,[8229],,,,0,,1014202,420021,420022,,炸弹哥布林,,,
1014203,阿喀琉斯,,,,,3,32,35,46000,,100,3600,1900,3600,1900,200,200,200,200,,,,,,,,,5000,1004,,"[8121,8122]","{""8125"":1,""8124"":1,""8123"":1}",[560100],,2,[11],1014203,,,,阿喀琉斯,15,30,
1015201,哥布林剑士,,,,,1,32,35,4000,,100,2300,1480,2300,1480,225,225,225,225,,,,,,,,,4300,102,,"[8163,8164]",,,,0,,1015201,420021,420022,,哥布林剑士,,,
1015202,狼人,,,,,1,32,35,3950,,100,2320,1430,2320,1430,225,225,225,225,,,,,,,,,4300,101,,"[8102,8105]",,,,0,,1015202,420031,420022,,狼人,,,
1015203,邪恶巫师,,,,,2,128,35,47500,,100,3700,1980,3700,1980,225,225,225,225,,,,,,,,,4300,201,,[8104],"{""8117"":1}",[560100],,1,,1015203,,,,邪恶巫师,,,
1016201,远征军守卫,,,,,1,32,35,4150,,100,2400,1560,2400,1560,250,250,250,250,,,,,,,,,5000,101,,[8130],,,,0,,1016201,,,,远征军守卫,,,
1016202,邪恶巫师,,,,,1,128,35,4050,,100,2400,1510,2400,1510,250,250,250,250,,,,,,,,,4300,201,,[8104],,,,0,,1016202,,,,邪恶巫师,,,
1016203,将军,,,,,2,32,35,49000,,100,3850,2060,3850,2060,250,250,250,250,,,,,,,,,5000,1016,,[8148],"{""8149"":1,""8150"":1,""8151"":1}",[560100],,1,,1016203,,,,丧尸英雄王,,,
1017201,死灵骑士,,,,,1,32,35,4300,,100,2500,1640,2500,1640,275,275,275,275,,,,,,,,,5000,101,,[8138],,,,0,,1017201,,,,死灵骑士,,,
1017202,亡灵,,,,,1,128,35,4200,,100,2500,1590,2500,1590,275,275,275,275,,,,,,,,,5000,201,,[8126],,,,0,,1017202,420011,,,亡灵,,,
1017203,蝎子,,,,,3,32,35,50500,,100,4000,2140,4000,2140,275,275,275,275,,,,,,,,,5000,101,,[8215],"{""8216"":1,""8217"":1}",[560100],,2,[11],1017203,,,,蝎子,15,30,
1018201,守墓者,,,,,1,32,35,4450,,100,2600,1720,2600,1720,300,300,300,300,,,,,,,,,5000,101,,[8131],,,,0,,1018201,,,,守墓者,,,
1018202,邪恶巫师,,,,,1,128,35,4350,,100,2600,1670,2600,1670,300,300,300,300,,,,,,,,,5000,201,,[8104],,,,0,,1018202,,,,邪恶巫师,,,
1018203,帝王蛛,,,,,2,32,35,52000,,100,4200,2220,4200,2220,300,300,300,300,,,,,,,,,5000,101,,[8203],"{""8204"":1,""8205"":1}",[560100],,1,,1018203,,,,帝王蛛,,,
1019201,哥布林,,,,,1,32,35,4600,,100,2680,1800,2680,1800,325,325,325,325,,,,,,,,,5000,101,,"[8163,8164]",,,,0,,1019201,420021,420022,,哥布林,,,
1019202,帝王蛛,,,,,1,32,35,4550,,100,2700,1770,2700,1770,325,325,325,325,,,,,,,,,5000,101,,[8203],,,,0,,1019202,,,,帝王蛛,,,
1019203,亡灵,,,,,2,128,35,54000,,100,4400,2300,4400,2300,325,325,325,325,,,,,,,,,5000,1005,,[8126],"{""8127"":1,""8128"":1,""8129"":1}",[560100],,1,,1019203,420011,420012,,邪恶亡灵(boss),,,
1020201,希腊勇者,,,,,1,32,35,4800,,100,2780,1900,2780,1900,350,350,350,350,,,,,,,,,5000,101,,[8101],,,,0,,1020201,,,,希腊勇者,,,
1020202,狼人,,,,,1,32,35,4760,,100,2800,1870,2800,1870,350,350,350,350,,,,,,,,,4300,101,,"[8102,8105]",,,,0,,1020202,420031,420022,,狼人,,,
1020203,沙虫,,,,,2,128,35,56000,,100,4600,2400,4600,2400,350,350,350,350,,,,,,,,,5000,1015,,[8225],"{""8228"":1,""8226"":1,""8227"":1}",[560100],,1,,1020203,,,,沙虫,,,
1021201,狼人,,,,,1,32,35,5000,,100,2900,2000,2900,2000,375,375,375,375,,,,,,,,,4300,101,,"[8102,8105]",,,,0,,1021201,420031,420022,,狼人,,,
1021202,亡灵,,,,,1,128,35,4950,,100,2870,1970,2870,1970,375,375,375,375,,,,,,,,,5000,201,,[8126],,,,0,,1021202,420011,,,亡灵,,,
1021203,魔蛛,,,,,3,32,35,58000,,100,4800,2500,4800,2500,375,375,375,375,,,,,,,,,4000,1012,,[8207],"{""8208"":1,""8205"":1,""8012"":3,""8210"":1}",[560100],,2,[11],1021203,,,,魔蛛,15,30,
1021204,魔化的魔蛛,,,,,3,32,35,58000,,100,5000,2700,5000,2700,375,375,375,375,,,,,,,,,5000,1013,,[8209],"{""8208"":1,""8205"":1,""8210"":1}",[560100],,2,[11],1021204,,,,魔蛛,15,30,
2013001,远征军守卫,,,,,1,32,35,3000,,100,1550,1050,1550,1050,80,80,80,80,,,,,,,,,5000,101,,[8173],,,,0,,2013001,,,,远征军守卫,,,
2013002,黑巫使徒,,,,,1,128,35,2950,,100,1580,1030,1580,1030,80,80,80,80,,,,,,,,,5000,201,,[8140],,,,0,,2013002,,,,黑巫使徒,,,
2013003,亡灵,,,,,2,128,39,34000,,100,2700,1300,2700,1300,80,80,80,80,,,,,,,,,5000,1005,,[8126],"{""8127"":1,""8128"":1,""8129"":1}",[560100],,1,,2013003,420011,420012,,邪恶亡灵(boss),,,
2014001,希腊勇者,,,,,1,32,35,3100,,100,1570,1070,1570,1070,90,90,90,90,,,,,,,,,5000,101,,[8101],,,,0,,2014001,,,,希腊勇者,,,
2014002,黑巫使徒,,,,,1,128,35,3050,,100,1600,1050,1600,1050,90,90,90,90,,,,,,,,,5000,201,,[8140],,,,0,,2014002,,,,黑巫使徒,,,
2014003,帝王蛛,,,,,2,32,36,35000,,100,2800,1400,2800,1400,90,90,90,90,,,,,,,,,5000,101,,[8203],"{""8204"":1,""8205"":1}",[560100],,1,,2014003,,,,帝王蛛,,,
2015001,狼人,,,,,1,32,36,3250,,100,1680,1100,1680,1100,100,100,100,100,,,,,,,,,5000,101,,"[8102,8105]",,,,0,,2015001,420031,420022,,狼人,,,
2015002,邪恶巫师,,,,,1,128,36,3200,,100,1650,1080,1650,1080,100,100,100,100,,,,,,,,,5000,201,,[8104],,,,0,,2015002,,,,邪恶巫师,,,
2015003,远征军队长,,,,,2,32,35,37000,,100,3000,1400,3000,1400,100,100,100,100,,,,,,,,,4000,101,,[8130],"{""8199"":1,""8198"":1,""8197"":1}",[560100],,1,,2015003,,,,远征军队长(boss),,,
2016001,哥布林剑士,,,,,1,32,38,3550,,100,1780,1180,1780,1180,140,140,140,140,,,,,,,,,4300,102,,"[8163,8164]",,,,0,,2016001,420021,420022,,哥布林剑士,,,
2016002,炸弹哥布林,,,,,1,128,38,3450,,100,1780,1150,1780,1150,140,140,140,140,,,,,,,,,4300,201,,[8229],,,,0,,2016002,420021,420022,,炸弹哥布林,,,
2016003,芬里尔狼,,,,,3,32,38,38000,,100,3000,1350,3000,1350,140,140,140,140,,,,,,,,,4300,1001,,"[8102,8105]","{""8108"":1,""8107"":1,""8182"":1}",[560100],,2,[11],2016003,420031,420022,,芬里尔狼,15,30,
2017001,帝王蛛,,,,,1,32,38,3600,,100,1800,1200,1800,1200,150,150,150,150,,,,,,,,,5000,101,,[8203],,,,0,,2017001,,,,帝王蛛,,,
2017002,黑巫使徒,,,,,1,128,38,3550,,100,1820,1200,1820,1200,150,150,150,150,,,,,,,,,5000,201,,[8140],,,,0,,2017002,,,,黑巫使徒,,,
2017003,斯琳娜公主,,,,,2,128,38,39000,,100,3100,1400,3100,1400,150,150,150,150,,,,,,,,,5000,1006,,[8159],"{""8161"":1,""8162"":1,""8160"":1}",[560100],,1,,2017003,,,,斯琳娜公主(boss),15,30,
2018001,守墓者,,,,,1,32,39,3680,,100,1850,1240,1850,1240,160,160,160,160,,,,,,,,,5000,101,,[8131],,,,0,,2018001,,,,守墓者,,,
2018002,邪恶巫师,,,,,1,128,39,3580,,100,1850,1220,1850,1220,160,160,160,160,,,,,,,,,5000,201,,[8104],,,,0,,2018002,,,,邪恶巫师,,,
2018003,阿喀琉斯,,,,,2,32,35,40000,,100,3200,1450,3200,1450,160,160,160,160,,,,,,,,,5000,1004,,"[8121,8122]","{""8123"":1,""8124"":1,""8125"":1}",[560100],,1,,2018003,,,,阿喀琉斯(boss),,,
2019001,狼人,,,,,1,32,39,3750,,100,1920,1250,1920,1250,170,170,170,170,,,,,,,,,5000,101,,"[8102,8105]",,,,0,,2019001,420031,420022,,狼人,,,
2019002,哥布林,,,,,1,32,39,3800,,100,1900,1280,1900,1280,170,170,170,170,,,,,,,,,5000,101,,"[8163,8164]",,,,0,,2019002,420021,420022,,哥布林剑士,,,
2019003,黑巫族长,,,,,2,128,39,40000,,100,3300,1350,3300,1350,170,170,170,170,,,,,,,,,5000,1008,,[8174],"{""8176"":1,""8177"":1,""8175"":1}",[560100],,1,,2019003,,,,黑巫族长,,,
2020001,守墓者,,,,,1,32,41,4150,,100,2250,1450,2250,1450,230,230,230,230,,,,,,,,,5000,101,,[8131],,,,0,,2020001,,,,守墓者,,,
2020002,黑巫使徒,,,,,1,128,41,4100,,100,2280,1430,2280,1430,230,230,230,230,,,,,,,,,5000,201,,[8140],,,,0,,2020002,,,,黑巫使徒,,,
2020003,丧尸傀儡,,,,,3,32,41,44000,,100,3400,1600,3400,1600,230,230,230,230,,,,,,,,,5000,101,,"[8221,8222]","{""8220"":1}",[560100],,2,[11],2020003,,,,丧尸傀儡,15,30,
