id,name,type,link,stack,color,lv,icon,smallicon,price,Diamondprices,access,limit_forge,limit_refine,limit_advance,info,partnermodel,dropFx,pickFx,pickOverFx,dropVoice,tips,endRow
1101400014,神墟巨剑,3,,1,4,65,1201407,,100000,9999,装备铸造获得,-1,35,15,原为泰坦之王乌拉诺斯的巨剑，能号令十二泰坦神,,87,,,110009,原为泰坦之王乌拉诺斯的巨剑，能号令十二泰坦神,
1101400015,神墟巨剑,3,,1,5,65,1201407,,100000,9999,装备铸造获得,-1,45,15,原为泰坦之王乌拉诺斯的巨剑，能号令十二泰坦神,,87,,,110009,原为泰坦之王乌拉诺斯的巨剑，能号令十二泰坦神,
1101400016,神墟巨剑,3,,1,6,65,1201407,,100000,9999,装备铸造获得,-1,-1,15,原为泰坦之王乌拉诺斯的巨剑，能号令十二泰坦神,,87,,,110009,原为泰坦之王乌拉诺斯的巨剑，能号令十二泰坦神,
1102400001,暴风戒指,3,,1,3,1,1206401,,200,9999,任务获得,0,25,15,印着暴风佣兵团标记的戒指,,87,,,110009,印着暴风佣兵团标记的戒指,
1102400003,日炎戒指,3,,1,3,15,1206402,,2000,9999,装备铸造获得,0,25,15,萦绕着太阳神之力的戒指,,87,,,110009,萦绕着太阳神之力的戒指,
1102400004,雅典戒指,3,,1,3,25,1206403,,5000,9999,装备铸造获得,4,25,15,象征着王者荣光的戒指,,87,,,110009,象征着王者荣光的戒指,
1102400005,雅典戒指,3,,1,4,25,1206403,,10000,9999,装备铸造获得,4,35,15,象征着王者荣光的戒指,,87,,,110009,象征着王者荣光的戒指,
1102400006,蓝星戒指,3,,1,4,35,1206404,,15000,9999,装备铸造获得,4,35,15,红莲之火萦绕的戒指，是万神殿迷宫尽头的圣物,,87,,,110009,红莲之火萦绕的戒指，是万神殿迷宫尽头的圣物,
1102400007,斩月戒指,3,,1,4,45,1206405,,25000,9999,装备铸造获得,4,35,15,象征创世之月的神圣戒指,,87,,,110009,象征创世之月的神圣戒指,
1102400008,战神戒指,3,,1,4,55,1206406,,20000,9999,装备铸造获得,4,35,15,我亲手创造了世界，亦亲手创造了奇迹———卡俄斯,,87,,,110009,我亲手创造了世界，亦亲手创造了奇迹———卡俄斯,
1102400009,蓝星戒指,3,,1,5,35,1206404,,32000,9999,装备铸造获得,4,45,15,红莲之火萦绕的戒指，是万神殿迷宫尽头的圣物,,87,,,110009,红莲之火萦绕的戒指，是万神殿迷宫尽头的圣物,
1102400010,斩月戒指,3,,1,5,45,1206405,,50000,9999,装备铸造获得,4,45,15,象征创世之月的神圣戒指,,87,,,110009,象征创世之月的神圣戒指,
1102400011,战神戒指,3,,1,5,55,1206406,,25000,9999,装备铸造获得,4,45,15,我亲手创造了世界，亦亲手创造了奇迹———卡俄斯,,87,,,110009,我亲手创造了世界，亦亲手创造了奇迹———卡俄斯,
1102400012,斩月戒指,3,,1,6,45,1206405,,45000,9999,装备铸造获得,4,-1,15,象征创世之月的神圣戒指,,87,,,110009,象征创世之月的神圣戒指,
1102400013,战神戒指,3,,1,6,55,1206406,,80000,9999,装备铸造获得,4,-1,15,我亲手创造了世界，亦亲手创造了奇迹———卡俄斯,,87,,,110009,我亲手创造了世界，亦亲手创造了奇迹———卡俄斯,
1102400014,天坠戒指,3,,1,4,65,1206407,,100000,9999,装备铸造获得,-1,35,15,由星辰熔铸的天神戒指，具备接近于神的防御力,,87,,,110009,由星辰熔铸的天神戒指，具备接近于神的防御力,
1102400015,天坠戒指,3,,1,5,65,1206407,,100000,9999,装备铸造获得,-1,45,15,由星辰熔铸的天神戒指，具备接近于神的防御力,,87,,,110009,由星辰熔铸的天神戒指，具备接近于神的防御力,
1102400016,天坠戒指,3,,1,6,65,1206407,,100000,9999,装备铸造获得,-1,-1,15,由星辰熔铸的天神戒指，具备接近于神的防御力,,87,,,110009,由星辰熔铸的天神戒指，具备接近于神的防御力,
1103400001,暴风项链,3,,1,3,1,1205401,,200,9999,任务获得,0,25,15,印着暴风佣兵团标志的项链,,87,,,110009,印着暴风佣兵团标志的项链,
1103400003,日炎项链,3,,1,3,15,1205402,,2000,9999,装备铸造获得,0,25,15,萦绕着太阳神之力的项链,,87,,,110009,萦绕着太阳神之力的项链,
1103400004,雅典项链,3,,1,3,25,1205403,,5000,9999,装备铸造获得,4,25,15,象征王者荣光的项链,,87,,,110009,象征王者荣光的项链,
1103400005,雅典项链,3,,1,4,25,1205403,,10000,9999,装备铸造获得,4,35,15,象征王者荣光的项链,,87,,,110009,象征王者荣光的项链,
1103400006,蓝星项链,3,,1,4,35,1205404,,15000,9999,装备铸造获得,4,35,15,红莲之火萦绕的项链，万神殿迷宫尽头的圣物,,87,,,110009,红莲之火萦绕的项链，万神殿迷宫尽头的圣物,
1103400007,斩月项链,3,,1,4,45,1205405,,25000,9999,装备铸造获得,4,35,15,象征杀戮之月的邪恶项链,,87,,,110009,象征杀戮之月的邪恶项链,
1103400008,战神项链,3,,1,4,55,1205406,,20000,9999,装备铸造获得,4,35,15,诸神与世界，尽在我的掌握之中———卡俄斯,,87,,,110009,诸神与世界，尽在我的掌握之中———卡俄斯,
1103400009,蓝星项链,3,,1,5,35,1205404,,32000,9999,装备铸造获得,4,45,15,红莲之火萦绕的项链，万神殿迷宫尽头的圣物,,87,,,110009,红莲之火萦绕的项链，万神殿迷宫尽头的圣物,
1103400010,斩月项链,3,,1,5,45,1205405,,50000,9999,装备铸造获得,4,45,15,象征杀戮之月的邪恶项链,,87,,,110009,象征杀戮之月的邪恶项链,
1103400011,战神项链,3,,1,5,55,1205406,,25000,9999,装备铸造获得,4,45,15,诸神与世界，尽在我的掌握之中———卡俄斯,,87,,,110009,诸神与世界，尽在我的掌握之中———卡俄斯,
1103400012,斩月项链,3,,1,6,45,1205405,,45000,9999,装备铸造获得,4,-1,15,象征杀戮之月的邪恶项链,,87,,,110009,象征杀戮之月的邪恶项链,
1103400013,战神项链,3,,1,6,55,1205406,,80000,9999,装备铸造获得,4,-1,15,诸神与世界，尽在我的掌握之中———卡俄斯,,87,,,110009,诸神与世界，尽在我的掌握之中———卡俄斯,
1103400014,天坠项链,3,,1,4,65,1205407,,100000,9999,装备铸造获得,-1,35,15,由星辰熔铸的天神项链，具备接近于神的防御力,,87,,,110009,由星辰熔铸的天神项链，具备接近于神的防御力,
1103400015,天坠项链,3,,1,5,65,1205407,,100000,9999,装备铸造获得,-1,45,15,由星辰熔铸的天神项链，具备接近于神的防御力,,87,,,110009,由星辰熔铸的天神项链，具备接近于神的防御力,
1103400016,天坠项链,3,,1,6,65,1205407,,100000,9999,装备铸造获得,-1,-1,15,由星辰熔铸的天神项链，具备接近于神的防御力,,87,,,110009,由星辰熔铸的天神项链，具备接近于神的防御力,
1104400001,暴风王冠,3,,1,3,1,1202401,,200,9999,任务获得,0,25,15,标有暴风佣兵团的王冠，攻守兼备,,87,,,110009,标有暴风佣兵团的王冠，攻守兼备,
1104400003,日炎王冠,3,,1,3,15,1202402,,2000,9999,装备铸造获得,0,25,15,由阿波罗之炎熔铸的王冠，几乎可以抵御任何攻击,,87,,,110009,由阿波罗之炎熔铸的王冠，几乎可以抵御任何攻击,
1104400004,雅典王冠,3,,1,3,25,1202403,,5000,9999,装备铸造获得,4,25,15,身经百战的雅典之王王冠，犹如曙光闪耀在战场上,,87,,,110009,身经百战的雅典之王王冠，犹如曙光闪耀在战场上,
1104400005,雅典王冠,3,,1,4,25,1202403,,10000,9999,装备铸造获得,4,35,15,身经百战的雅典之王王冠，犹如曙光闪耀在战场上,,87,,,110009,身经百战的雅典之王王冠，犹如曙光闪耀在战场上,
1104400006,蓝星王冠,3,,1,4,35,1202404,,15000,9999,装备铸造获得,4,35,15,封存在万神殿中的战神王冠，燃烧着炙热的红莲之火,,87,,,110009,封存在万神殿中的战神王冠，燃烧着炙热的红莲之火,
1104400007,斩月王冠,3,,1,4,45,1202405,,25000,9999,装备铸造获得,4,35,15,烙印着血红之月的梦幻王冠，封印在奥林匹斯山的万神殿里,,87,,,110009,烙印着血红之月的梦幻王冠，封印在奥林匹斯山的万神殿里,
1104400008,战神王冠,3,,1,4,55,1202406,,20000,9999,装备铸造获得,4,35,15,封印在万神殿中的阿瑞斯战神王冠，散发着浓烈的杀意,,87,,,110009,封印在万神殿中的阿瑞斯战神王冠，散发着浓烈的杀意,
1104400009,蓝星王冠,3,,1,5,35,1202404,,32000,9999,装备铸造获得,4,45,15,犹如湛蓝的海洋般美丽，坚如钻石的王冠,,87,,,110009,犹如湛蓝的海洋般美丽，坚如钻石的王冠,
1104400010,斩月王冠,3,,1,5,45,1202405,,50000,9999,装备铸造获得,4,45,15,烙印着血红之月的梦幻王冠，封印在奥林匹斯山的万神殿里,,87,,,110009,烙印着血红之月的梦幻王冠，封印在奥林匹斯山的万神殿里,
1104400011,战神王冠,3,,1,5,55,1202406,,25000,9999,装备铸造获得,4,45,15,封印在万神殿中的阿瑞斯战神王冠，散发着浓烈的杀意,,87,,,110009,封印在万神殿中的阿瑞斯战神王冠，散发着浓烈的杀意,
1104400012,斩月王冠,3,,1,6,45,1202405,,45000,9999,装备铸造获得,4,-1,15,烙印着血红之月的梦幻王冠，封印在奥林匹斯山的万神殿里,,87,,,110009,烙印着血红之月的梦幻王冠，封印在奥林匹斯山的万神殿里,
1104400013,战神王冠,3,,1,6,55,1202406,,80000,9999,装备铸造获得,4,-1,15,封印在万神殿中的阿瑞斯战神王冠，散发着浓烈的杀意,,87,,,110009,封印在万神殿中的阿瑞斯战神王冠，散发着浓烈的杀意,
1104400014,天坠王冠,3,,1,4,65,1202407,,100000,9999,装备铸造获得,-1,35,15,由星辰熔铸的天神王冠，具备接近于神的防御力,,87,,,110009,由星辰熔铸的天神王冠，具备接近于神的防御力,
1104400015,天坠王冠,3,,1,5,65,1202407,,100000,9999,装备铸造获得,-1,45,15,由星辰熔铸的天神王冠，具备接近于神的防御力,,87,,,110009,由星辰熔铸的天神王冠，具备接近于神的防御力,
1104400016,天坠王冠,3,,1,6,65,1202407,,100000,9999,装备铸造获得,-1,-1,15,由星辰熔铸的天神王冠，具备接近于神的防御力,,87,,,110009,由星辰熔铸的天神王冠，具备接近于神的防御力,
1105400001,暴风轻甲,3,,1,3,1,1203401,,200,9999,任务获得,0,25,15,标有暴风佣兵团的轻甲，攻守兼备,,87,,,110009,标有暴风佣兵团的轻甲，攻守兼备,
1105400003,日炎轻甲,3,,1,3,15,1203402,,2000,9999,装备铸造获得,0,25,15,由阿波罗之炎熔铸的轻甲，几乎可以抵御任何攻击,,87,,,110009,由阿波罗之炎熔铸的轻甲，几乎可以抵御任何攻击,
1105400004,雅典轻甲,3,,1,3,25,1203403,,5000,9999,装备铸造获得,4,25,15,身经百战的雅典之王轻甲，犹如曙光闪耀在战场上,,87,,,110009,身经百战的雅典之王轻甲，犹如曙光闪耀在战场上,
1105400005,雅典轻甲,3,,1,4,25,1203403,,10000,9999,装备铸造获得,4,35,15,身经百战的雅典之王轻甲，犹如曙光闪耀在战场上,,87,,,110009,身经百战的雅典之王轻甲，犹如曙光闪耀在战场上,
1105400006,蓝星轻甲,3,,1,4,35,1203404,,15000,9999,装备铸造获得,4,35,15,封存在万神殿中的战神轻甲，燃烧着炙热的红莲之火,,87,,,110009,封存在万神殿中的战神轻甲，燃烧着炙热的红莲之火,
1105400007,斩月轻甲,3,,1,4,45,1203405,,25000,9999,装备铸造获得,4,35,15,烙印着血红之月的梦幻轻甲，封印在奥林匹斯山的万神殿里,,87,,,110009,烙印着血红之月的梦幻轻甲，封印在奥林匹斯山的万神殿里,
1105400008,战神轻甲,3,,1,4,55,1203406,,20000,9999,装备铸造获得,4,35,15,封印在万神殿中的阿瑞斯战神轻甲，散发着浓烈的杀意,,87,,,110009,封印在万神殿中的阿瑞斯战神轻甲，散发着浓烈的杀意,
1105400009,蓝星轻甲,3,,1,5,35,1203404,,32000,9999,装备铸造获得,4,45,15,犹如湛蓝的海洋般美丽，坚如钻石的轻甲,,87,,,110009,犹如湛蓝的海洋般美丽，坚如钻石的轻甲,
1105400010,斩月轻甲,3,,1,5,45,1203405,,50000,9999,装备铸造获得,4,45,15,烙印着血红之月的梦幻轻甲，封印在奥林匹斯山的万神殿里,,87,,,110009,烙印着血红之月的梦幻轻甲，封印在奥林匹斯山的万神殿里,
1105400011,战神轻甲,3,,1,5,55,1203406,,25000,9999,装备铸造获得,4,45,15,封印在万神殿中的阿瑞斯战神轻甲，散发着浓烈的杀意,,87,,,110009,封印在万神殿中的阿瑞斯战神轻甲，散发着浓烈的杀意,
1105400012,斩月轻甲,3,,1,6,45,1203405,,45000,9999,装备铸造获得,4,-1,15,烙印着血红之月的梦幻轻甲，封印在奥林匹斯山的万神殿里,,87,,,110009,烙印着血红之月的梦幻轻甲，封印在奥林匹斯山的万神殿里,
1105400013,战神轻甲,3,,1,6,55,1203406,,80000,9999,装备铸造获得,4,-1,15,封印在万神殿中的阿瑞斯战神轻甲，散发着浓烈的杀意,,87,,,110009,封印在万神殿中的阿瑞斯战神轻甲，散发着浓烈的杀意,
1105400014,天坠轻甲,3,,1,4,65,1203407,,100000,9999,装备铸造获得,-1,35,15,由星辰熔铸的天神轻甲，具备接近于神的防御力,,87,,,110009,由星辰熔铸的天神轻甲，具备接近于神的防御力,
1105400015,天坠轻甲,3,,1,5,65,1203407,,100000,9999,装备铸造获得,-1,45,15,由星辰熔铸的天神轻甲，具备接近于神的防御力,,87,,,110009,由星辰熔铸的天神轻甲，具备接近于神的防御力,
1105400016,天坠轻甲,3,,1,6,65,1203407,,100000,9999,装备铸造获得,-1,-1,15,由星辰熔铸的天神轻甲，具备接近于神的防御力,,87,,,110009,由星辰熔铸的天神轻甲，具备接近于神的防御力,
1106400001,暴风之靴,3,,1,3,1,1204401,,200,9999,任务获得,0,25,15,标有暴风佣兵团的战靴，攻守兼备,,87,,,110009,标有暴风佣兵团的战靴，攻守兼备,
1106400003,日炎之靴,3,,1,3,15,1204402,,2000,9999,装备铸造获得,0,25,15,由阿波罗之炎熔铸的战靴，几乎可以抵御任何攻击,,87,,,110009,由阿波罗之炎熔铸的战靴，几乎可以抵御任何攻击,
1106400004,雅典之靴,3,,1,3,25,1204403,,5000,9999,装备铸造获得,4,25,15,身经百战的雅典之王战靴，犹如曙光闪耀在战场上,,87,,,110009,身经百战的雅典之王战靴，犹如曙光闪耀在战场上,
1106400005,雅典之靴,3,,1,4,25,1204403,,10000,9999,装备铸造获得,4,35,15,身经百战的雅典之王战靴，犹如曙光闪耀在战场上,,87,,,110009,身经百战的雅典之王战靴，犹如曙光闪耀在战场上,
1106400006,蓝星之靴,3,,1,4,35,1204404,,15000,9999,装备铸造获得,4,35,15,犹如湛蓝的海洋般美丽，坚如钻石的战靴,,87,,,110009,犹如湛蓝的海洋般美丽，坚如钻石的战靴,
1106400007,斩月之靴,3,,1,4,45,1204405,,25000,9999,装备铸造获得,4,35,15,烙印着血红之月的梦幻战靴，封印在奥林匹斯山的万神殿里,,87,,,110009,烙印着血红之月的梦幻战靴，封印在奥林匹斯山的万神殿里,
1106400008,战神之靴,3,,1,4,55,1204406,,20000,9999,装备铸造获得,4,35,15,封印在万神殿中的阿瑞斯战神之靴，散发着浓烈的杀意,,87,,,110009,封印在万神殿中的阿瑞斯战神之靴，散发着浓烈的杀意,
1106400009,蓝星之靴,3,,1,5,35,1204404,,32000,9999,装备铸造获得,4,45,15,犹如湛蓝的海洋般美丽，坚如钻石的战靴,,87,,,110009,犹如湛蓝的海洋般美丽，坚如钻石的战靴,
1106400010,斩月之靴,3,,1,5,45,1204405,,50000,9999,装备铸造获得,4,45,15,烙印着血红之月的梦幻战靴，封印在奥林匹斯山的万神殿里,,87,,,110009,烙印着血红之月的梦幻战靴，封印在奥林匹斯山的万神殿里,
1106400011,战神之靴,3,,1,5,55,1204406,,25000,9999,装备铸造获得,4,45,15,封印在万神殿中的阿瑞斯战神之靴，散发着浓烈的杀意,,87,,,110009,封印在万神殿中的阿瑞斯战神之靴，散发着浓烈的杀意,
1106400012,斩月之靴,3,,1,6,45,1204405,,45000,9999,装备铸造获得,4,-1,15,烙印着血红之月的梦幻战靴，封印在奥林匹斯山的万神殿里,,87,,,110009,烙印着血红之月的梦幻战靴，封印在奥林匹斯山的万神殿里,
1106400013,战神之靴,3,,1,6,55,1204406,,80000,9999,装备铸造获得,4,-1,15,封印在万神殿中的阿瑞斯战神之靴，散发着浓烈的杀意,,87,,,110009,封印在万神殿中的阿瑞斯战神之靴，散发着浓烈的杀意,
1106400014,天坠之靴,3,,1,4,65,1204407,,100000,9999,装备铸造获得,-1,35,15,由星辰熔铸的天神之靴，具备接近于神的防御力,,87,,,110009,由星辰熔铸的天神之靴，具备接近于神的防御力,
1106400015,天坠之靴,3,,1,5,65,1204407,,100000,9999,装备铸造获得,-1,45,15,由星辰熔铸的天神之靴，具备接近于神的防御力,,87,,,110009,由星辰熔铸的天神之靴，具备接近于神的防御力,
1106400016,天坠之靴,3,,1,6,65,1204407,,100000,9999,装备铸造获得,-1,-1,15,由星辰熔铸的天神之靴，具备接近于神的防御力,,87,,,110009,由星辰熔铸的天神之靴，具备接近于神的防御力,
1101100501,【觉醒】惩戒之荆,3,,1,3,15,1201102,,10000,9999,装备铸造获得,0,25,-1,我来到这个世上，就是为了洗清人世间的罪孽———惩戒之荆第一位主人，米卢西圣骑士,,87,,,110009,我来到这个世上，就是为了洗清人世间的罪孽———惩戒之荆第一位主人，米卢西圣骑士,
1101100502,【觉醒】女武神之枪,3,,1,3,25,1201103,,10000,9999,装备铸造获得,4,25,-1,枪上刻着翱翔在天际的瓦尔基里，供奉在女武神之庙的圣物,,87,,,110009,枪上刻着翱翔在天际的瓦尔基里，供奉在女武神之庙的圣物,
1101100503,【觉醒】女武神之枪,3,,1,4,25,1201103,,15000,9999,装备铸造获得,4,35,-1,枪上刻着翱翔在天际的瓦尔基里，供奉在女武神之庙的圣物,,87,,,110009,枪上刻着翱翔在天际的瓦尔基里，供奉在女武神之庙的圣物,
1101100504,【觉醒】圣炎长枪,3,,1,4,35,1201104,,20000,9999,装备铸造获得,4,35,-1,萦绕着不灭圣火的长枪，最强七天使武器之一,,87,,,110009,萦绕着不灭圣火的长枪，最强七天使武器之一,
1101100505,【觉醒】巨神之矛,3,,1,4,45,1201105,,35000,9999,装备铸造获得,4,35,-1,泰坦族遗留在人界的究极神兵，据说曾用它穿破苍穹,,87,,,110009,泰坦族遗留在人界的究极神兵，据说曾用它穿破苍穹,
1101100506,【觉醒】侍月女神,3,,1,4,55,1201106,,25000,9999,装备铸造获得,4,35,-1,无视世间一切法则的终极兵器,,87,,,110009,无视世间一切法则的终极兵器,
1101100507,【觉醒】圣炎长枪,3,,1,5,35,1201104,,45000,9999,装备铸造获得,4,45,-1,萦绕着不灭圣火的长枪，最强七天使武器之一,,87,,,110009,萦绕着不灭圣火的长枪，最强七天使武器之一,
1101100508,【觉醒】巨神之矛,3,,1,5,45,1201105,,70000,9999,装备铸造获得,4,45,-1,泰坦族遗留在人界的究极神兵，据说曾用它穿破苍穹,,87,,,110009,泰坦族遗留在人界的究极神兵，据说曾用它穿破苍穹,
1101100509,【觉醒】侍月女神,3,,1,5,55,1201106,,30000,9999,装备铸造获得,4,45,-1,无视世间一切法则的终极兵器,,87,,,110009,无视世间一切法则的终极兵器,
1101100510,【觉醒】巨神之矛,3,,1,6,45,1201105,,60000,9999,装备铸造获得,4,-1,-1,泰坦族遗留在人界的究极神兵，据说曾用它穿破苍穹,,87,,,110009,泰坦族遗留在人界的究极神兵，据说曾用它穿破苍穹,
1101100511,【觉醒】侍月女神,3,,1,6,55,1201106,,100000,9999,装备铸造获得,4,-1,-1,无视世间一切法则的终极兵器,,87,,,110009,无视世间一切法则的终极兵器,
1101100512,【觉醒】究极天堂,3,,1,4,65,1201107,,100000,9999,装备铸造获得,-1,35,-1,封印在天堂尽头的神界圣器，前主人为大天使米迦勒,,87,,,110009,封印在天堂尽头的神界圣器，前主人为大天使米迦勒,
1101100513,【觉醒】究极天堂,3,,1,5,65,1201107,,100000,9999,装备铸造获得,-1,45,-1,封印在天堂尽头的神界圣器，前主人为大天使米迦勒,,87,,,110009,封印在天堂尽头的神界圣器，前主人为大天使米迦勒,
1101100514,【觉醒】究极天堂,3,,1,6,65,1201107,,100000,9999,装备铸造获得,-1,-1,-1,封印在天堂尽头的神界圣器，前主人为大天使米迦勒,,87,,,110009,封印在天堂尽头的神界圣器，前主人为大天使米迦勒,
1102100501,【觉醒】荣耀戒指,3,,1,3,15,1206102,,10000,9999,装备铸造获得,0,25,-1,古老的特洛伊戒指，铭刻着昔日的辉煌,,87,,,110009,古老的特洛伊戒指，铭刻着昔日的辉煌,
1102100502,【觉醒】审判戒指,3,,1,3,25,1206103,,10000,9999,装备铸造获得,4,25,-1,稀世的戒指，七天使神物之一,,87,,,110009,稀世的戒指，七天使神物之一,
1102100503,【觉醒】审判戒指,3,,1,4,25,1206103,,15000,9999,装备铸造获得,4,35,-1,稀世的戒指，七天使神物之一,,87,,,110009,稀世的戒指，七天使神物之一,
1102100504,【觉醒】曙光戒指,3,,1,4,35,1206104,,20000,9999,装备铸造获得,4,35,-1,宝石内跳动着太阳烈焰的曙光戒指,,87,,,110009,宝石内跳动着太阳烈焰的曙光戒指,
1102100505,【觉醒】神谕戒指,3,,1,4,45,1206105,,35000,9999,装备铸造获得,4,35,-1,我无所畏惧，因为神与我同在———圣女贞德,,87,,,110009,我无所畏惧，因为神与我同在———圣女贞德,
1102100506,【觉醒】智慧女神戒指,3,,1,4,55,1206106,,25000,9999,装备铸造获得,4,35,-1,雅典娜的究极女神武装，宛若太阳的宝石，象征胜利,,87,,,110009,雅典娜的究极女神武装，宛若太阳的宝石，象征胜利,
1102100507,【觉醒】曙光戒指,3,,1,5,35,1206104,,45000,9999,装备铸造获得,4,45,-1,宝石内跳动着太阳烈焰的曙光戒指,,87,,,110009,宝石内跳动着太阳烈焰的曙光戒指,
1102100508,【觉醒】神谕戒指,3,,1,5,45,1206105,,70000,9999,装备铸造获得,4,45,-1,我无所畏惧，因为神与我同在———圣女贞德,,87,,,110009,我无所畏惧，因为神与我同在———圣女贞德,
1102100509,【觉醒】智慧女神戒指,3,,1,5,55,1206106,,30000,9999,装备铸造获得,4,45,-1,雅典娜的究极女神武装，宛若太阳的宝石，象征胜利,,87,,,110009,雅典娜的究极女神武装，宛若太阳的宝石，象征胜利,
1102100510,【觉醒】神谕戒指,3,,1,6,45,1206105,,60000,9999,装备铸造获得,4,-1,-1,我无所畏惧，因为神与我同在———圣女贞德,,87,,,110009,我无所畏惧，因为神与我同在———圣女贞德,
1102100511,【觉醒】智慧女神戒指,3,,1,6,55,1206106,,100000,9999,装备铸造获得,4,-1,-1,雅典娜的究极女神武装，宛若太阳的宝石，象征胜利,,87,,,110009,雅典娜的究极女神武装，宛若太阳的宝石，象征胜利,
1102100512,【觉醒】最天使戒指,3,,1,4,65,1206107,,100000,9999,装备铸造获得,-1,35,-1,荒古圣城封印的天使戒指，能抵御一切暗黑攻击。,,87,,,110009,荒古圣城封印的天使戒指，能抵御一切暗黑攻击。,
1102100513,【觉醒】最天使戒指,3,,1,5,65,1206107,,100000,9999,装备铸造获得,-1,45,-1,荒古圣城封印的天使戒指，能抵御一切暗黑攻击。,,87,,,110009,荒古圣城封印的天使戒指，能抵御一切暗黑攻击。,
1102100514,【觉醒】最天使戒指,3,,1,6,65,1206107,,100000,9999,装备铸造获得,-1,-1,-1,荒古圣城封印的天使戒指，能抵御一切暗黑攻击。,,87,,,110009,荒古圣城封印的天使戒指，能抵御一切暗黑攻击。,
1103100501,【觉醒】荣耀项链,3,,1,3,15,1205102,,10000,9999,装备铸造获得,0,25,-1,古老的特洛伊项链，铭刻着昔日的辉煌,,87,,,110009,古老的特洛伊项链，铭刻着昔日的辉煌,
1103100502,【觉醒】审判项链,3,,1,3,25,1205103,,10000,9999,装备铸造获得,4,25,-1,稀世的项链，七天使神物之一,,87,,,110009,稀世的项链，七天使神物之一,
1103100503,【觉醒】审判项链,3,,1,4,25,1205103,,15000,9999,装备铸造获得,4,35,-1,稀世的项链，七天使神物之一,,87,,,110009,稀世的项链，七天使神物之一,
1103100504,【觉醒】曙光项链,3,,1,4,35,1205104,,20000,9999,装备铸造获得,4,35,-1,宝石内跳动着太阳烈焰的曙光项链,,87,,,110009,宝石内跳动着太阳烈焰的曙光项链,
1103100505,【觉醒】神谕项链,3,,1,4,45,1205105,,35000,9999,装备铸造获得,4,35,-1,除叛国之外，我无所畏惧———圣女贞德,,87,,,110009,除叛国之外，我无所畏惧———圣女贞德,
1103100506,【觉醒】智慧女神项链,3,,1,4,55,1205106,,25000,9999,装备铸造获得,4,35,-1,雅典娜的究极女神武装，宛若月亮的项链吊饰，象征胜利,,87,,,110009,雅典娜的究极女神武装，宛若月亮的项链吊饰，象征胜利,
1103100507,【觉醒】曙光项链,3,,1,5,35,1205104,,45000,9999,装备铸造获得,4,45,-1,宝石内跳动着太阳烈焰的曙光项链,,87,,,110009,宝石内跳动着太阳烈焰的曙光项链,
1103100508,【觉醒】神谕项链,3,,1,5,45,1205105,,70000,9999,装备铸造获得,4,45,-1,除叛国之外，我无所畏惧———圣女贞德,,87,,,110009,除叛国之外，我无所畏惧———圣女贞德,
1103100509,【觉醒】智慧女神项链,3,,1,5,55,1205106,,30000,9999,装备铸造获得,4,45,-1,雅典娜的究极女神武装，宛若月亮的项链吊饰，象征胜利,,87,,,110009,雅典娜的究极女神武装，宛若月亮的项链吊饰，象征胜利,
1103100510,【觉醒】神谕项链,3,,1,6,45,1205105,,60000,9999,装备铸造获得,4,-1,-1,除叛国之外，我无所畏惧———圣女贞德,,87,,,110009,除叛国之外，我无所畏惧———圣女贞德,
1103100511,【觉醒】智慧女神项链,3,,1,6,55,1205106,,100000,9999,装备铸造获得,4,-1,-1,雅典娜的究极女神武装，宛若月亮的项链吊饰，象征胜利,,87,,,110009,雅典娜的究极女神武装，宛若月亮的项链吊饰，象征胜利,
1103100512,【觉醒】最天使项链,3,,1,4,65,1205107,,100000,9999,装备铸造获得,-1,35,-1,荒古圣城封印的天使戒项链，抵御一切暗黑攻击。,,87,,,110009,荒古圣城封印的天使戒项链，抵御一切暗黑攻击。,
1103100513,【觉醒】最天使项链,3,,1,5,65,1205107,,100000,9999,装备铸造获得,-1,45,-1,荒古圣城封印的天使戒项链，抵御一切暗黑攻击。,,87,,,110009,荒古圣城封印的天使戒项链，抵御一切暗黑攻击。,
1103100514,【觉醒】最天使项链,3,,1,6,65,1205107,,100000,9999,装备铸造获得,-1,-1,-1,荒古圣城封印的天使戒项链，抵御一切暗黑攻击。,,87,,,110009,荒古圣城封印的天使戒项链，抵御一切暗黑攻击。,
1104100501,【觉醒】荣耀重盔,3,,1,3,15,1202102,,10000,9999,装备铸造获得,0,25,-1,特洛伊王族世代传承的荣耀重盔，弥漫着古老的魔力,,87,,,110009,特洛伊王族世代传承的荣耀重盔，弥漫着古老的魔力,
1104100502,【觉醒】审判重盔,3,,1,3,25,1202103,,10000,9999,装备铸造获得,4,25,-1,代表七天使行使审判的神之重盔，唯有圣洁之人才有资格成为它的主人,,87,,,110009,代表七天使行使审判的神之重盔，唯有圣洁之人才有资格成为它的主人,
1104100503,【觉醒】审判重盔,3,,1,4,25,1202103,,15000,9999,装备铸造获得,4,35,-1,代表七天使行使审判的神之重盔，唯有圣洁之人才有资格成为它的主人,,87,,,110009,代表七天使行使审判的神之重盔，唯有圣洁之人才有资格成为它的主人,
1104100504,【觉醒】曙光重盔,3,,1,4,35,1202104,,20000,9999,装备铸造获得,4,35,-1,暗黑末世终结时曙光女神遗留人界的重盔，笼罩着永不熄灭的太阳之火,,87,,,110009,暗黑末世终结时曙光女神遗留人界的重盔，笼罩着永不熄灭的太阳之火,
