id,scene,soul1,pos1,lv1,soul2,pos2,lv2,soul3,pos3,lv3,soul4,pos4,lv4,gold,item,itemamount,box,name,endRow
701001,81056,701905,"[1,1]",19,702006,"[1,2]",20,702106,"[1,3]",21,702206,"[1,4]",22,40000,1403400001,"[3,4]",1303301002,第十关,
701101,81156,702005,"[1,1]",20,702106,"[1,2]",21,702207,"[1,3]",22,702307,"[1,4]",23,44000,1403400001,"[3,5]",,第十一关,
701201,81256,702105,"[1,1]",21,702206,"[1,2]",22,702307,"[1,3]",23,702407,"[1,4]",24,48000,1403400001,"[3,7]",,第十二关,
701301,81356,702205,"[1,1]",22,702306,"[1,2]",23,702407,"[1,3]",24,702507,"[1,4]",25,52000,1403400001,"[3,9]",,第十三关,
701401,81456,702305,"[1,1]",23,702406,"[1,2]",24,702507,"[1,3]",25,702607,"[1,4]",26,56000,1403400001,"[3,11]",,第十四关,
701501,81556,702405,"[1,1]",25,702506,"[1,2]",26,702607,"[1,3]",27,702707,"[1,4]",28,60000,1403400001,"[5,11]",1303301003,第十五关,
701601,81656,702505,"[1,1]",27,702606,"[1,2]",28,702707,"[1,3]",29,702807,"[1,4]",30,64000,1403400001,"[5,13]",,第十六关,
701701,81756,702605,"[1,1]",29,702706,"[1,2]",30,702807,"[1,3]",31,702907,"[1,4]",32,68000,1403400001,"[5,15]",,第十七关,
701801,81856,702705,"[1,1]",31,702806,"[1,2]",32,702907,"[1,3]",33,703007,"[1,4]",34,72000,1403400001,"[5,17]",,第十八关,
701901,81956,702805,"[1,1]",33,702906,"[1,2]",34,703007,"[1,3]",35,703107,"[1,4]",36,76000,1403400001,"[5,19]",,第十九关,
702001,82056,702906,"[1,1]",36,703007,"[1,2]",37,703108,"[1,3]",38,703208,"[1,4]",39,80000,1403400001,"[7,19]",1303301004,第二十关,
702101,82156,703006,"[1,1]",39,703107,"[1,2]",40,703208,"[1,3]",41,703308,"[1,4]",42,84000,1403400001,"[7,21]",,第二十一关,
702201,82256,703106,"[1,1]",42,703207,"[1,2]",43,703308,"[1,3]",44,703408,"[1,4]",45,88000,1403400001,"[7,23]",,第二十二关,
702301,82356,703206,"[1,1]",45,703307,"[1,2]",46,703408,"[1,3]",47,703508,"[1,4]",48,92000,1403400001,"[7,25]",,第二十三关,
702401,82456,703306,"[1,1]",48,703407,"[1,2]",49,703508,"[1,3]",50,703608,"[1,4]",51,96000,1403400001,"[7,26]",,第二十四关,
702501,82556,703407,"[1,1]",51,703508,"[1,2]",52,703609,"[1,3]",53,703709,"[1,4]",54,100000,1403400001,"[10,26]",1303301005,第二十五关,
702601,82656,703507,"[1,1]",54,703608,"[1,2]",55,703709,"[1,3]",56,703809,"[1,4]",57,104000,1403400001,"[10,28]",,第二十六关,
702701,82756,703607,"[1,1]",57,703708,"[1,2]",58,703809,"[1,3]",59,703909,"[1,4]",60,108000,1403400001,"[10,30]",,第二十七关,
702801,82856,703707,"[1,1]",60,703808,"[1,2]",61,703909,"[1,3]",62,704009,"[1,4]",63,112000,1403400001,"[10,32]",,第二十八关,
702901,82956,703807,"[1,1]",63,703908,"[1,2]",64,704009,"[1,3]",65,704109,"[1,4]",66,116000,1403400001,"[10,34]",,第二十九关,
703001,83056,703909,"[1,1]",66,704009,"[1,2]",67,704109,"[1,3]",68,704209,"[1,4]",69,120000,1403400001,"[12,34]",1303301006,第三十关,
703101,83156,704009,"[1,1]",69,704109,"[1,2]",70,704209,"[1,3]",71,704309,"[1,4]",72,124000,1403400001,"[12,36]",,第三十一关,
703201,83256,704109,"[1,1]",72,704209,"[1,2]",73,704309,"[1,3]",74,704409,"[1,4]",75,128000,1403400001,"[12,38]",,第三十二关,
703301,83356,704209,"[1,1]",75,704309,"[1,2]",76,704409,"[1,3]",77,704509,"[1,4]",78,132000,1403400001,"[12,40]",,第三十三关,
703401,83456,704309,"[1,1]",78,704409,"[1,2]",79,704509,"[1,3]",80,704609,"[1,4]",81,136000,1403400001,"[12,40]",,第三十四关,
703501,83556,704409,"[1,1]",81,704509,"[1,2]",82,704609,"[1,3]",83,704709,"[1,4]",84,140000,1403400001,"[14,40]",1303301007,第三十五关,
703601,83656,704509,"[1,1]",84,704609,"[1,2]",85,704709,"[1,3]",86,704809,"[1,4]",87,144000,1403400001,"[14,41]",,第三十六关,
703701,83756,704609,"[1,1]",87,704709,"[1,2]",88,704809,"[1,3]",89,704909,"[1,4]",90,148000,1403400001,"[14,42]",,第三十七关,
703801,83856,704709,"[1,1]",90,704809,"[1,2]",91,704909,"[1,3]",92,705009,"[1,4]",93,152000,1403400001,"[14,43]",,第三十八关,
703901,83956,704809,"[1,1]",92,704909,"[1,2]",93,705009,"[1,3]",94,705109,"[1,4]",94,156000,1403400001,"[14,44]",,第三十九关,
704001,84056,704909,"[1,1]",94,705009,"[1,2]",95,705109,"[1,3]",95,705209,"[1,4]",95,160000,1403400001,"[20,40]",1303301008,第四十关,
