id,story1,type1,obj1,story2,type2,obj2,story3,type3,obj3,story4,type4,obj4,story5,type5,obj5,story6,type6,obj6,story7,type7,obj7,story8,type8,obj8,story9,type9,obj9,story10,type10,obj10,story11,type11,obj11,story12,type12,obj12,endRow
100247,挑起战争的是骗走了斯巴达皇后的特洛伊人！总有一天，希腊人的怒火会烧毁他们！,2,100211,战争是相互的，为了一个女人的流血牺牲，不见得是光荣的事。,3,,哈哈！小鬼，你这一句千万别流入阿伽门农的耳里，他绝对把你吊上绞架。,2,100211,这是极好的，我正要找他。,3,,我可以为你引见阿喀琉斯，当然，作为交换条件，你必须帮我教训城外嚣张的远征军守卫。,2,100211,,,,,,,,,,,,,,,,,,,,,,
100248,你的身手宛若疾风，足以媲美我们的骑士。,2,100211,你的守护神是我所见最为优秀的，想必平日经过极多训练吧……什么，你不知道如何训练它们？！,2,100211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100250,如果可以的话，希望你可以再次协助我们，因为那些守卫军完全不会记住教训。,2,100211,你可以轻易夺走他们的兵器，剩下的交给我们。,2,100211,当然，我也会兑现承诺。,2,100211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100251,你是一个守信的人，那家伙答应见你一面了，噢，大概你再也找不到第二个像我热心的朋友。,2,100211,不过我得提醒你，阿喀琉斯的脾气无常，可不是容易应付。,2,100211,我可以给你一些召唤卷，作为酬劳，你尝试一下融合神灵的召唤仪式。,2,100211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100252,他就在城东那儿等你。,2,100211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100253,霍海利德说你希望见我一面？别将我的时间浪费在你的废话上。,2,100216,希腊人的尊严，绑在了一个女人的身上吗？,3,,尊严只是战争的外衣，权力与征服，才是阿伽门农的真正想要的。,2,100216,强者征服弱者，更需要漂亮的理由彰显正义，永留史诗，不是吗。,2,100216,为什么你拒绝出征？,3,,,,,,,,,,,,,,,,,,,,,,,
100254,你的实力令人难以置信，希腊如果有像你技艺高超的骑士，无疑会战无不胜。,2,100216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100256,我的举动时刻受阿伽门农监视，无法与你一起调查。,2,100216,我所知道部分线索，你在疯子雷诺斯身上，应该可以打听到什么。,2,100216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100257,你是前来取笑我的吗？不，我可没疯，神祗在云端的眼睛，证实我晚上目睹的一切。,2,100209,神祗的眼睛大概可以看穿你破烂的内裤……,3,,嘿嘿，你的品味独具一格，年轻人，想来听我这个疯子发牢骚？,2,100209,非常乐意，先把你手里的肥皂收起来。,3,,咳咳……随着希腊人攻占佩达斯后，城外半夜总有奇怪的声响吵得无法入睡。,2,100209,其他人察觉不到？,3,,,,,,,,,,,,,,,,,,,,
100258,我的祖先曾经是大魔法师，所以我的精神力远比普通人要强，很遗憾，我没有继承任何魔力。,2,100209,那是一种诡异的灵魂波动，它只属于死者，最终，我还是无法压制强烈的好奇心去一探究竟。,2,100209,声响来自窗棂外废弃已久的墓地群，月光下是一张张惨白的死者面孔。,2,100209,它们从泥土里爬出，头骨里充斥着幽蓝的火焰，低声呢喃着什么，惊悚可怕。,2,100209,那一夜对我来说宛若梦魇，城里的人都以为我疯了！没人相信我的话，在他们眼里我只是个疯子。,2,100209,谁穿成这样再讲鬼故事都是疯子……,3,,,,,,,,,,,,,,,,,,,,
100259,戴上这个项链，它印记着我家族的感知能力，你可以在墓地里看到它们的身影。,2,100209,惊扰死者的人罪不可赦，希望你能找出幕后元凶。,2,100209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100260,竟然是亡灵之书，这种古老的文字晦涩难懂，它伴随世界的诞生而来。,2,100209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100261,放弃吧，朋友，诸神与死灵沟通的文字，并非我们所能理解。你可以向雅典娜女神祈祷，智慧女神无所不知。,2,100209,（原来雅典娜会这个……白走几趟。）,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100262,我的主人，你身上沾染了亡者的气息，是否追查到了什么？,2,100217,【将亡灵之书交给雅典娜】,3,,久违的符号，在遥远的过去，你应该比我更清楚他，你……混沌之神卡俄斯，正是它的创造者。,2,100217,上面记载了什么？,3,,很抱歉，它被黑雾封锁，我只能看到接收者是阿伽门农，弥漫着暗黑圣杯的气息。,2,100217,,,,,,,,,,,,,,,,,,,,,,
100263,果然是他，没有解决的办法了吗？,3,,这是我正要告诉你的，主人，传说中黄金的假面可以看穿任何禁咒，它曾一度出现在古老的希腊大陆上。,2,100217,战争令它在流荡中破碎，分裂为斯芬克斯面具与亡者之瞳，随着曾经拥有它的辉煌家族埋入黄土，百年以来失去了踪迹。,2,100217,我应该怎样得到它？,3,,崇拜斯芬克斯的皇族陵墓应该可以找到面具，亡者之瞳在死去的英雄王身上，曾让他战无不胜。,2,100217,,,,,,,,,,,,,,,,,,,,,,
100264,扎克特……我还在这里等你……没有离开，请相信我……,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100265,皇家陵墓有什么发现吗？,2,100217,【将遇上斯琳娜公主告诉雅典娜。】,3,,她的灵魂没有归去冥界，保持着永生不死，恐怕心底里有难以放下的事。,2,100217,孤独漫长地沉睡在墓下，她的意识早已渐渐模糊，或者，一直生活在梦境里。,2,100217,是你唤醒了她，可是，她最后一丝意识泯灭后，会变为嗜血魔化的僵尸，这个城镇将陷入灾难当中。,2,100217,,,,,,,,,,,,,,,,,,,,,,
#100266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100267,如你所见，战争过后的城内一片狼藉，再也无法恢复斯琳娜皇室统治时的繁荣。,2,100201,请问你对斯琳娜公主的事了解多少呢，我希望知道。,3,,她是我族皇室的末裔，最可怜的公主。,2,100201,在她身上发生了什么？,3,,她在战火中出生，从小为了保证绝对的安全，囚禁于皇室宫廷内。,2,100201,,,,,,,,,,,,,,,,,,,,,,
100268,成人后的公主，爱上了守护她的圣骑士扎克特，之后佩达斯战争危急，守护皇家的圣骑士团，也必须赶赴战场。,2,100201,扎克特曾与公主约定，将会从战场上活着回来迎娶她，然而当时皇室更需要的是，骑士们视死如归的勇气。,2,100201,战火燃烧后，皇室欺骗扎克特，公主已嫁给了同盟王子，悲痛的扎克特误以为公主背弃了诺言，最终死在战场上。,2,100201,不知一切的公主仍在等待骑士的归来，直到佩达斯城的陷落，她也郁郁而终。,2,100201,【将皇家陵墓的一切告知菲恩。】,3,,竟然……是这样吗……,2,100201,,,,,,,,,,,,,,,,,,,
#100269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100270,我手里有扎克特的遗物，虽然很冒险，但你可以尝试假扮他，结束这一个故事。,2,100201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100271,这是扎克特的短剑？！扎克特，是你吗？,1,2006103,是的，斯琳娜，我来见你了。,3,,太好了，诸神果然应验了我的愿望……太好了……扎克特，请相信我，我没有背叛你，从来没有……,1,2006103,我相信你。,3,,可是，我已经是一个亡灵了……冥王，一直在召唤我，终于等到了你，意味着，我也要到那个世界去了。,1,2006103,嗯，我们在那个世界再见吧。,3,,真的吗？我这次一定会继续等你的……就像在这墓里一样，一定等到你。,1,2006103,,,,,,,,,,,,,,,,
100272,为故事写下了一个不错的结局，主人，你结束了公主年少青涩的梦。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100273,,     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100274,现在我们只欠缺亡者之瞳，就可以解开书信上的封印。,2,100217,乱葬荒野是通往遗迹的唯一道路，穿过它后，我会打开英雄王的封印门。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100275,我已经将封印解除。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100276,放心，已成为丧尸的英雄王，以前可不喜欢男人。,2,100217,连你也会开玩笑？,3,,从凡人身上学会的说话方式，据说可以促进感情，效果不错吧？,2,100217,的确不错……,3,,,,,,,,,,,,,,,,,,,,,,,,,,
100277,普罗米修斯让人类诞生的时候，你为了赐予世人接近诸神的容貌，创造了这个假面。,2,100217,它破碎了百年，最后还是在你手里复原，或许你早已忘记一切，但我依旧铭记着。,2,100217,我的主人，卡俄斯，你，仁爱的怜悯之心……,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100278,自动完成改接受,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100279,你可以先前往皇家陵墓，我为你开辟前路。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100280,为了寻回面具与阻止她，我们得解决这件事，城里的菲恩是斯琳娜皇室的唯一后裔，希望她能解答疑惑。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100281,我们一起来拨开这场战争背后的迷雾吧。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100283,而且，与我所预料的恰恰相反，曾经正义仁慈的英雄王，它现在失去理智，狂暴而强大。,2,100217,它吸收了暗黑圣杯的力量，只回忆起生前的嗜杀本能，这非常棘手，也许在烽火战场会有一点儿线索。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100284,嗯？你在烽火战场得到一张古希腊文的旧羊皮纸？,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100286,唔，让我看看……原来英雄王真正的身份是赫拉克勒斯，记得吗？那个力大无穷的半神英雄。,2,100217,他死后灵魂在天界封神，但肉体埋葬在遗迹中，恐怕圣杯利用尸身残留的记忆控制着它。,2,100217,在他曾经战斗过的诀别之谷，试试再寻找一点线索。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100287,嗯，我还记得这把弓上的月亮印记，是阿尔忒弥斯赠送给他的弓。,2,100217,这把弓为了射杀万魔殿的怪物创造出来，它荡平了噩梦森林的暗黑力量……现在隔了百年，可难说了。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100289,趁它没有统领死亡军队入侵佩达斯之前，必须找到遗失的月女神之箭，反过来杀死它。,2,100217,月女神之箭在毒气沼泽的战役中遗失，碰运气的时候到了。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100290,好了，赫拉克勒斯应该感谢我们，为他收拾了这个烂摊子。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100292,带着弓与箭，穿过荆棘水野就可以到英雄王遗迹了。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100293,一切就绪，到绝不留情的时刻了。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100294,我会守护这里直到最后。,2,100223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100295,在城里最好规矩一点。,2,100223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100296,我会守护这里直到最后。,2,100224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100297,在城里最好规矩一点。,2,100224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100298,我会守护这里直到最后。,2,100225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100299,在城里最好规矩一点。,2,100225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#进行新ID编制,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102001,假面的力量形成了维护这片沙漠的支柱，如果想取走后不让沙漠崩毁，必须将这个宝珠放置在城外荒漠。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102002,希望赫拉克勒斯不会怪我们把他的尸体砸了个稀巴烂。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100300,加插莱斯博斯对话,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100301,只有你踏足过米诺陶诺斯的迷宫，就会明白谁也无法从那儿逃脱出来。,2,100301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100302,美杜莎蛇妖骤然降临在我们镇子里，它的石化之眼击退了米诺斯，也将镇子里的人诅咒成石像。,2,100301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100303,我从未见过双亲，也不知道我的故乡在哪个地方，一切总像虚幻的梦境。,2,100306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100304,我希望知道外世界的精彩故事，旅行者，你能满足我吗？,2,100306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100305,那只该死的公牛对我穷追不舍，天……我当初为什么会骑在它身上。,2,100307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100306,我希望我亲爱的儿子在远方能过得很好，我年轻时犯下的错误，已难以弥补。,2,100308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100307,我绝不容许一个外来的杂种染指雅典王的位置。,2,100308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100308,神谕让我从雅典来到这儿，告知我将在这里得到想要的后裔。,2,100309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100309,这城镇的厄运让我回忆起史书所记载的暗黑末世。,2,100309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100310,小姐长年承受常人无法理解的痛苦，这个杂种的到来，无疑是要往小姐身上划上几刀。,2,100310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100311,总觉得冥冥之中有神灵的旨意，让我收养下那个孩子。,2,100311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100312,所有的星火都灭了，仿似又回到多年前的那一个晚上，戴着面纱的女人，狠心地抛弃掉自己的孩子。,2,100311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100313,廉价的亲情和友情，怎么会敌得过高贵的珠宝与无上的荣华。,2,100312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100314,金钱可以收买世间的一切。,2,100312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100315,也许在你眼中我只是默默无名之辈，等战旗插满底比斯的那一日，全世界都要歌颂我的名字。,2,100313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100316,我会谨遵父亲的遗命杀死那个贪婪的女人，她不仅出卖并害死了父亲，还试图重演在我身上。,2,100313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100317,胜利与失败，荣耀与耻辱，在遥远的未来，都只是史书的一页，我见证着它，流传着它。,2,100314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100318,他身披黄金战甲，高举雕刻着百首巨龙的盾牌，天火纷纷在他身边坠落，为了底比斯，战士们一往无前……,2,100315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100319,诸神与英雄创造了历史，我书写了历史。,2,100315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100320,梦想还没结束，仇恨的火焰一天没熄灭，仍可化为燎原大火，烧毁底比斯！,2,100316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100321,一旦复仇的诅咒被结下，除非受诅咒之人死去，否则将无终结。,2,100317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100322,阿芙洛狄忒的诅咒之物真让人头痛呢。,2,100317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100323,谎言总是美丽的。,2,100318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100324,背叛总是残酷的。,2,100319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100325,我喜欢凡人的世界，这儿有和煦的海风与暖融的阳光，还有真挚的感情。,2,100320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100326,到荒芜古路比试一场，证明你的实力，怎样？我可没有和掉脑袋的同伴合作的经验。,2,100216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100327,在黑暗地宫里，有一本泰坦时代遗留的盖亚秘典，它说不定可以为我解读提供头绪。,2,100209,秘典似乎在那些蠢货亡灵身上，赶快去帮我拿来吧。,2,100209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100328,它的古老力量在我指间流动，让我们来见证世界诞生的奥秘，哈哈哈哈哈！,2,100209,这……我还是看不懂里面到底记载了什么。,2,100209,你到底行不行啊？,3,,男人不能说不行……好吧，以我的能力的确无法解读出来。,2,100209,会解读的人不多，曾经的竞技场之王死灵法师伽万特是我最后知道通晓它的人。,2,100209,对了，你知道如何进入竞技场吗？,2,100209,,,,,,,,,,,,,,,,,,,
100329,我并不喜欢战争，阿伽门农往日的贤明与希腊人的胜利，促使我屹立在战场上。,2,100216,很可惜，他的改变让我颤栗，他变得贪婪狂妄，我的女奴正被他强掠在手里，他必须为此付出代价。,2,100216,你不觉的这一切都很诡异？,3,,你敏锐的警觉让我惊讶，我正需要一个强大合作人，揭开几日来让我疑惑的面纱。,2,100216,,,,,,,,,,,,,,,,,,,,,,,,,
#100330,第三章剧情对话,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100331,竟然这样，血腥可怕的计划潜入了特洛伊战争当中，所有人都只是复活暗黑圣杯的一颗棋子。,2,100217,信里到底记载了什么。,3,,阿伽门农得到了圣杯碎片，暗黑的力量令他成为了希腊之王。,2,100217,阿伽门农遵从圣杯的意志，杀死了真正的海伦，并由圣杯碎片伪装成另一位海伦，成功诱惑帕里斯带入特洛伊，挑起希腊人的仇恨。,2,100217,环环相扣的阴谋背后，阿伽门农得以号召希腊人对特洛伊发起战争，战争……是聚集鲜血，祭祀圣杯的最好办法。,2,100217,,,,,,,,,,,,,,,,,,,,,,
100332,可怕的计划……你无法动用神的力量终结它吗？,3,,圣杯的力量源自人类的本身欲望，并非诸神可以消灭，复杂的欲望与情感组成了真正的人类。,2,100217,凡是有争斗的地方，难免产生不同的势力，我们称为联盟，它不仅是组织，还是许多人毕竟追求的归宿。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100333,邪恶等原罪可以被压制，但永远无法消除……暗黑圣杯由曾经身为混沌之神的你所创造，它只受你掌控与压制。,2,100217,那么……就只能让你来终结它。,2,100217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100334,我等你已久。,2,100216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100335,该死，我们都被利用了。,2,100216,阿伽门农在沉星遗迹里，我有不祥的预感。,2,100216,沉星遗迹浓雾笼罩，暗影游侠西林曾进入那里，你可以找她。,2,100216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100337,沉星遗迹的魔物带走了我同伴的生命，包括我的双眼，劝你远离那里。,2,100214,我有必须完成的任务。,3,,这样吗？我的斗篷遗失在绝迹大漠，拿它回来，我教你飞越浓雾。,2,100214,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100338,向你开的小小玩笑，你竟然真的将它带回来了。,2,100214,更让我惊讶的是，你不知道什么是无双技？这不可能吧……这是强者的巅峰绝技。,2,100214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100339,你的强大为我带来复仇的希望。,2,100214,恳求你杀掉黑巫使徒，它曾是我多年活下来唯一要报复的目标。,2,100214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100340,你的帮助我永远铭记心里，愿意随时为你效劳。,2,100214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100342,很抱歉，通往荒原的道路错综复杂，失明的我无法为你带路。,2,100214,奥德修斯手里有完成的地图，谨慎，他的足智多谋在希腊广为人知。,2,100214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100343,战争中的智谋，往往是决定胜利的关键。,2,100213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100344,嘿，你的来意我清楚了，荒原的地图的确在我手里。,2,100213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100346,你应该明白它价值不菲，自然得拿出令我动心的代价。,2,100213,直接说你要什么吧。,3,,我喜欢与爽快的聪明人交易，流落在遗忘绿洲的星辰刻文，希望你能为我找到它的下落。,2,100213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100347,很好，看来我比阿伽门农要快一步。,2,100213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100349,古老的文献中，它是神祗遗留在人间的卷轴，蕴藏着不可思议的魔力。,2,100213,得到它，胜利的天秤将向希腊人倾斜，我不想被掩埋在黄沙下。,2,100213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100350,我看看……一切起源于混沌，一切终结于混沌……,2,100213, 这是最古老的创世主手札，比宙斯更至高无上的原始混沌之神卡俄斯，才有资格启动这份卷轴。,2,100213,地图依约定给你了，不别继续纠缠我好吗？什么？你对这个手札有兴趣？唔……,2,100213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100351,我欠了阿革诺尔一份人情，他是个可怜的国王，诸神随意控制他女儿的命运，现正不知所踪。,2,100213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100352,我痛恨神灵，它们为了自己的欲望而胁迫和诱惑人类，给我和可怜的女儿带来了离别的伤痛。,2,100219,神灵夺走了你的女儿？,3,,是的，我原本是腓尼基的国王，因为女儿的美丽与聪慧引起了宙斯的垂涎，宙斯变身金牛追赶着她。,2,100219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100353,几年来她为了躲避宙斯和众神而下落不明，也试图挣脱离命运的枷锁，寻找追求幸福自由的权利。,2,100219,听说莱斯博斯岛上有她的行踪，我年纪大了，无法随意跋涉在那么多城市之间，为我走一趟好吗？,2,100219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100354,听说莱斯博斯岛上有她的行踪，我年纪大了，无法随意跋涉在那么多城市之间，为我走一趟好吗？,2,100219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100355,噢！你说什么！你是父王派来的使者？！那真是太好了！,2,100307,我很想念他，请他原谅我当初没有听从忠告，现在好色的宙斯在疯狂地搜索我，我无法暴露自己与父王见面。,2,100307,我可以让宙斯放弃对你的追求。,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100356,不要开玩笑，众神之主不是凡人可以抵抗的，除了委曲求生还有什么办法呢。,2,100307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100357,而且，复仇女神就隐藏在这座城的某个角落，恐怕我无法逃脱了，你给父王带话，我永远思念着他。,2,100307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100358,天气真好，微凉的海风吹过来，日子过得安宁幸福呢，客人不来一杯吗？咦，不对，你是……,2,100317,提希丰，你伪装在这儿多久了？沦落成宙斯的走狗了吗？,3,,卡……卡俄斯！,2,100317,回答我。,3,,请相信我是永远忠于你的神祗，卡俄斯大人。我来到这儿是为了杀掉弑母的罪人。,2,100317,,,,,,,,,,,,,,,,,,,,,,
100359,宙斯在那儿？,3,,他在亚特兰蒂斯，与暗黑圣杯的交战中重伤，暗黑力量复苏无可阻挡，那儿是唯一的净土。,2,100317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100360,卡俄斯大人，原谅我的冒犯，你是暗黑圣杯的创造者，唯有你能挽救即将来临的灾难。,2,100317,我明白了，将特洛伊的事结束后将会来找你，提希丰。,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100361,感谢你，这是漂泊几年来第一次让我激动心弦的好消息。,2,100219,虽然我痛恨诸神，停止了祈祷多年，但我祝你一路平安，异乡人。,2,100219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100362,老朋友，你为奥德修斯还掉了欠我的人情，哈哈。这是他让我转交给你的卷轴。,2,100219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100363,你将特洛伊的战争平息后到腓尼基，我会好好招待你，现在阿喀琉斯等着你呢。,2,100219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100364,看来我的选择是对的，你轻易就将地图搞来了。,2,100216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100365,你总为我带来奇迹，朋友。,2,100216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100367,我将前往寂静荒原，希望你按捺住希腊人进攻的冲动。,3,,不负你的期望，荒原里有太多凶险，我会全力帮助你。,2,100216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100368,你在寂静荒原看到了帕特洛克罗斯？,2,100216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100370,他曾经是我最好的战友，赫克托耳杀了他，我曾发誓为他报仇。,2,100216,现在看来，赫克托耳同样被利用而已，我要报仇的，是隐藏幕后的暗黑势力。,2,100216,帕特洛克罗斯的尸骨恐怕被阿伽门农所复苏，成为他的傀儡，智者大人会告诉你让我兄弟灵魂得以安息的办法。,2,100216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100371,混沌之神的转生者，你来了。,2,100215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100372,你知道我的身份？,3,,许多年前，命运女神就降下神谕给我，告知我们今日将会相遇。,2,100215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100373,那你应该知道我的来意。,3,,邪恶巫师得到了精灵竖琴，意味着它可以控制精灵大军，在战争爆发前将它拿回吧。,2,100215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100374,我们都是受你眷顾的子民，卡俄斯大人。,2,100215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100376,在死亡大漠的尽头，连通向沉星遗迹。,2,100215,那里曾经是星夜女神阿斯特瑞亚的封印之地，星辰陨落的地方。,2,100215,星夜女神？,3,,没错，在暗黑末世中，她曾经聚集星辰的光辉，照亮黎明前的黑夜，人类才得以生存。,2,100215,虚弱的她陷入沉睡，一直等待苏醒的契机。,2,100215,阿伽门农正在星沉遗迹，希望得到女神的力量统治希腊，可没那么简单。,2,100215,我应该怎样做？,3,,我与你一起前往地下通道，为你开启星辰遗迹的大门。,2,100215,,,,,,,,,,,,,
100377,现在的时间我们可以再喝一杯鸡尾酒。,2,100215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#100378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100379,阻止阿伽门农的的希望在你身上，比起荣誉与胜利，更为重要的是数万人的生命。,2,100215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
