id,formulas,equip,feedback,res_type,res_value,m_count,m1,m_value1,m2,m_value2,m3,m_value3,m4,m_value4,
1604100012,,1104100013,,1,1200000,2,1400200003,10,1400400405,25,,,,,
1605100012,,1105100013,,1,1200000,2,1400200003,10,1400400505,25,,,,,
1606100012,,1106100013,,1,1200000,2,1400200003,10,1400400605,25,,,,,
1601200012,,1101200013,,1,1200000,2,1400300003,10,1400400105,25,,,,,
1602200012,,1102200013,,1,1200000,2,1400300003,10,1400400205,25,,,,,
1603200012,,1103200013,,1,1200000,2,1400300003,10,1400400305,25,,,,,
1604200012,,1104200013,,1,1200000,2,1400200003,10,1400400405,25,,,,,
1605200012,,1105200013,,1,1200000,2,1400200003,10,1400400505,25,,,,,
1606200012,,1106200013,,1,1200000,2,1400200003,10,1400400605,25,,,,,
1601400012,,1101400013,,1,1200000,2,1400300003,10,1400400105,25,,,,,
1602400012,,1102400013,,1,1200000,2,1400300003,10,1400400205,25,,,,,
1603400012,,1103400013,,1,1200000,2,1400300003,10,1400400305,25,,,,,
1604400012,,1104400013,,1,1200000,2,1400200003,10,1400400405,25,,,,,
1605400012,,1105400013,,1,1200000,2,1400200003,10,1400400505,25,,,,,
1606400012,,1106400013,,1,1200000,2,1400200003,10,1400400605,25,,,,,
1601100013,,1101100016,,1,1600000,2,1400300003,25,1400400106,30,,,,,
1602100013,,1102100016,,1,1600000,2,1400300003,25,1400400206,30,,,,,
1603100013,,1103100016,,1,1600000,2,1400300003,25,1400400306,30,,,,,
1604100013,,1104100016,,1,1600000,2,1400200003,25,1400400406,30,,,,,
1605100013,,1105100016,,1,1600000,2,1400200003,25,1400400506,30,,,,,
1606100013,,1106100016,,1,1600000,2,1400200003,25,1400400606,30,,,,,
1601200013,,1101200016,,1,1600000,2,1400300003,25,1400400106,30,,,,,
1602200013,,1102200016,,1,1600000,2,1400300003,25,1400400206,30,,,,,
1603200013,,1103200016,,1,1600000,2,1400300003,25,1400400306,30,,,,,
1604200013,,1104200016,,1,1600000,2,1400200003,25,1400400406,30,,,,,
1605200013,,1105200016,,1,1600000,2,1400200003,25,1400400506,30,,,,,
1606200013,,1106200016,,1,1600000,2,1400200003,25,1400400606,30,,,,,
1601400013,,1101400016,,1,1600000,2,1400300003,25,1400400106,30,,,,,
1602400013,,1102400016,,1,1600000,2,1400300003,25,1400400206,30,,,,,
1603400013,,1103400016,,1,1600000,2,1400300003,25,1400400306,30,,,,,
1604400013,,1104400016,,1,1600000,2,1400200003,25,1400400406,30,,,,,
1605400013,,1105400016,,1,1600000,2,1400200003,25,1400400506,30,,,,,
1606400013,,1106400016,,1,1600000,2,1400200003,25,1400400606,30,,,,,
1601100501,,1101100004,"{""id"":1401100001,""num"":1}",1,15000,2,1400300001,20,1400400102,10,,,,,
1602100501,,1102100004,"{""id"":1401100001,""num"":1}",1,15000,2,1400300001,20,1400400202,10,,,,,
1603100501,,1103100004,"{""id"":1401100001,""num"":1}",1,15000,2,1400300001,20,1400400302,10,,,,,
1604100501,,1104100004,"{""id"":1401200001,""num"":1}",1,15000,2,1400200001,20,1400400402,10,,,,,
1605100501,,1105100004,"{""id"":1401200001,""num"":1}",1,15000,2,1400200001,20,1400400502,10,,,,,
1606100501,,1106100004,"{""id"":1401200001,""num"":1}",1,15000,2,1400200001,20,1400400602,10,,,,,
1601200501,,1101200004,"{""id"":1401100001,""num"":1}",1,15000,2,1400300001,20,1400400102,10,,,,,
1602200501,,1102200004,"{""id"":1401100001,""num"":1}",1,15000,2,1400300001,20,1400400202,10,,,,,
1603200501,,1103200004,"{""id"":1401100001,""num"":1}",1,15000,2,1400300001,20,1400400302,10,,,,,
1604200501,,1104200004,"{""id"":1401200001,""num"":1}",1,15000,2,1400200001,20,1400400402,10,,,,,
1605200501,,1105200004,"{""id"":1401200001,""num"":1}",1,15000,2,1400200001,20,1400400502,10,,,,,
1606200501,,1106200004,"{""id"":1401200001,""num"":1}",1,15000,2,1400200001,20,1400400602,10,,,,,
1601400501,,1101400004,"{""id"":1401100001,""num"":1}",1,15000,2,1400300001,20,1400400102,10,,,,,
1602400501,,1102400004,"{""id"":1401100001,""num"":1}",1,15000,2,1400300001,20,1400400202,10,,,,,
1603400501,,1103400004,"{""id"":1401100001,""num"":1}",1,15000,2,1400300001,20,1400400302,10,,,,,
1604400501,,1104400004,"{""id"":1401200001,""num"":1}",1,15000,2,1400200001,20,1400400402,10,,,,,
1605400501,,1105400004,"{""id"":1401200001,""num"":1}",1,15000,2,1400200001,20,1400400502,10,,,,,
1606400501,,1106400004,"{""id"":1401200001,""num"":1}",1,15000,2,1400200001,20,1400400602,10,,,,,
1601100503,,1101100006,"{""id"":1401100001,""num"":6}",1,80000,2,1400300002,10,1400400103,15,,,,,
1602100503,,1102100006,"{""id"":1401100001,""num"":6}",1,80000,2,1400300002,10,1400400203,15,,,,,
1603100503,,1103100006,"{""id"":1401100001,""num"":6}",1,80000,2,1400300002,10,1400400303,15,,,,,
1604100503,,1104100006,"{""id"":1401200001,""num"":6}",1,80000,2,1400200002,10,1400400403,15,,,,,
1605100503,,1105100006,"{""id"":1401200001,""num"":6}",1,80000,2,1400200002,10,1400400503,15,,,,,
1606100503,,1106100006,"{""id"":1401200001,""num"":6}",1,80000,2,1400200002,10,1400400603,15,,,,,
1601200503,,1101200006,"{""id"":1401100001,""num"":6}",1,80000,2,1400300002,10,1400400103,15,,,,,
1602200503,,1102200006,"{""id"":1401100001,""num"":6}",1,80000,2,1400300002,10,1400400203,15,,,,,
1603200503,,1103200006,"{""id"":1401100001,""num"":6}",1,80000,2,1400300002,10,1400400303,15,,,,,
1604200503,,1104200006,"{""id"":1401200001,""num"":6}",1,80000,2,1400200002,10,1400400403,15,,,,,
1605200503,,1105200006,"{""id"":1401200001,""num"":6}",1,80000,2,1400200002,10,1400400503,15,,,,,
1606200503,,1106200006,"{""id"":1401200001,""num"":6}",1,80000,2,1400200002,10,1400400603,15,,,,,
1601400503,,1101400006,"{""id"":1401100001,""num"":6}",1,80000,2,1400300002,10,1400400103,15,,,,,
1602400503,,1102400006,"{""id"":1401100001,""num"":6}",1,80000,2,1400300002,10,1400400203,15,,,,,
1603400503,,1103400006,"{""id"":1401100001,""num"":6}",1,80000,2,1400300002,10,1400400303,15,,,,,
1604400503,,1104400006,"{""id"":1401200001,""num"":6}",1,80000,2,1400200002,10,1400400403,15,,,,,
1605400503,,1105400006,"{""id"":1401200001,""num"":6}",1,80000,2,1400200002,10,1400400503,15,,,,,
1606400503,,1106400006,"{""id"":1401200001,""num"":6}",1,80000,2,1400200002,10,1400400603,15,,,,,
1601100504,,1101100007,"{""id"":1401100002,""num"":7}",1,200000,2,1400300002,20,1400400104,20,,,,,
1602100504,,1102100007,"{""id"":1401100002,""num"":7}",1,200000,2,1400300002,20,1400400204,20,,,,,
1603100504,,1103100007,"{""id"":1401100002,""num"":7}",1,200000,2,1400300002,20,1400400304,20,,,,,
1604100504,,1104100007,"{""id"":1401200002,""num"":7}",1,200000,2,1400200002,20,1400400404,20,,,,,
1605100504,,1105100007,"{""id"":1401200002,""num"":7}",1,200000,2,1400200002,20,1400400504,20,,,,,
1606100504,,1106100007,"{""id"":1401200002,""num"":7}",1,200000,2,1400200002,20,1400400604,20,,,,,
1601200504,,1101200007,"{""id"":1401100002,""num"":7}",1,200000,2,1400300002,20,1400400104,20,,,,,
1602200504,,1102200007,"{""id"":1401100002,""num"":7}",1,200000,2,1400300002,20,1400400204,20,,,,,
1603200504,,1103200007,"{""id"":1401100002,""num"":7}",1,200000,2,1400300002,20,1400400304,20,,,,,
1604200504,,1104200007,"{""id"":1401200002,""num"":7}",1,200000,2,1400200002,20,1400400404,20,,,,,
1605200504,,1105200007,"{""id"":1401200002,""num"":7}",1,200000,2,1400200002,20,1400400504,20,,,,,
1606200504,,1106200007,"{""id"":1401200002,""num"":7}",1,200000,2,1400200002,20,1400400604,20,,,,,
1601400504,,1101400007,"{""id"":1401100002,""num"":7}",1,200000,2,1400300002,20,1400400104,20,,,,,
1602400504,,1102400007,"{""id"":1401100002,""num"":7}",1,200000,2,1400300002,20,1400400204,20,,,,,
1603400504,,1103400007,"{""id"":1401100002,""num"":7}",1,200000,2,1400300002,20,1400400304,20,,,,,
1604400504,,1104400007,"{""id"":1401200002,""num"":7}",1,200000,2,1400200002,20,1400400404,20,,,,,
1605400504,,1105400007,"{""id"":1401200002,""num"":7}",1,200000,2,1400200002,20,1400400504,20,,,,,
1606400504,,1106400007,"{""id"":1401200002,""num"":7}",1,200000,2,1400200002,20,1400400604,20,,,,,
1601100505,,1101100008,"{""id"":1401100002,""num"":16}",1,400000,2,1400300003,10,1400400105,25,,,,,
1602100505,,1102100008,"{""id"":1401100002,""num"":16}",1,400000,2,1400300003,10,1400400205,25,,,,,
1603100505,,1103100008,"{""id"":1401100002,""num"":16}",1,400000,2,1400300003,10,1400400305,25,,,,,
1604100505,,1104100008,"{""id"":1401200002,""num"":16}",1,400000,2,1400200003,10,1400400405,25,,,,,
1605100505,,1105100008,"{""id"":1401200002,""num"":16}",1,400000,2,1400200003,10,1400400505,25,,,,,
1606100505,,1106100008,"{""id"":1401200002,""num"":16}",1,400000,2,1400200003,10,1400400605,25,,,,,
1601200505,,1101200008,"{""id"":1401100002,""num"":16}",1,400000,2,1400300003,10,1400400105,25,,,,,
1602200505,,1102200008,"{""id"":1401100002,""num"":16}",1,400000,2,1400300003,10,1400400205,25,,,,,
1603200505,,1103200008,"{""id"":1401100002,""num"":16}",1,400000,2,1400300003,10,1400400305,25,,,,,
1604200505,,1104200008,"{""id"":1401200002,""num"":16}",1,400000,2,1400200003,10,1400400405,25,,,,,
1605200505,,1105200008,"{""id"":1401200002,""num"":16}",1,400000,2,1400200003,10,1400400505,25,,,,,
1606200505,,1106200008,"{""id"":1401200002,""num"":16}",1,400000,2,1400200003,10,1400400605,25,,,,,
1601400505,,1101400008,"{""id"":1401100002,""num"":16}",1,400000,2,1400300003,10,1400400105,25,,,,,
1602400505,,1102400008,"{""id"":1401100002,""num"":16}",1,400000,2,1400300003,10,1400400205,25,,,,,
1603400505,,1103400008,"{""id"":1401100002,""num"":16}",1,400000,2,1400300003,10,1400400305,25,,,,,
1604400505,,1104400008,"{""id"":1401200002,""num"":16}",1,400000,2,1400200003,10,1400400405,25,,,,,
1605400505,,1105400008,"{""id"":1401200002,""num"":16}",1,400000,2,1400200003,10,1400400505,25,,,,,
1606400505,,1106400008,"{""id"":1401200002,""num"":16}",1,400000,2,1400200003,10,1400400605,25,,,,,
1601100506,,1101100014,"{""id"":1401100003,""num"":8}",1,600000,2,1400300003,25,1400400106,30,,,,,
1602100506,,1102100014,"{""id"":1401100003,""num"":8}",1,600000,2,1400300003,25,1400400206,30,,,,,
1603100506,,1103100014,"{""id"":1401100003,""num"":8}",1,600000,2,1400300003,25,1400400306,30,,,,,
1604100506,,1104100014,"{""id"":1401200003,""num"":8}",1,600000,2,1400200003,25,1400400406,30,,,,,
1605100506,,1105100014,"{""id"":1401200003,""num"":8}",1,600000,2,1400200003,25,1400400506,30,,,,,
1606100506,,1106100014,"{""id"":1401200003,""num"":8}",1,600000,2,1400200003,25,1400400606,30,,,,,
1601200506,,1101200014,"{""id"":1401100003,""num"":8}",1,600000,2,1400300003,25,1400400106,30,,,,,
1602200506,,1102200014,"{""id"":1401100003,""num"":8}",1,600000,2,1400300003,25,1400400206,30,,,,,
1603200506,,1103200014,"{""id"":1401100003,""num"":8}",1,600000,2,1400300003,25,1400400306,30,,,,,
1604200506,,1104200014,"{""id"":1401200003,""num"":8}",1,600000,2,1400200003,25,1400400406,30,,,,,
1605200506,,1105200014,"{""id"":1401200003,""num"":8}",1,600000,2,1400200003,25,1400400506,30,,,,,
1606200506,,1106200014,"{""id"":1401200003,""num"":8}",1,600000,2,1400200003,25,1400400606,30,,,,,
1601400506,,1101400014,"{""id"":1401100003,""num"":8}",1,600000,2,1400300003,25,1400400106,30,,,,,
1602400506,,1102400014,"{""id"":1401100003,""num"":8}",1,600000,2,1400300003,25,1400400206,30,,,,,
1603400506,,1103400014,"{""id"":1401100003,""num"":8}",1,600000,2,1400300003,25,1400400306,30,,,,,
1604400506,,1104400014,"{""id"":1401200003,""num"":8}",1,600000,2,1400200003,25,1400400406,30,,,,,
1605400506,,1105400014,"{""id"":1401200003,""num"":8}",1,600000,2,1400200003,25,1400400506,30,,,,,
1606400506,,1106400014,"{""id"":1401200003,""num"":8}",1,600000,2,1400200003,25,1400400606,30,,,,,
1601100507,,1101100010,"{""id"":1401100002,""num"":7}",1,400000,2,1400300002,20,1400400104,20,,,,,
1602100507,,1102100010,"{""id"":1401100002,""num"":7}",1,400000,2,1400300002,20,1400400204,20,,,,,
1603100507,,1103100010,"{""id"":1401100002,""num"":7}",1,400000,2,1400300002,20,1400400304,20,,,,,
1604100507,,1104100010,"{""id"":1401200002,""num"":7}",1,400000,2,1400200002,20,1400400404,20,,,,,
1605100507,,1105100010,"{""id"":1401200002,""num"":7}",1,400000,2,1400200002,20,1400400504,20,,,,,
1606100507,,1106100010,"{""id"":1401200002,""num"":7}",1,400000,2,1400200002,20,1400400604,20,,,,,
1601200507,,1101200010,"{""id"":1401100002,""num"":7}",1,400000,2,1400300002,20,1400400104,20,,,,,
1602200507,,1102200010,"{""id"":1401100002,""num"":7}",1,400000,2,1400300002,20,1400400204,20,,,,,
1603200507,,1103200010,"{""id"":1401100002,""num"":7}",1,400000,2,1400300002,20,1400400304,20,,,,,
1604200507,,1104200010,"{""id"":1401200002,""num"":7}",1,400000,2,1400200002,20,1400400404,20,,,,,
1605200507,,1105200010,"{""id"":1401200002,""num"":7}",1,400000,2,1400200002,20,1400400504,20,,,,,
1606200507,,1106200010,"{""id"":1401200002,""num"":7}",1,400000,2,1400200002,20,1400400604,20,,,,,
1601400507,,1101400010,"{""id"":1401100002,""num"":7}",1,400000,2,1400300002,20,1400400104,20,,,,,
1602400507,,1102400010,"{""id"":1401100002,""num"":7}",1,400000,2,1400300002,20,1400400204,20,,,,,
1603400507,,1103400010,"{""id"":1401100002,""num"":7}",1,400000,2,1400300002,20,1400400304,20,,,,,
1604400507,,1104400010,"{""id"":1401200002,""num"":7}",1,400000,2,1400200002,20,1400400404,20,,,,,
1605400507,,1105400010,"{""id"":1401200002,""num"":7}",1,400000,2,1400200002,20,1400400504,20,,,,,
1606400507,,1106400010,"{""id"":1401200002,""num"":7}",1,400000,2,1400200002,20,1400400604,20,,,,,
1601100508,,1101100011,"{""id"":1401100002,""num"":16}",1,640000,2,1400300003,10,1400400105,25,,,,,
1602100508,,1102100011,"{""id"":1401100002,""num"":16}",1,640000,2,1400300003,10,1400400205,25,,,,,
1603100508,,1103100011,"{""id"":1401100002,""num"":16}",1,640000,2,1400300003,10,1400400305,25,,,,,
1604100508,,1104100011,"{""id"":1401200002,""num"":16}",1,640000,2,1400200003,10,1400400405,25,,,,,
1605100508,,1105100011,"{""id"":1401200002,""num"":16}",1,640000,2,1400200003,10,1400400505,25,,,,,
1606100508,,1106100011,"{""id"":1401200002,""num"":16}",1,640000,2,1400200003,10,1400400605,25,,,,,
1601200508,,1101200011,"{""id"":1401100002,""num"":16}",1,640000,2,1400300003,10,1400400105,25,,,,,
1602200508,,1102200011,"{""id"":1401100002,""num"":16}",1,640000,2,1400300003,10,1400400205,25,,,,,
1603200508,,1103200011,"{""id"":1401100002,""num"":16}",1,640000,2,1400300003,10,1400400305,25,,,,,
1604200508,,1104200011,"{""id"":1401200002,""num"":16}",1,640000,2,1400200003,10,1400400405,25,,,,,
1605200508,,1105200011,"{""id"":1401200002,""num"":16}",1,640000,2,1400200003,10,1400400505,25,,,,,
1606200508,,1106200011,"{""id"":1401200002,""num"":16}",1,640000,2,1400200003,10,1400400605,25,,,,,
1601400508,,1101400011,"{""id"":1401100002,""num"":16}",1,640000,2,1400300003,10,1400400105,25,,,,,
1602400508,,1102400011,"{""id"":1401100002,""num"":16}",1,640000,2,1400300003,10,1400400205,25,,,,,
1603400508,,1103400011,"{""id"":1401100002,""num"":16}",1,640000,2,1400300003,10,1400400305,25,,,,,
1604400508,,1104400011,"{""id"":1401200002,""num"":16}",1,640000,2,1400200003,10,1400400405,25,,,,,
1605400508,,1105400011,"{""id"":1401200002,""num"":16}",1,640000,2,1400200003,10,1400400505,25,,,,,
1606400508,,1106400011,"{""id"":1401200002,""num"":16}",1,640000,2,1400200003,10,1400400605,25,,,,,
1601100509,,1101100015,"{""id"":1401100003,""num"":8}",1,900000,2,1400300003,25,1400400106,30,,,,,
1602100509,,1102100015,"{""id"":1401100003,""num"":8}",1,900000,2,1400300003,25,1400400206,30,,,,,
1603100509,,1103100015,"{""id"":1401100003,""num"":8}",1,900000,2,1400300003,25,1400400306,30,,,,,
1604100509,,1104100015,"{""id"":1401200003,""num"":8}",1,900000,2,1400200003,25,1400400406,30,,,,,
1605100509,,1105100015,"{""id"":1401200003,""num"":8}",1,900000,2,1400200003,25,1400400506,30,,,,,
1606100509,,1106100015,"{""id"":1401200003,""num"":8}",1,900000,2,1400200003,25,1400400606,30,,,,,
1601200509,,1101200015,"{""id"":1401100003,""num"":8}",1,900000,2,1400300003,25,1400400106,30,,,,,
1602200509,,1102200015,"{""id"":1401100003,""num"":8}",1,900000,2,1400300003,25,1400400206,30,,,,,
1603200509,,1103200015,"{""id"":1401100003,""num"":8}",1,900000,2,1400300003,25,1400400306,30,,,,,
1604200509,,1104200015,"{""id"":1401200003,""num"":8}",1,900000,2,1400200003,25,1400400406,30,,,,,
1605200509,,1105200015,"{""id"":1401200003,""num"":8}",1,900000,2,1400200003,25,1400400506,30,,,,,
1606200509,,1106200015,"{""id"":1401200003,""num"":8}",1,900000,2,1400200003,25,1400400606,30,,,,,
1601400509,,1101400015,"{""id"":1401100003,""num"":8}",1,900000,2,1400300003,25,1400400106,30,,,,,
1602400509,,1102400015,"{""id"":1401100003,""num"":8}",1,900000,2,1400300003,25,1400400206,30,,,,,
1603400509,,1103400015,"{""id"":1401100003,""num"":8}",1,900000,2,1400300003,25,1400400306,30,,,,,
1604400509,,1104400015,"{""id"":1401200003,""num"":8}",1,900000,2,1400200003,25,1400400406,30,,,,,
1605400509,,1105400015,"{""id"":1401200003,""num"":8}",1,900000,2,1400200003,25,1400400506,30,,,,,
1606400509,,1106400015,"{""id"":1401200003,""num"":8}",1,900000,2,1400200003,25,1400400606,30,,,,,
1601100510,,1101100013,"{""id"":1401100002,""num"":16}",1,960000,2,1400300003,10,1400400105,25,,,,,
1602100510,,1102100013,"{""id"":1401100002,""num"":16}",1,960000,2,1400300003,10,1400400205,25,,,,,
1603100510,,1103100013,"{""id"":1401100002,""num"":16}",1,960000,2,1400300003,10,1400400305,25,,,,,
1604100510,,1104100013,"{""id"":1401200002,""num"":16}",1,960000,2,1400200003,10,1400400405,25,,,,,
1605100510,,1105100013,"{""id"":1401200002,""num"":16}",1,960000,2,1400200003,10,1400400505,25,,,,,
1606100510,,1106100013,"{""id"":1401200002,""num"":16}",1,960000,2,1400200003,10,1400400605,25,,,,,
1601200510,,1101200013,"{""id"":1401100002,""num"":16}",1,960000,2,1400300003,10,1400400105,25,,,,,
1602200510,,1102200013,"{""id"":1401100002,""num"":16}",1,960000,2,1400300003,10,1400400205,25,,,,,
1603200510,,1103200013,"{""id"":1401100002,""num"":16}",1,960000,2,1400300003,10,1400400305,25,,,,,
1604200510,,1104200013,"{""id"":1401200002,""num"":16}",1,960000,2,1400200003,10,1400400405,25,,,,,
1605200510,,1105200013,"{""id"":1401200002,""num"":16}",1,960000,2,1400200003,10,1400400505,25,,,,,
1606200510,,1106200013,"{""id"":1401200002,""num"":16}",1,960000,2,1400200003,10,1400400605,25,,,,,
1601400510,,1101400013,"{""id"":1401100002,""num"":16}",1,960000,2,1400300003,10,1400400105,25,,,,,
1602400510,,1102400013,"{""id"":1401100002,""num"":16}",1,960000,2,1400300003,10,1400400205,25,,,,,
1603400510,,1103400013,"{""id"":1401100002,""num"":16}",1,960000,2,1400300003,10,1400400305,25,,,,,
1604400510,,1104400013,"{""id"":1401200002,""num"":16}",1,960000,2,1400200003,10,1400400405,25,,,,,
1605400510,,1105400013,"{""id"":1401200002,""num"":16}",1,960000,2,1400200003,10,1400400505,25,,,,,
1606400510,,1106400013,"{""id"":1401200002,""num"":16}",1,960000,2,1400200003,10,1400400605,25,,,,,
1601100511,,1101100016,"{""id"":1401100003,""num"":8}",1,1150000,2,1400300003,25,1400400106,30,,,,,
1602100511,,1102100016,"{""id"":1401100003,""num"":8}",1,1150000,2,1400300003,25,1400400206,30,,,,,
1603100511,,1103100016,"{""id"":1401100003,""num"":8}",1,1150000,2,1400300003,25,1400400306,30,,,,,
1604100511,,1104100016,"{""id"":1401200003,""num"":8}",1,1150000,2,1400200003,25,1400400406,30,,,,,
1605100511,,1105100016,"{""id"":1401200003,""num"":8}",1,1150000,2,1400200003,25,1400400506,30,,,,,
1606100511,,1106100016,"{""id"":1401200003,""num"":8}",1,1150000,2,1400200003,25,1400400606,30,,,,,
1601200511,,1101200016,"{""id"":1401100003,""num"":8}",1,1150000,2,1400300003,25,1400400106,30,,,,,
1602200511,,1102200016,"{""id"":1401100003,""num"":8}",1,1150000,2,1400300003,25,1400400206,30,,,,,
1603200511,,1103200016,"{""id"":1401100003,""num"":8}",1,1150000,2,1400300003,25,1400400306,30,,,,,
1604200511,,1104200016,"{""id"":1401200003,""num"":8}",1,1150000,2,1400200003,25,1400400406,30,,,,,
1605200511,,1105200016,"{""id"":1401200003,""num"":8}",1,1150000,2,1400200003,25,1400400506,30,,,,,
1606200511,,1106200016,"{""id"":1401200003,""num"":8}",1,1150000,2,1400200003,25,1400400606,30,,,,,
1601400511,,1101400016,"{""id"":1401100003,""num"":8}",1,1150000,2,1400300003,25,1400400106,30,,,,,
1602400511,,1102400016,"{""id"":1401100003,""num"":8}",1,1150000,2,1400300003,25,1400400206,30,,,,,
1603400511,,1103400016,"{""id"":1401100003,""num"":8}",1,1150000,2,1400300003,25,1400400306,30,,,,,
1604400511,,1104400016,"{""id"":1401200003,""num"":8}",1,1150000,2,1400200003,25,1400400406,30,,,,,
1605400511,,1105400016,"{""id"":1401200003,""num"":8}",1,1150000,2,1400200003,25,1400400506,30,,,,,
1606400511,,1106400016,"{""id"":1401200003,""num"":8}",1,1150000,2,1400200003,25,1400400606,30,,,,,
1621000001,,1121000002,,1,250000,2,1403300001,20,1403100002,4,,,,,
1622000001,,1122000002,,1,250000,2,1403300001,20,1403100002,4,,,,,
1623000001,,1123000002,,1,250000,2,1403300002,20,1403100002,4,,,,,
1624000001,,1124000002,,1,250000,2,1403300002,20,1403100002,4,,,,,
1621000002,,1121000003,,1,375000,3,1403300001,30,1403100002,5,1403200002,2,,,
1622000002,,1122000003,,1,375000,3,1403300001,30,1403100002,5,1403200002,2,,,
1623000002,,1123000003,,1,375000,3,1403300002,30,1403100002,5,1403200002,2,,,
1624000002,,1124000003,,1,375000,3,1403300002,30,1403100002,5,1403200002,2,,,
1621000003,,1121000004,,1,500000,3,1403300001,40,1403100002,6,1403200002,3,,,
1622000003,,1122000004,,1,500000,3,1403300001,40,1403100002,6,1403200002,3,,,
1623000003,,1123000004,,1,500000,3,1403300002,40,1403100002,6,1403200002,3,,,
1624000003,,1124000004,,1,500000,3,1403300002,40,1403100002,6,1403200002,3,,,
1621000004,,1121000005,,1,625000,3,1403300001,50,1403100002,7,1403200002,4,,,
1622000004,,1122000005,,1,625000,3,1403300001,50,1403100002,7,1403200002,4,,,
1623000004,,1123000005,,1,625000,3,1403300002,50,1403100002,7,1403200002,4,,,
1624000004,,1124000005,,1,625000,3,1403300002,50,1403100002,7,1403200002,4,,,
1621000005,,1121000006,,1,875000,3,1403300001,70,1403100002,10,1403200002,5,,,
1622000005,,1122000006,,1,875000,3,1403300001,70,1403100002,10,1403200002,5,,,
1623000005,,1123000006,,1,875000,3,1403300002,70,1403100002,10,1403200002,5,,,
1624000005,,1124000006,,1,875000,3,1403300002,70,1403100002,10,1403200002,5,,,
1621000006,,1121000007,,1,1125000,3,1403300001,90,1403100002,13,1403200002,6,,,
1622000006,,1122000007,,1,1125000,3,1403300001,90,1403100002,13,1403200002,6,,,
1623000006,,1123000007,,1,1125000,3,1403300002,90,1403100002,13,1403200002,6,,,
1624000006,,1124000007,,1,1125000,3,1403300002,90,1403100002,13,1403200002,6,,,
1621000007,,1121000008,,1,1250000,3,1403300001,100,1403100002,16,1403200002,7,,,
1622000007,,1122000008,,1,1250000,3,1403300001,100,1403100002,16,1403200002,7,,,
1623000007,,1123000008,,1,1250000,3,1403300002,100,1403100002,16,1403200002,7,,,
1624000007,,1124000008,,1,1250000,3,1403300002,100,1403100002,16,1403200002,7,,,
1701100004,,1101100005,,1,50000,2,1400300001,30,1400500001,5,,,,,
1702100004,,1102100005,,1,50000,2,1400300001,30,1400500001,5,,,,,
1703100004,,1103100005,,1,50000,2,1400300001,30,1400500001,5,,,,,
1704100004,,1104100005,,1,50000,2,1400200001,30,1400500001,5,,,,,
1705100004,,1105100005,,1,50000,2,1400200001,30,1400500001,5,,,,,
1706100004,,1106100005,,1,50000,2,1400200001,30,1400500001,5,,,,,
1701200004,,1101200005,,1,50000,2,1400300001,30,1400500001,5,,,,,
1702200004,,1102200005,,1,50000,2,1400300001,30,1400500001,5,,,,,
1703200004,,1103200005,,1,50000,2,1400300001,30,1400500001,5,,,,,
1704200004,,1104200005,,1,50000,2,1400200001,30,1400500001,5,,,,,
1705200004,,1105200005,,1,50000,2,1400200001,30,1400500001,5,,,,,
1706200004,,1106200005,,1,50000,2,1400200001,30,1400500001,5,,,,,
1701400004,,1101400005,,1,50000,2,1400300001,30,1400500001,5,,,,,
1702400004,,1102400005,,1,50000,2,1400300001,30,1400500001,5,,,,,
1703400004,,1103400005,,1,50000,2,1400300001,30,1400500001,5,,,,,
1704400004,,1104400005,,1,50000,2,1400200001,30,1400500001,5,,,,,
1705400004,,1105400005,,1,50000,2,1400200001,30,1400500001,5,,,,,
1706400004,,1106400005,,1,50000,2,1400200001,30,1400500001,5,,,,,
1701100006,,1101100009,,1,250000,2,1400300002,30,1400500002,20,,,,,
1702100006,,1102100009,,1,250000,2,1400300002,30,1400500002,20,,,,,
1703100006,,1103100009,,1,250000,2,1400300002,30,1400500002,20,,,,,
1704100006,,1104100009,,1,250000,2,1400200002,30,1400500002,20,,,,,
1705100006,,1105100009,,1,250000,2,1400200002,30,1400500002,20,,,,,
1706100006,,1106100009,,1,250000,2,1400200002,30,1400500002,20,,,,,
1701200006,,1101200009,,1,250000,2,1400300002,30,1400500002,20,,,,,
1702200006,,1102200009,,1,250000,2,1400300002,30,1400500002,20,,,,,
1703200006,,1103200009,,1,250000,2,1400300002,30,1400500002,20,,,,,
1704200006,,1104200009,,1,250000,2,1400200002,30,1400500002,20,,,,,
1705200006,,1105200009,,1,250000,2,1400200002,30,1400500002,20,,,,,
1706200006,,1106200009,,1,250000,2,1400200002,30,1400500002,20,,,,,
1701400006,,1101400009,,1,250000,2,1400300002,30,1400500002,20,,,,,
1702400006,,1102400009,,1,250000,2,1400300002,30,1400500002,20,,,,,
1703400006,,1103400009,,1,250000,2,1400300002,30,1400500002,20,,,,,
1704400006,,1104400009,,1,250000,2,1400200002,30,1400500002,20,,,,,
1705400006,,1105400009,,1,250000,2,1400200002,30,1400500002,20,,,,,
1706400006,,1106400009,,1,250000,2,1400200002,30,1400500002,20,,,,,
1701100007,,1101100010,,1,500000,2,1400300002,30,1400500002,20,,,,,
1702100007,,1102100010,,1,500000,2,1400300002,30,1400500002,20,,,,,
1703100007,,1103100010,,1,500000,2,1400300002,30,1400500002,20,,,,,
1704100007,,1104100010,,1,500000,2,1400200002,30,1400500002,20,,,,,
