id,monster,reward_time,born_center,drop_id_com,pro_com,drop_id_elite,pro_elite,drop_id_boss,pro_boss,end
2008201,"[2008201,2008201,2008201,2008201,2008202,2008202]",0,"[{""x"":37.5,""z"":37.5,""r"":4},{""x"":41.5,""z"":42.5,""r"":4},{""x"":34.5,""z"":42.5,""r"":4}]",[2000010],3000,[2000140],10000,,,
2008202,"[2008201,2008201,2008201,2008201,2008202,2008202]",0,"[{""x"":13.5,""z"":48.5,""r"":4},{""x"":20.5,""z"":46.5,""r"":4},{""x"":27.5,""z"":52.5,""r"":4}]",[2000010],3000,[2000140],10000,,,
2008203,"[2008201,2008201,2008201,2008201,2008202,2008202]",0,"[{""x"":7.5,""z"":88.5,""r"":4},{""x"":14.5,""z"":86.5,""r"":4},{""x"":12.5,""z"":80.5,""r"":4}]",[2000010],3000,[2000140],10000,,,
2008204,"[2008201,2008201,2008201,2008201,2008202,2008202]",0,"[{""x"":12.5,""z"":71.5,""r"":4},{""x"":20.5,""z"":71.5,""r"":4},{""x"":13.5,""z"":78.5,""r"":4}]",[2000010],3000,[2000140],10000,,,
2008205,"[2008201,2008201,2008201,2008202,2008202,2008202,2008203]",0,"[{""x"":28.5,""z"":82.5,""r"":4},{""x"":32.5,""z"":89.5,""r"":4},{""x"":33.5,""z"":80.5,""r"":4}]",[2000010],3000,[2000140],10000,,,
2009001,"[2009001,2009001,2009001,2009001,2009002,2009002]",0,"[{""x"":87.5,""z"":23.5,""r"":4},{""x"":88.5,""z"":31.5,""r"":4},{""x"":80.5,""z"":30.5,""r"":4}]",[2000010],3000,"[2000020,2000021]",10000,,,
2009002,"[2009001,2009001,2009001,2009001,2009002,2009002]",0,"[{""x"":73.5,""z"":38.5,""r"":4},{""x"":80.5,""z"":41.5,""r"":4},{""x"":78.5,""z"":32.5,""r"":4}]",[2000010],3000,"[2000020,2000021]",10000,,,
2009003,"[2009001,2009001,2009001,2009001,2009002,2009002]",0,"[{""x"":37.5,""z"":55.5,""r"":4},{""x"":29.5,""z"":55.5,""r"":4},{""x"":31.5,""z"":49.5,""r"":4}]",[2000010],3000,"[2000020,2000021]",10000,,,
2009004,"[2009001,2009001,2009001,2009001,2009002,2009002]",0,"[{""x"":37.5,""z"":38.5,""r"":4},{""x"":40.5,""z"":42.5,""r"":4},{""x"":34.5,""z"":44.5,""r"":4}]",[2000010],3000,"[2000020,2000021]",10000,,,
2009005,"[2009001,2009001,2009001,2009001,2009002,2009002,2009003]",0,"[{""x"":11.5,""z"":49.5,""r"":4},{""x"":20.5,""z"":47.5,""r"":4},{""x"":23.5,""z"":50.5,""r"":4}]",[2000010],3000,"[2000020,2000021]",10000,,,
2009101,"[2009101,2009101,2009101,2009101,2009102,2009102]",0,"[{""x"":87.5,""z"":23.5,""r"":4},{""x"":88.5,""z"":31.5,""r"":4},{""x"":80.5,""z"":30.5,""r"":4}]",[2000010],3000,[2000080],10000,,,
2009102,"[2009101,2009101,2009101,2009101,2009102,2009102]",0,"[{""x"":73.5,""z"":38.5,""r"":4},{""x"":80.5,""z"":41.5,""r"":4},{""x"":78.5,""z"":32.5,""r"":4}]",[2000010],3000,[2000080],10000,,,
2009103,"[2009101,2009101,2009101,2009101,2009102,2009102]",0,"[{""x"":37.5,""z"":55.5,""r"":4},{""x"":29.5,""z"":55.5,""r"":4},{""x"":31.5,""z"":49.5,""r"":4}]",[2000010],3000,[2000080],10000,,,
2009104,"[2009101,2009101,2009101,2009101,2009102,2009102]",0,"[{""x"":37.5,""z"":38.5,""r"":4},{""x"":40.5,""z"":42.5,""r"":4},{""x"":34.5,""z"":44.5,""r"":4}]",[2000010],3000,[2000080],10000,,,
2009105,"[2009101,2009101,2009101,2009101,2009102,2009102,2009103]",0,"[{""x"":11.5,""z"":49.5,""r"":4},{""x"":20.5,""z"":47.5,""r"":4},{""x"":23.5,""z"":50.5,""r"":4}]",[2000010],3000,[2000080],10000,,,
2009201,"[2009201,2009201,2009201,2009201,2009202,2009202]",0,"[{""x"":87.5,""z"":23.5,""r"":4},{""x"":88.5,""z"":31.5,""r"":4},{""x"":80.5,""z"":30.5,""r"":4}]",[2000010],3000,[2000130],10000,,,
2009202,"[2009201,2009201,2009201,2009201,2009202,2009202]",0,"[{""x"":73.5,""z"":38.5,""r"":4},{""x"":80.5,""z"":41.5,""r"":4},{""x"":78.5,""z"":32.5,""r"":4}]",[2000010],3000,[2000130],10000,,,
2009203,"[2009201,2009201,2009201,2009201,2009202,2009202]",0,"[{""x"":37.5,""z"":55.5,""r"":4},{""x"":29.5,""z"":55.5,""r"":4},{""x"":31.5,""z"":49.5,""r"":4}]",[2000010],3000,[2000130],10000,,,
2009204,"[2009201,2009201,2009201,2009201,2009202,2009202]",0,"[{""x"":37.5,""z"":38.5,""r"":4},{""x"":40.5,""z"":42.5,""r"":4},{""x"":34.5,""z"":44.5,""r"":4}]",[2000010],3000,[2000130],10000,,,
2009205,"[2009201,2009201,2009201,2009201,2009202,2009202,2009203]",0,"[{""x"":11.5,""z"":49.5,""r"":4},{""x"":20.5,""z"":47.5,""r"":4},{""x"":23.5,""z"":50.5,""r"":4}]",[2000010],3000,[2000130],10000,,,
2010001,"[2010001,2010001,2010001,2010001,2010002,2010002]",0,"[{""x"":73.6,""z"":33.4,""r"":4},{""x"":77.3,""z"":43,""r"":4},{""x"":88,""z"":44,""r"":4}]",[2000010],3000,"[2000020,2000021]",10000,,,
2010002,"[2010001,2010001,2010001,2010001,2010002,2010002]",0,"[{""x"":73.6,""z"":33.4,""r"":4},{""x"":88.6,""z"":25.9,""r"":4},{""x"":88,""z"":44,""r"":4}]",[2000010],3000,"[2000020,2000021]",10000,,,
2010003,"[2010001,2010001,2010001,2010001,2010002,2010002]",0,"[{""x"":50.1,""z"":20.5,""r"":4},{""x"":47.9,""z"":11,""r"":4},{""x"":54.8,""z"":10.3,""r"":4}]",[2000010],3000,"[2000020,2000021]",10000,,,
2010004,"[2010001,2010001,2010001,2010001,2010002,2010002]",0,"[{""x"":50.1,""z"":20.5,""r"":4},{""x"":66.5,""z"":10.9,""r"":4},{""x"":54.8,""z"":10.3,""r"":4}]",[2000010],3000,"[2000020,2000021]",10000,,,
2010005,"[2010001,2010001,2010001,2010001,2010002,2010002,2010003]",0,"[{""x"":66.5,""z"":10.9,""r"":4},{""x"":50.1,""z"":20.5,""r"":4},{""x"":47.9,""z"":11,""r"":4},{""x"":54.8,""z"":10.3,""r"":4}]",[2000010],3000,"[2000020,2000021]",10000,,,
2010101,"[2010101,2010101,2010101,2010101,2010102,2010102]",0,"[{""x"":73.6,""z"":33.4,""r"":4},{""x"":77.3,""z"":43,""r"":4},{""x"":88,""z"":44,""r"":4}]",[2000010],3000,[2000100],10000,,,
2010102,"[2010101,2010101,2010101,2010101,2010102,2010102]",0,"[{""x"":73.6,""z"":33.4,""r"":4},{""x"":88.6,""z"":25.9,""r"":4},{""x"":88,""z"":44,""r"":4}]",[2000010],3000,[2000100],10000,,,
2010103,"[2010101,2010101,2010101,2010101,2010102,2010102]",0,"[{""x"":50.1,""z"":20.5,""r"":4},{""x"":47.9,""z"":11,""r"":4},{""x"":54.8,""z"":10.3,""r"":4}]",[2000010],3000,[2000100],10000,,,
2010104,"[2010101,2010101,2010101,2010101,2010102,2010102]",0,"[{""x"":50.1,""z"":20.5,""r"":4},{""x"":66.5,""z"":10.9,""r"":4},{""x"":54.8,""z"":10.3,""r"":4}]",[2000010],3000,[2000100],10000,,,
2010105,"[2010101,2010101,2010101,2010101,2010102,2010102,2010103]",0,"[{""x"":66.5,""z"":10.9,""r"":4},{""x"":50.1,""z"":20.5,""r"":4},{""x"":47.9,""z"":11,""r"":4},{""x"":54.8,""z"":10.3,""r"":4}]",[2000010],3000,[2000100],10000,,,
2010201,"[2010201,2010201,2010201,2010201,2010202,2010202]",0,"[{""x"":73.6,""z"":33.4,""r"":4},{""x"":77.3,""z"":43,""r"":4},{""x"":88,""z"":44,""r"":4}]",[2000010],3000,[2000120],10000,,,
2010202,"[2010201,2010201,2010201,2010201,2010202,2010202]",0,"[{""x"":73.6,""z"":33.4,""r"":4},{""x"":88.6,""z"":25.9,""r"":4},{""x"":88,""z"":44,""r"":4}]",[2000010],3000,[2000120],10000,,,
2010203,"[2010201,2010201,2010201,2010201,2010202,2010202]",0,"[{""x"":50.1,""z"":20.5,""r"":4},{""x"":47.9,""z"":11,""r"":4},{""x"":54.8,""z"":10.3,""r"":4}]",[2000010],3000,[2000120],10000,,,
2010204,"[2010201,2010201,2010201,2010201,2010202,2010202]",0,"[{""x"":50.1,""z"":20.5,""r"":4},{""x"":66.5,""z"":10.9,""r"":4},{""x"":54.8,""z"":10.3,""r"":4}]",[2000010],3000,[2000120],10000,,,
2010205,"[2010201,2010201,2010201,2010201,2010202,2010202,2010203]",0,"[{""x"":66.5,""z"":10.9,""r"":4},{""x"":50.1,""z"":20.5,""r"":4},{""x"":47.9,""z"":11,""r"":4},{""x"":54.8,""z"":10.3,""r"":4}]",[2000010],3000,[2000120],10000,,,
2011001,"[2011001,2011001,2011001,2011002,2011002,2011002]",0,"[{""x"":39.8,""z"":53.7,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[2000010],3000,"[2000020,2000021]",10000,,,
2011002,"[2011001,2011001,2011001,2011002,2011002,2011002]",0,"[{""x"":39.8,""z"":53.7,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[2000010],3000,"[2000020,2000021]",10000,,,
2011003,"[2011001,2011001,2011001,2011002,2011002,2011002]",0,"[{""x"":50.1,""z"":20.5,""r"":4},{""x"":47.9,""z"":11,""r"":4},{""x"":54.8,""z"":10.3,""r"":4}]",[2000010],3000,"[2000020,2000021]",10000,,,
2011004,"[2011001,2011001,2011001,2011002,2011002,2011002]",0,"[{""x"":50.1,""z"":20.5,""r"":4},{""x"":66.5,""z"":10.9,""r"":4},{""x"":54.8,""z"":10.3,""r"":4}]",[2000010],3000,"[2000020,2000021]",10000,,,
2011005,"[2011001,2011001,2011002,2011002,2011002,2011002,2011003]",0,"[{""x"":13,""z"":26,""r"":4},{""x"":11.8,""z"":17.9,""r"":4},{""x"":20.7,""z"":11.5,""r"":4},{""x"":28.3,""z"":5.3,""r"":4}]",[2000010],3000,"[2000020,2000021]",10000,,,
2011101,"[2011101,2011101,2011101,2011102,2011102,2011102]",0,"[{""x"":39.8,""z"":53.7,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[2000010],3000,[2000090],10000,,,
2011102,"[2011101,2011101,2011101,2011102,2011102,2011102]",0,"[{""x"":39.8,""z"":53.7,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[2000010],3000,[2000090],10000,,,
2011103,"[2011101,2011101,2011101,2011102,2011102,2011102]",0,"[{""x"":50.1,""z"":20.5,""r"":4},{""x"":47.9,""z"":11,""r"":4},{""x"":54.8,""z"":10.3,""r"":4}]",[2000010],3000,[2000090],10000,,,
2011104,"[2011101,2011101,2011101,2011102,2011102,2011102]",0,"[{""x"":50.1,""z"":20.5,""r"":4},{""x"":66.5,""z"":10.9,""r"":4},{""x"":54.8,""z"":10.3,""r"":4}]",[2000010],3000,[2000090],10000,,,
2011105,"[2011101,2011101,2011102,2011102,2011102,2011102,2011103]",0,"[{""x"":13,""z"":26,""r"":4},{""x"":11.8,""z"":17.9,""r"":4},{""x"":20.7,""z"":11.5,""r"":4},{""x"":28.3,""z"":5.3,""r"":4}]",[2000010],3000,[2000090],10000,,,
2011201,"[2011201,2011201,2011201,2011202,2011202,2011202]",0,"[{""x"":39.8,""z"":53.7,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[2000010],3000,[2000140],10000,,,
2011202,"[2011201,2011201,2011201,2011202,2011202,2011202]",0,"[{""x"":39.8,""z"":53.7,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[2000010],3000,[2000140],10000,,,
2011203,"[2011201,2011201,2011201,2011202,2011202,2011202]",0,"[{""x"":50.1,""z"":20.5,""r"":4},{""x"":47.9,""z"":11,""r"":4},{""x"":54.8,""z"":10.3,""r"":4}]",[2000010],3000,[2000140],10000,,,
2011204,"[2011201,2011201,2011201,2011202,2011202,2011202]",0,"[{""x"":50.1,""z"":20.5,""r"":4},{""x"":66.5,""z"":10.9,""r"":4},{""x"":54.8,""z"":10.3,""r"":4}]",[2000010],3000,[2000140],10000,,,
2011205,"[2011201,2011201,2011202,2011202,2011202,2011202,2011203]",0,"[{""x"":13,""z"":26,""r"":4},{""x"":11.8,""z"":17.9,""r"":4},{""x"":20.7,""z"":11.5,""r"":4},{""x"":28.3,""z"":5.3,""r"":4}]",[2000010],3000,[2000140],10000,,,
2012001,"[2012001,2012001,2012002,2012002,2012002,2012002]",0,"[{""x"":53.2,""z"":88,""r"":4},{""x"":62.1,""z"":80.7,""r"":4},{""x"":52,""z"":79,""r"":4},{""x"":55.5,""z"":58.3,""r"":4}]",[2000010],3000,,,"[2000020,2000021]",10000,
2012002,"[2012001,2012001,2012002,2012002,2012002,2012002]",0,"[{""x"":53.2,""z"":88,""r"":4},{""x"":62.1,""z"":80.7,""r"":4},{""x"":52,""z"":79,""r"":4},{""x"":55.5,""z"":58.3,""r"":4}]",[2000010],3000,,,"[2000020,2000021]",10000,
2012003,"[2012001,2012001,2012002,2012002,2012002,2012002]",0,"[{""x"":50,""z"":36.5,""r"":4},{""x"":44,""z"":29.5,""r"":4},{""x"":39.5,""z"":23,""r"":4}]",[2000010],3000,,,"[2000020,2000021]",10000,
2012004,"[2012001,2012001,2012002,2012002,2012002,2012002]",0,"[{""x"":39.2,""z"":19.5,""r"":4},{""x"":47.5,""z"":23.5,""r"":4},{""x"":43,""z"":41.8,""r"":4}]",[2000010],3000,,,"[2000020,2000021]",10000,
2012005,"[2012001,2012001,2012002,2012002,2012002,2012002,2012003]",0,"[{""x"":8.5,""z"":32.7,""r"":4},{""x"":17,""z"":26.9,""r"":4},{""x"":11.7,""z"":8.1,""r"":4},{""x"":10.9,""z"":16.4,""r"":4}]",[2000010],3000,,,"[2000020,2000021]",10000,
2012101,"[2012101,2012101,2012102,2012102,2012102,2012102]",0,"[{""x"":53.2,""z"":88,""r"":4},{""x"":62.1,""z"":80.7,""r"":4},{""x"":52,""z"":79,""r"":4},{""x"":55.5,""z"":58.3,""r"":4}]",[2000010],3000,,,[2000100],10000,
2012102,"[2012101,2012101,2012102,2012102,2012102,2012102]",0,"[{""x"":53.2,""z"":88,""r"":4},{""x"":62.1,""z"":80.7,""r"":4},{""x"":52,""z"":79,""r"":4},{""x"":55.5,""z"":58.3,""r"":4}]",[2000010],3000,,,[2000100],10000,
2012103,"[2012101,2012101,2012102,2012102,2012102,2012102]",0,"[{""x"":50,""z"":36.5,""r"":4},{""x"":44,""z"":29.5,""r"":4},{""x"":39.5,""z"":23,""r"":4}]",[2000010],3000,,,[2000100],10000,
2012104,"[2012101,2012101,2012102,2012102,2012102,2012102]",0,"[{""x"":39.2,""z"":19.5,""r"":4},{""x"":47.5,""z"":23.5,""r"":4},{""x"":43,""z"":41.8,""r"":4}]",[2000010],3000,,,[2000100],10000,
2012105,"[2012101,2012101,2012102,2012102,2012102,2012102,2012103]",0,"[{""x"":8.5,""z"":32.7,""r"":4},{""x"":17,""z"":26.9,""r"":4},{""x"":11.7,""z"":8.1,""r"":4},{""x"":10.9,""z"":16.4,""r"":4}]",[2000010],3000,,,[2000100],10000,
2012201,"[2012201,2012201,2012202,2012202,2012202,2012202]",0,"[{""x"":53.2,""z"":88,""r"":4},{""x"":62.1,""z"":80.7,""r"":4},{""x"":52,""z"":79,""r"":4},{""x"":55.5,""z"":58.3,""r"":4}]",[2000010],3000,,,[2000150],10000,
2012202,"[2012201,2012201,2012202,2012202,2012202,2012202]",0,"[{""x"":53.2,""z"":88,""r"":4},{""x"":62.1,""z"":80.7,""r"":4},{""x"":52,""z"":79,""r"":4},{""x"":55.5,""z"":58.3,""r"":4}]",[2000010],3000,,,[2000150],10000,
2012203,"[2012201,2012201,2012202,2012202,2012202,2012202]",0,"[{""x"":50,""z"":36.5,""r"":4},{""x"":44,""z"":29.5,""r"":4},{""x"":39.5,""z"":23,""r"":4}]",[2000010],3000,,,[2000150],10000,
2012204,"[2012201,2012201,2012202,2012202,2012202,2012202]",0,"[{""x"":39.2,""z"":19.5,""r"":4},{""x"":47.5,""z"":23.5,""r"":4},{""x"":43,""z"":41.8,""r"":4}]",[2000010],3000,,,[2000150],10000,
2012205,"[2012201,2012201,2012202,2012202,2012202,2012202,2012203]",0,"[{""x"":8.5,""z"":32.7,""r"":4},{""x"":17,""z"":26.9,""r"":4},{""x"":11.7,""z"":8.1,""r"":4},{""x"":10.9,""z"":16.4,""r"":4}]",[2000010],3000,,,[2000150],10000,
1009001,"[1009001,1009001,1009002,1009001,1009001,1009001]",0,"[{""x"":15.9,""z"":23.3,""r"":3},{""x"":22.2,""z"":12.7,""r"":3}]",[3000010],3000,[3000020],10000,,,
1009002,"[1009001,1009001,1009002,1009001,1009001,1009001]",0,"[{""x"":15.9,""z"":23.3,""r"":3},{""x"":22.2,""z"":12.7,""r"":3}]",[3000010],3000,[3000020],10000,,,
1009003,"[1009001,1009001,1009001,1009002,1009001,1009001]",0,"[{""x"":23.7,""z"":46,""r"":3},{""x"":16,""z"":55.6,""r"":3},{""x"":14.9,""z"":47,""r"":3}]",[3000010],3000,[3000020],10000,,,
1009004,"[1009001,1009001,1009001,1009002,1009001,1009001]",0,"[{""x"":23.7,""z"":46,""r"":3},{""x"":16,""z"":55.6,""r"":3},{""x"":14.9,""z"":47,""r"":3}]",[3000010],3000,[3000020],10000,,,
1009005,"[1009001,1009002,1009001,1009001,1009002,1009001,1009001,1009001,1009001,1009003]",0,"[{""x"":19,""z"":85,""r"":3},{""x"":8.8,""z"":82.1,""r"":3},{""x"":16.3,""z"":77,""r"":3}]",[3000010],3000,[3000020],10000,,,
1009101,"[1009101,1009101,1009102,1009101,1009101,1009101]",0,"[{""x"":15.9,""z"":23.3,""r"":3},{""x"":22.2,""z"":12.7,""r"":3}]",[3000010],3000,[3000030],10000,,,
1009102,"[1009101,1009101,1009102,1009101,1009101,1009101]",0,"[{""x"":15.9,""z"":23.3,""r"":3},{""x"":22.2,""z"":12.7,""r"":3}]",[3000010],3000,[3000030],10000,,,
1009103,"[1009101,1009101,1009101,1009102,1009101,1009101]",0,"[{""x"":23.7,""z"":46,""r"":3},{""x"":16,""z"":55.6,""r"":3},{""x"":14.9,""z"":47,""r"":3}]",[3000010],3000,[3000030],10000,,,
1009104,"[1009101,1009101,1009101,1009102,1009101,1009101]",0,"[{""x"":23.7,""z"":46,""r"":3},{""x"":16,""z"":55.6,""r"":3},{""x"":14.9,""z"":47,""r"":3}]",[3000010],3000,[3000030],10000,,,
1009105,"[1009101,1009102,1009101,1009101,1009102,1009101,1009101,1009101,1009101,1009103]",0,"[{""x"":19,""z"":85,""r"":3},{""x"":8.8,""z"":82.1,""r"":3},{""x"":16.3,""z"":77,""r"":3}]",[3000010],3000,[3000030],10000,,,
1009201,"[1009201,1009201,1009202,1009201,1009201,1009201]",0,"[{""x"":15.9,""z"":23.3,""r"":3},{""x"":22.2,""z"":12.7,""r"":3}]",[3000010],3000,[3000120],10000,,,
1009202,"[1009201,1009201,1009202,1009201,1009201,1009201]",0,"[{""x"":15.9,""z"":23.3,""r"":3},{""x"":22.2,""z"":12.7,""r"":3}]",[3000010],3000,[3000120],10000,,,
1009203,"[1009201,1009201,1009201,1009202,1009201,1009201]",0,"[{""x"":23.7,""z"":46,""r"":3},{""x"":16,""z"":55.6,""r"":3},{""x"":14.9,""z"":47,""r"":3}]",[3000010],3000,[3000120],10000,,,
1009204,"[1009201,1009201,1009201,1009202,1009201,1009201]",0,"[{""x"":23.7,""z"":46,""r"":3},{""x"":16,""z"":55.6,""r"":3},{""x"":14.9,""z"":47,""r"":3}]",[3000010],3000,[3000120],10000,,,
1009205,"[1009201,1009202,1009201,1009201,1009202,1009201,1009201,1009201,1009201,1009203]",0,"[{""x"":19,""z"":85,""r"":3},{""x"":8.8,""z"":82.1,""r"":3},{""x"":16.3,""z"":77,""r"":3}]",[3000010],3000,[3000120],10000,,,
1010001,"[1010001,1010001,1010001,1010001,1010002,1010002]",0,"[{""x"":73.6,""z"":33.4,""r"":4},{""x"":77.3,""z"":43,""r"":4},{""x"":88,""z"":44,""r"":4}]",[3000010],3000,[3000020],10000,,,
1010002,"[1010001,1010001,1010001,1010001,1010002,1010002]",0,"[{""x"":73.6,""z"":33.4,""r"":4},{""x"":88.6,""z"":25.9,""r"":4},{""x"":88,""z"":44,""r"":4}]",[3000010],3000,[3000020],10000,,,
1010003,"[1010001,1010001,1010001,1010001,1010002,1010002]",0,"[{""x"":39.8,""z"":53.7,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[3000010],3000,[3000020],10000,,,
1010004,"[1010001,1010001,1010001,1010001,1010002,1010002]",0,"[{""x"":19.8,""z"":48.9,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[3000010],3000,[3000020],10000,,,
1010005,"[1010001,1010001,1010001,1010002,1010002,1010003]",0,"[{""x"":19.8,""z"":48.9,""r"":4},{""x"":39.8,""z"":53.7,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[3000010],3000,[3000020],10000,,,
1010101,"[1010101,1010101,1010101,1010101,1010102,1010102]",0,"[{""x"":73.6,""z"":33.4,""r"":4},{""x"":77.3,""z"":43,""r"":4},{""x"":88,""z"":44,""r"":4}]",[3000010],3000,[3000040],10000,,,
1010102,"[1010101,1010101,1010101,1010101,1010102,1010102]",0,"[{""x"":73.6,""z"":33.4,""r"":4},{""x"":88.6,""z"":25.9,""r"":4},{""x"":88,""z"":44,""r"":4}]",[3000010],3000,[3000040],10000,,,
1010103,"[1010101,1010101,1010101,1010101,1010102,1010102]",0,"[{""x"":39.8,""z"":53.7,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[3000010],3000,[3000040],10000,,,
1010104,"[1010101,1010101,1010101,1010101,1010102,1010102]",0,"[{""x"":19.8,""z"":48.9,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[3000010],3000,[3000040],10000,,,
1010105,"[1010101,1010101,1010101,1010102,1010102,1010103]",0,"[{""x"":19.8,""z"":48.9,""r"":4},{""x"":39.8,""z"":53.7,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[3000010],3000,[3000040],10000,,,
1010201,"[1010201,1010201,1010201,1010201,1010202,1010202]",0,"[{""x"":73.6,""z"":33.4,""r"":4},{""x"":77.3,""z"":43,""r"":4},{""x"":88,""z"":44,""r"":4}]",[3000010],3000,[3000130],10000,,,
1010202,"[1010201,1010201,1010201,1010201,1010202,1010202]",0,"[{""x"":73.6,""z"":33.4,""r"":4},{""x"":88.6,""z"":25.9,""r"":4},{""x"":88,""z"":44,""r"":4}]",[3000010],3000,[3000130],10000,,,
1010203,"[1010201,1010201,1010201,1010201,1010202,1010202]",0,"[{""x"":39.8,""z"":53.7,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[3000010],3000,[3000130],10000,,,
1010204,"[1010201,1010201,1010201,1010201,1010202,1010202]",0,"[{""x"":19.8,""z"":48.9,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[3000010],3000,[3000130],10000,,,
1010205,"[1010201,1010201,1010201,1010202,1010202,1010203]",0,"[{""x"":19.8,""z"":48.9,""r"":4},{""x"":39.8,""z"":53.7,""r"":4},{""x"":44,""z"":42.5,""r"":4},{""x"":37.2,""z"":39.3,""r"":4}]",[3000010],3000,[3000130],10000,,,
1011001,"[1011001,1011001,1011001,1011001,1011002,1011002]",0,"[{""x"":29,""z"":47,""r"":3},{""x"":33,""z"":50,""r"":3}]",[3000010],3000,[3000020],10000,,,
1011002,"[1011001,1011001,1011001,1011001,1011002,1011002]",0,"[{""x"":41.5,""z"":51,""r"":3},{""x"":41,""z"":43,""r"":3}]",[3000010],3000,[3000020],10000,,,
1011003,"[1011001,1011001,1011001,1011001,1011001,1011002]",0,"[{""x"":82.5,""z"":44,""r"":3},{""x"":87,""z"":47.5,""r"":3},{""x"":91.5,""z"":50,""r"":3}]",[3000010],3000,[3000020],10000,,,
1011004,"[1011001,1011001,1011001,1011001,1011001,1011002]",0,"[{""x"":90.8,""z"":36.8,""r"":3},{""x"":88.5,""z"":33.8,""r"":3},{""x"":89,""z"":27,""r"":3}]",[3000010],3000,[3000020],10000,,,
1011005,"[1011001,1011001,1011001,1011002,1011002,1011003]",0,"[{""x"":75,""z"":39.5,""r"":3},{""x"":80,""z"":43,""r"":3}]",[3000010],3000,[3000020],10000,,,
1011101,"[1011101,1011101,1011101,1011101,1011102,1011102]",0,"[{""x"":29,""z"":47,""r"":3},{""x"":33,""z"":50,""r"":3}]",[3000010],3000,[3000090],10000,,,
1011102,"[1011101,1011101,1011101,1011101,1011102,1011102]",0,"[{""x"":41.5,""z"":51,""r"":3},{""x"":41,""z"":43,""r"":3}]",[3000010],3000,[3000090],10000,,,
1011103,"[1011101,1011101,1011101,1011101,1011101,1011102]",0,"[{""x"":82.5,""z"":44,""r"":3},{""x"":87,""z"":47.5,""r"":3},{""x"":91.5,""z"":50,""r"":3}]",[3000010],3000,[3000090],10000,,,
1011104,"[1011101,1011101,1011101,1011101,1011101,1011102]",0,"[{""x"":90.8,""z"":36.8,""r"":3},{""x"":88.5,""z"":33.8,""r"":3},{""x"":89,""z"":27,""r"":3}]",[3000010],3000,[3000090],10000,,,
1011105,"[1011101,1011101,1011101,1011102,1011102,1011103]",0,"[{""x"":75,""z"":39.5,""r"":3},{""x"":80,""z"":43,""r"":3}]",[3000010],3000,[3000090],10000,,,
1011201,"[1011201,1011201,1011201,1011201,1011202,1011202]",0,"[{""x"":29,""z"":47,""r"":3},{""x"":33,""z"":50,""r"":3}]",[3000010],3000,[3000140],10000,,,
1011202,"[1011201,1011201,1011201,1011201,1011202,1011202]",0,"[{""x"":41.5,""z"":51,""r"":3},{""x"":41,""z"":43,""r"":3}]",[3000010],3000,[3000140],10000,,,
1011203,"[1011201,1011201,1011201,1011201,1011201,1011202]",0,"[{""x"":82.5,""z"":44,""r"":3},{""x"":87,""z"":47.5,""r"":3},{""x"":91.5,""z"":50,""r"":3}]",[3000010],3000,[3000140],10000,,,
1011204,"[1011201,1011201,1011201,1011201,1011201,1011202]",0,"[{""x"":90.8,""z"":36.8,""r"":3},{""x"":88.5,""z"":33.8,""r"":3},{""x"":89,""z"":27,""r"":3}]",[3000010],3000,[3000140],10000,,,
1011205,"[1011201,1011201,1011201,1011202,1011202,1011203]",0,"[{""x"":75,""z"":39.5,""r"":3},{""x"":80,""z"":43,""r"":3}]",[3000010],3000,[3000140],10000,,,
1012001,"[1012001,1012002,1012001,1012001,1012001,1012001,1012002]",0,"[{""x"":23.7,""z"":46,""r"":4},{""x"":16,""z"":55.6,""r"":4},{""x"":14.9,""z"":47,""r"":3}]",[3000010],3000,,,[3000020],10000,
