id,name,star,Lvl_limit,skill,skill1,merge_exp,hpmax,hpmax_step,mpmax,mpmax_step,spmax,spmax_step,patk,patk_step,pdef,pdef_step,matk,matk_step,mdef,mdef_step,crit,crit_step,parry,parry_step,weakdef,weakdef_step,weakatk,weakatk_step,hit,hit_step,dodge,dodge_step,natureatk,natureatk_step,naturedef,naturedef_step,holyatk,holyatk_step,holydef,holydef_step,darkatk,darkatk_step,darkdef,darkdef_step,head2d,image3d,t
701109,愤怒之剑,2,140,0,0,26000,3480,68.04,100,1,300,0,677,13.25,421,8.23,677,13.25,406,7.95,135,2.65,135,2.65,135,2.65,135,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701110,愤怒之剑,2,150,0,0,30000,3866,69.45,100,1,300,0,753,13.52,467,8.4,753,13.52,452,8.11,151,2.7,151,2.7,151,2.7,151,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701201,深渊之剑,2,20,0,0,5000,393,57.71,100,1,300,0,75,11.05,47,6.86,78,11.44,47,6.86,15,2.21,16,2.29,15,2.21,16,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701202,深渊之剑,2,40,0,0,7500,786,59.14,100,1,300,0,151,11.33,93,7.03,156,11.72,93,7.03,30,2.27,31,2.34,30,2.27,31,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701203,深渊之剑,2,55,0,0,10000,1179,60.57,100,1,300,0,226,11.6,140,7.2,234,12.01,140,7.2,45,2.32,47,2.4,45,2.32,47,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701204,深渊之剑,2,70,0,0,12500,1572,62,100,1,300,0,301,11.88,187,7.38,312,12.29,187,7.38,60,2.38,62,2.46,60,2.38,62,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701205,深渊之剑,2,85,0,0,15000,1965,63.43,100,1,300,0,376,12.15,234,7.55,390,12.58,234,7.55,75,2.43,78,2.52,75,2.43,78,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701206,深渊之剑,2,100,0,0,17500,2358,64.86,100,1,300,0,452,12.42,280,7.72,467,12.86,280,7.72,90,2.48,93,2.57,90,2.48,93,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701207,深渊之剑,2,115,0,0,20000,2751,66.29,100,1,300,0,527,12.7,327,7.89,545,13.14,327,7.89,105,2.54,109,2.63,105,2.54,109,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701208,深渊之剑,2,130,0,0,23000,3144,67.72,100,1,300,0,602,12.97,374,8.06,623,13.43,374,8.06,120,2.59,125,2.69,120,2.59,125,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701209,深渊之剑,2,140,0,0,26000,3537,69.15,100,1,300,0,677,13.25,421,8.23,701,13.71,421,8.23,135,2.65,140,2.74,135,2.65,140,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701210,深渊之剑,2,150,0,0,30000,3930,70.58,100,1,300,0,753,13.52,467,8.4,779,13.99,467,8.4,151,2.7,156,2.8,151,2.7,156,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701301,黎明之枪,2,20,0,0,5000,393,57.71,100,1,300,0,78,11.44,47,6.86,75,11.05,47,6.86,15,2.21,16,2.29,15,2.21,16,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701302,黎明之枪,2,40,0,0,7500,786,59.14,100,1,300,0,156,11.72,93,7.03,151,11.33,93,7.03,30,2.27,31,2.34,30,2.27,31,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701303,黎明之枪,2,55,0,0,10000,1179,60.57,100,1,300,0,234,12.01,140,7.2,226,11.6,140,7.2,45,2.32,47,2.4,45,2.32,47,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701304,黎明之枪,2,70,0,0,12500,1572,62,100,1,300,0,312,12.29,187,7.38,301,11.88,187,7.38,60,2.38,62,2.46,60,2.38,62,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701305,黎明之枪,2,85,0,0,15000,1965,63.43,100,1,300,0,390,12.58,234,7.55,376,12.15,234,7.55,75,2.43,78,2.52,75,2.43,78,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701306,黎明之枪,2,100,0,0,17500,2358,64.86,100,1,300,0,467,12.86,280,7.72,452,12.42,280,7.72,90,2.48,93,2.57,90,2.48,93,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701307,黎明之枪,2,115,0,0,20000,2751,66.29,100,1,300,0,545,13.14,327,7.89,527,12.7,327,7.89,105,2.54,109,2.63,105,2.54,109,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701308,黎明之枪,2,130,0,0,23000,3144,67.72,100,1,300,0,623,13.43,374,8.06,602,12.97,374,8.06,120,2.59,125,2.69,120,2.59,125,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701309,黎明之枪,2,140,0,0,26000,3537,69.15,100,1,300,0,701,13.71,421,8.23,677,13.25,421,8.23,135,2.65,140,2.74,135,2.65,140,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701310,黎明之枪,2,150,0,0,30000,3930,70.58,100,1,300,0,779,13.99,467,8.4,753,13.52,467,8.4,151,2.7,156,2.8,151,2.7,156,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701401,嗜血之枪,2,20,0,0,5000,393,57.71,100,1,300,0,78,11.44,47,6.86,78,11.44,47,6.86,16,2.29,16,2.29,16,2.29,16,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701402,嗜血之枪,2,40,0,0,7500,786,59.14,100,1,300,0,156,11.72,93,7.03,156,11.72,93,7.03,31,2.34,31,2.34,31,2.34,31,2.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701403,嗜血之枪,2,55,0,0,10000,1179,60.57,100,1,300,0,234,12.01,140,7.2,234,12.01,140,7.2,47,2.4,47,2.4,47,2.4,47,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701404,嗜血之枪,2,70,0,0,12500,1572,62,100,1,300,0,312,12.29,187,7.38,312,12.29,187,7.38,62,2.46,62,2.46,62,2.46,62,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701405,嗜血之枪,2,85,0,0,15000,1965,63.43,100,1,300,0,390,12.58,234,7.55,390,12.58,234,7.55,78,2.52,78,2.52,78,2.52,78,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701406,嗜血之枪,2,100,0,0,17500,2358,64.86,100,1,300,0,467,12.86,280,7.72,467,12.86,280,7.72,93,2.57,93,2.57,93,2.57,93,2.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701407,嗜血之枪,2,115,0,0,20000,2751,66.29,100,1,300,0,545,13.14,327,7.89,545,13.14,327,7.89,109,2.63,109,2.63,109,2.63,109,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701408,嗜血之枪,2,130,0,0,23000,3144,67.72,100,1,300,0,623,13.43,374,8.06,623,13.43,374,8.06,125,2.69,125,2.69,125,2.69,125,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701409,嗜血之枪,2,140,0,0,26000,3537,69.15,100,1,300,0,701,13.71,421,8.23,701,13.71,421,8.23,140,2.74,140,2.74,140,2.74,140,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701410,嗜血之枪,2,150,0,0,30000,3930,70.58,100,1,300,0,779,13.99,467,8.4,779,13.99,467,8.4,156,2.8,156,2.8,156,2.8,156,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701501,毁灭骑士,2,20,0,0,5000,399,58.64,100,1,300,0,81,11.83,48,7.1,78,11.44,48,7.1,16,2.29,16,2.37,16,2.29,16,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701502,毁灭骑士,2,40,0,0,7500,799,60.09,100,1,300,0,161,12.12,97,7.27,156,11.72,97,7.27,31,2.34,32,2.42,31,2.34,32,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701503,毁灭骑士,2,55,0,0,10000,1198,61.55,100,1,300,0,242,12.42,145,7.45,234,12.01,145,7.45,47,2.4,48,2.48,47,2.4,48,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701504,毁灭骑士,2,70,0,0,12500,1597,63,100,1,300,0,322,12.71,193,7.63,312,12.29,193,7.63,62,2.46,64,2.54,62,2.46,64,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701505,毁灭骑士,2,85,0,0,15000,1997,64.45,100,1,300,0,403,13,242,7.8,390,12.58,242,7.8,78,2.52,81,2.6,78,2.52,81,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701506,毁灭骑士,2,100,0,0,17500,2396,65.91,100,1,300,0,483,13.29,290,7.98,467,12.86,290,7.98,93,2.57,97,2.66,93,2.57,97,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701507,毁灭骑士,2,115,0,0,20000,2795,67.36,100,1,300,0,564,13.59,338,8.15,545,13.14,338,8.15,109,2.63,113,2.72,109,2.63,113,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701508,毁灭骑士,2,130,0,0,23000,3195,68.82,100,1,300,0,644,13.88,387,8.33,623,13.43,387,8.33,125,2.69,129,2.78,125,2.69,129,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701509,毁灭骑士,2,140,0,0,26000,3594,70.27,100,1,300,0,725,14.17,435,8.5,701,13.71,435,8.5,140,2.74,145,2.83,140,2.74,145,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701510,毁灭骑士,2,150,0,0,30000,3993,71.72,100,1,300,0,806,14.47,483,8.68,779,13.99,483,8.68,156,2.8,161,2.89,156,2.8,161,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701601,破坏骑士,2,20,0,0,5000,399,58.64,100,1,300,0,78,11.44,48,7.1,81,11.83,48,7.1,16,2.29,16,2.37,16,2.29,16,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701602,破坏骑士,2,40,0,0,7500,799,60.09,100,1,300,0,156,11.72,97,7.27,161,12.12,97,7.27,31,2.34,32,2.42,31,2.34,32,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701603,破坏骑士,2,55,0,0,10000,1198,61.55,100,1,300,0,234,12.01,145,7.45,242,12.42,145,7.45,47,2.4,48,2.48,47,2.4,48,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701604,破坏骑士,2,70,0,0,12500,1597,63,100,1,300,0,312,12.29,193,7.63,322,12.71,193,7.63,62,2.46,64,2.54,62,2.46,64,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701605,破坏骑士,2,85,0,0,15000,1997,64.45,100,1,300,0,390,12.58,242,7.8,403,13,242,7.8,78,2.52,81,2.6,78,2.52,81,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701606,破坏骑士,2,100,0,0,17500,2396,65.91,100,1,300,0,467,12.86,290,7.98,483,13.29,290,7.98,93,2.57,97,2.66,93,2.57,97,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701607,破坏骑士,2,115,0,0,20000,2795,67.36,100,1,300,0,545,13.14,338,8.15,564,13.59,338,8.15,109,2.63,113,2.72,109,2.63,113,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701608,破坏骑士,2,130,0,0,23000,3195,68.82,100,1,300,0,623,13.43,387,8.33,644,13.88,387,8.33,125,2.69,129,2.78,125,2.69,129,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701609,破坏骑士,2,140,0,0,26000,3594,70.27,100,1,300,0,701,13.71,435,8.5,725,14.17,435,8.5,140,2.74,145,2.83,140,2.74,145,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701610,破坏骑士,2,150,0,0,30000,3993,71.72,100,1,300,0,779,13.99,483,8.68,806,14.47,483,8.68,156,2.8,161,2.89,156,2.8,161,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701701,远古骑士,2,20,0,0,5000,399,58.64,100,1,300,0,81,11.83,48,7.1,81,11.83,48,7.1,16,2.37,16,2.37,16,2.37,16,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701702,远古骑士,2,40,0,0,7500,799,60.09,100,1,300,0,161,12.12,97,7.27,161,12.12,97,7.27,32,2.42,32,2.42,32,2.42,32,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701703,远古骑士,2,55,0,0,10000,1198,61.55,100,1,300,0,242,12.42,145,7.45,242,12.42,145,7.45,48,2.48,48,2.48,48,2.48,48,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701704,远古骑士,2,70,0,0,12500,1597,63,100,1,300,0,322,12.71,193,7.63,322,12.71,193,7.63,64,2.54,64,2.54,64,2.54,64,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701705,远古骑士,2,85,0,0,15000,1997,64.45,100,1,300,0,403,13,242,7.8,403,13,242,7.8,81,2.6,81,2.6,81,2.6,81,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701706,远古骑士,2,100,0,0,17500,2396,65.91,100,1,300,0,483,13.29,290,7.98,483,13.29,290,7.98,97,2.66,97,2.66,97,2.66,97,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701707,远古骑士,2,115,0,0,20000,2795,67.36,100,1,300,0,564,13.59,338,8.15,564,13.59,338,8.15,113,2.72,113,2.72,113,2.72,113,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701708,远古骑士,2,130,0,0,23000,3195,68.82,100,1,300,0,644,13.88,387,8.33,644,13.88,387,8.33,129,2.78,129,2.78,129,2.78,129,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701709,远古骑士,2,140,0,0,26000,3594,70.27,100,1,300,0,725,14.17,435,8.5,725,14.17,435,8.5,145,2.83,145,2.83,145,2.83,145,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701710,远古骑士,2,150,0,0,30000,3993,71.72,100,1,300,0,806,14.47,483,8.68,806,14.47,483,8.68,161,2.89,161,2.89,161,2.89,161,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701801,月夜巨魔,2,20,0,0,5000,393,57.71,100,1,300,0,78,11.44,45,6.63,78,11.44,45,6.63,16,2.29,15,2.21,16,2.29,15,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701802,月夜巨魔,2,40,0,0,7500,786,59.14,100,1,300,0,156,11.72,90,6.8,156,11.72,90,6.8,31,2.34,30,2.27,31,2.34,30,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701803,月夜巨魔,2,55,0,0,10000,1179,60.57,100,1,300,0,234,12.01,135,6.96,234,12.01,135,6.96,47,2.4,45,2.32,47,2.4,45,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701804,月夜巨魔,2,70,0,0,12500,1572,62,100,1,300,0,312,12.29,181,7.13,312,12.29,181,7.13,62,2.46,60,2.38,62,2.46,60,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701805,月夜巨魔,2,85,0,0,15000,1965,63.43,100,1,300,0,390,12.58,226,7.29,390,12.58,226,7.29,78,2.52,75,2.43,78,2.52,75,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701806,月夜巨魔,2,100,0,0,17500,2358,64.86,100,1,300,0,467,12.86,271,7.45,467,12.86,271,7.45,93,2.57,90,2.48,93,2.57,90,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701807,月夜巨魔,2,115,0,0,20000,2751,66.29,100,1,300,0,545,13.14,316,7.62,545,13.14,316,7.62,109,2.63,105,2.54,109,2.63,105,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701808,月夜巨魔,2,130,0,0,23000,3144,67.72,100,1,300,0,623,13.43,361,7.78,623,13.43,361,7.78,125,2.69,120,2.59,125,2.69,120,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701809,月夜巨魔,2,140,0,0,26000,3537,69.15,100,1,300,0,701,13.71,406,7.95,701,13.71,406,7.95,140,2.74,135,2.65,140,2.74,135,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701810,月夜巨魔,2,150,0,0,30000,3930,70.58,100,1,300,0,779,13.99,452,8.11,779,13.99,452,8.11,156,2.8,151,2.7,156,2.8,151,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701901,咆哮巨魔,2,20,0,0,5000,406,59.57,100,1,300,0,83,12.22,48,7.1,83,12.22,48,7.1,17,2.44,16,2.37,17,2.44,16,2.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701902,咆哮巨魔,2,40,0,0,7500,811,61.05,100,1,300,0,166,12.52,97,7.27,166,12.52,97,7.27,33,2.5,32,2.42,33,2.5,32,2.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701903,咆哮巨魔,2,55,0,0,10000,1217,62.52,100,1,300,0,250,12.82,145,7.45,250,12.82,145,7.45,50,2.56,48,2.48,50,2.56,48,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701904,咆哮巨魔,2,70,0,0,12500,1623,64,100,1,300,0,333,13.13,193,7.63,333,13.13,193,7.63,67,2.63,64,2.54,67,2.63,64,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701905,咆哮巨魔,2,85,0,0,15000,2028,65.48,100,1,300,0,416,13.43,242,7.8,416,13.43,242,7.8,83,2.69,81,2.6,83,2.69,81,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701906,咆哮巨魔,2,100,0,0,17500,2434,66.95,100,1,300,0,499,13.73,290,7.98,499,13.73,290,7.98,100,2.75,97,2.66,100,2.75,97,2.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701907,咆哮巨魔,2,115,0,0,20000,2840,68.43,100,1,300,0,582,14.03,338,8.15,582,14.03,338,8.15,116,2.81,113,2.72,116,2.81,113,2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701908,咆哮巨魔,2,130,0,0,23000,3245,69.91,100,1,300,0,666,14.34,387,8.33,666,14.34,387,8.33,133,2.87,129,2.78,133,2.87,129,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701909,咆哮巨魔,2,140,0,0,26000,3651,71.38,100,1,300,0,749,14.64,435,8.5,749,14.64,435,8.5,150,2.93,145,2.83,150,2.93,145,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
701910,咆哮巨魔,2,150,0,0,30000,4057,72.86,100,1,300,0,832,14.94,483,8.68,832,14.94,483,8.68,166,2.99,161,2.89,166,2.99,161,2.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702001,风暴巨魔,2,20,0,0,5000,412,60.5,100,1,300,0,86,12.6,50,7.33,86,12.6,50,7.33,17,2.52,17,2.44,17,2.52,17,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702002,风暴巨魔,2,40,0,0,7500,824,62,100,1,300,0,172,12.92,100,7.51,172,12.92,100,7.51,34,2.58,33,2.5,34,2.58,33,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702003,风暴巨魔,2,55,0,0,10000,1236,63.5,100,1,300,0,258,13.23,150,7.69,258,13.23,150,7.69,52,2.65,50,2.56,52,2.65,50,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702004,风暴巨魔,2,70,0,0,12500,1648,65,100,1,300,0,343,13.54,200,7.88,343,13.54,200,7.88,69,2.71,67,2.63,69,2.71,67,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702005,风暴巨魔,2,85,0,0,15000,2060,66.5,100,1,300,0,429,13.85,250,8.06,429,13.85,250,8.06,86,2.77,83,2.69,86,2.77,83,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702006,风暴巨魔,2,100,0,0,17500,2472,68,100,1,300,0,515,14.17,299,8.24,515,14.17,299,8.24,103,2.83,100,2.75,103,2.83,100,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702007,风暴巨魔,2,115,0,0,20000,2884,69.5,100,1,300,0,601,14.48,349,8.42,601,14.48,349,8.42,120,2.9,116,2.81,120,2.9,116,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702008,风暴巨魔,2,130,0,0,23000,3296,71,100,1,300,0,687,14.79,399,8.6,687,14.79,399,8.6,137,2.96,133,2.87,137,2.96,133,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702009,风暴巨魔,2,140,0,0,26000,3708,72.5,100,1,300,0,773,15.1,449,8.78,773,15.1,449,8.78,155,3.02,150,2.93,155,3.02,150,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702010,风暴巨魔,2,150,0,0,30000,4120,74,100,1,300,0,858,15.42,499,8.97,858,15.42,499,8.97,172,3.08,166,2.99,172,3.08,166,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702101,冷酷战士,2,20,0,0,5000,406,59.57,100,1,300,0,81,11.83,50,7.33,83,12.22,50,7.33,16,2.37,17,2.44,16,2.37,17,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702102,冷酷战士,2,40,0,0,7500,811,61.05,100,1,300,0,161,12.12,100,7.51,166,12.52,100,7.51,32,2.42,33,2.5,32,2.42,33,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702103,冷酷战士,2,55,0,0,10000,1217,62.52,100,1,300,0,242,12.42,150,7.69,250,12.82,150,7.69,48,2.48,50,2.56,48,2.48,50,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702104,冷酷战士,2,70,0,0,12500,1623,64,100,1,300,0,322,12.71,200,7.88,333,13.13,200,7.88,64,2.54,67,2.63,64,2.54,67,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702105,冷酷战士,2,85,0,0,15000,2028,65.48,100,1,300,0,403,13,250,8.06,416,13.43,250,8.06,81,2.6,83,2.69,81,2.6,83,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702106,冷酷战士,2,100,0,0,17500,2434,66.95,100,1,300,0,483,13.29,299,8.24,499,13.73,299,8.24,97,2.66,100,2.75,97,2.66,100,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702107,冷酷战士,2,115,0,0,20000,2840,68.43,100,1,300,0,564,13.59,349,8.42,582,14.03,349,8.42,113,2.72,116,2.81,113,2.72,116,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702108,冷酷战士,2,130,0,0,23000,3245,69.91,100,1,300,0,644,13.88,399,8.6,666,14.34,399,8.6,129,2.78,133,2.87,129,2.78,133,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702109,冷酷战士,2,140,0,0,26000,3651,71.38,100,1,300,0,725,14.17,449,8.78,749,14.64,449,8.78,145,2.83,150,2.93,145,2.83,150,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702110,冷酷战士,2,150,0,0,30000,4057,72.86,100,1,300,0,806,14.47,499,8.97,832,14.94,499,8.97,161,2.89,166,2.99,161,2.89,166,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702201,圣殿战士,2,20,0,0,5000,406,59.57,100,1,300,0,83,12.22,50,7.33,81,11.83,50,7.33,16,2.37,17,2.44,16,2.37,17,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702202,圣殿战士,2,40,0,0,7500,811,61.05,100,1,300,0,166,12.52,100,7.51,161,12.12,100,7.51,32,2.42,33,2.5,32,2.42,33,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702203,圣殿战士,2,55,0,0,10000,1217,62.52,100,1,300,0,250,12.82,150,7.69,242,12.42,150,7.69,48,2.48,50,2.56,48,2.48,50,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702204,圣殿战士,2,70,0,0,12500,1623,64,100,1,300,0,333,13.13,200,7.88,322,12.71,200,7.88,64,2.54,67,2.63,64,2.54,67,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702205,圣殿战士,2,85,0,0,15000,2028,65.48,100,1,300,0,416,13.43,250,8.06,403,13,250,8.06,81,2.6,83,2.69,81,2.6,83,2.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702206,圣殿战士,2,100,0,0,17500,2434,66.95,100,1,300,0,499,13.73,299,8.24,483,13.29,299,8.24,97,2.66,100,2.75,97,2.66,100,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702207,圣殿战士,2,115,0,0,20000,2840,68.43,100,1,300,0,582,14.03,349,8.42,564,13.59,349,8.42,113,2.72,116,2.81,113,2.72,116,2.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702208,圣殿战士,2,130,0,0,23000,3245,69.91,100,1,300,0,666,14.34,399,8.6,644,13.88,399,8.6,129,2.78,133,2.87,129,2.78,133,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702209,圣殿战士,2,140,0,0,26000,3651,71.38,100,1,300,0,749,14.64,449,8.78,725,14.17,449,8.78,145,2.83,150,2.93,145,2.83,150,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702210,圣殿战士,2,150,0,0,30000,4057,72.86,100,1,300,0,832,14.94,499,8.97,806,14.47,499,8.97,161,2.89,166,2.99,161,2.89,166,2.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702301,刀锋战士,2,20,0,0,5000,406,59.57,100,1,300,0,83,12.22,50,7.33,83,12.22,50,7.33,17,2.44,17,2.44,17,2.44,17,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702302,刀锋战士,2,40,0,0,7500,811,61.05,100,1,300,0,166,12.52,100,7.51,166,12.52,100,7.51,33,2.5,33,2.5,33,2.5,33,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
702303,刀锋战士,2,55,0,0,10000,1217,62.52,100,1,300,0,250,12.82,150,7.69,250,12.82,150,7.69,50,2.56,50,2.56,50,2.56,50,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
