id,init_open_ids,tigger_enter_id,enter_close_ids,finish_open_ids,ready_time,spawn_interval,pos,spawn_ids,story_spawn_ids,next_zone,movieTriger,end,
1020101,"[""M1"",""M2"",""M103"",""T12""]","[""P0""]","[""T1""]","[""T1""]",1,1,"[11,0,77]","[1020101,1020102]",,1020102,0,,
1020102,,"[""P2""]","[""T2"",""T11""]","[""T11""]",1,1,"[56,0,79]","[1020103,1020104]",,1020103,0,,
1020103,,"[""P12""]","[""T12""]",,1,1,"[97,0,58]",[1020105],,0,0,,
1020201,"[""M1"",""M2"",""M103"",""T12""]","[""P0""]","[""T1""]","[""T1""]",1,1,"[11,0,77]","[1020201,1020202]",,1020202,0,,
1020202,,"[""P2""]","[""T2"",""T11""]","[""T11""]",1,1,"[56,0,79]","[1020203,1020204]",,1020203,0,,
1020203,,"[""P12""]","[""T12""]",,1,1,"[97,0,58]",[1020205],,0,0,,
1021001,"[""M13"",""M14"",""M6"",""T5"",""M101""]","[""P0""]","[""T13""]","[""T13""]",1,1,"[13.5,0,72]","[1021001,1021002]",,1021002,0,,
1021002,,"[""P14""]","[""T14"",""T6""]","[""T6""]",1,1,"[34,0,37]","[1021003,1021004]",,1021003,0,,
1021003,,"[""P5""]","[""T5""]",,1,1,"[89.1,0,28.3]",[1021005],,0,0,,
1021101,"[""M13"",""M14"",""M6"",""T5"",""M101""]","[""P0""]","[""T13""]","[""T13""]",1,1,"[13.5,0,72]","[1021101,1021102]",,1021102,0,,
1021102,,"[""P14""]","[""T14"",""T6""]","[""T6""]",1,1,"[34,0,37]","[1021103,1021104]",,1021103,0,,
1021103,,"[""P5""]","[""T5""]",,1,1,"[89.1,0,28.3]",[1021105],,0,0,,
1021201,"[""M13"",""M14"",""M6"",""T5"",""M101""]","[""P0""]","[""T13""]","[""T13""]",1,1,"[13.5,0,72]","[1021201,1021202]",,1021202,0,,
1021202,,"[""P14""]","[""T14"",""T6""]","[""T6""]",1,1,"[34,0,37]","[1021203,1021204]",,1021203,0,,
1021203,,"[""P5""]","[""T5""]",,1,1,"[89.1,0,28.3]",[1021205],,0,0,,
2013001,"[""M3"",""T4"",""M9"",""T9"",""M102""]","[""P0""]","[""T3""]","[""T3""]",1,1,"[24,0,83]","[2013001,2013002]",,2013002,0,,
2013002,,"[""P4""]","[""T4"",""T10""]","[""T10""]",1,1,"[11,0,18]","[2013003,2013004]",,2013003,0,,
2013003,,"[""P9""]","[""T9""]",,1,1,"[40,0,19]",[2013005],,0,0,,
2013101,"[""M3"",""T4"",""M9"",""T9"",""M102""]","[""P0""]","[""T3""]","[""T3""]",1,1,"[24,0,83]","[2013101,2013102]",,2013102,0,,
2013102,,"[""P4""]","[""T4"",""T10""]","[""T10""]",1,1,"[11,0,18]","[2013103,2013104]",,2013103,0,,
2013103,,"[""P9""]","[""T9""]",,1,1,"[40,0,19]",[2013105],,0,0,,
2013201,"[""M3"",""T4"",""M9"",""T9"",""M102""]","[""P0""]","[""T3""]","[""T3""]",1,1,"[24,0,83]","[2013201,2013202]",,2013202,0,,
2013202,,"[""P4""]","[""T4"",""T10""]","[""T10""]",1,1,"[11,0,18]","[2013203,2013204]",,2013203,0,,
2013203,,"[""P9""]","[""T9""]",,1,1,"[40,0,19]",[2013205],,0,0,,
2014001,"[""M17"",""M18"",""M101"",""M102""]","[""P4""]","[""T17""]","[""T17""]",1,1,"[89.1,0,28.3]","[2014001,2014002]",,2014002,0,,
2014002,,"[""P18""]","[""T18""]",,1,1,"[49.1,0,14.1]","[2014003,2014004,2014005]",,0,0,,
2014101,"[""M17"",""M18"",""M101"",""M102""]","[""P4""]","[""T17""]","[""T17""]",1,1,"[89.1,0,28.3]","[2014101,2014102]",,2014102,0,,
2014102,,"[""P18""]","[""T18""]",,1,1,"[49.1,0,14.1]","[2014103,2014104,2014105]",,0,0,,
2014201,"[""M17"",""M18"",""M101"",""M102""]","[""P4""]","[""T17""]","[""T17""]",1,1,"[89.1,0,28.3]","[2014201,2014202]",,2014202,0,,
2014202,,"[""P18""]","[""T18""]",,1,1,"[49.1,0,14.1]","[2014203,2014204,2014205]",,0,0,,
2015001,"[""M7"",""M8"",""M5"",""M6""]","[""P9""]","[""T5"",""T8""]","[""T8""]",1,1,"[82,0,77]","[2015001,2015002]",,2015002,0,,
2015002,,"[""P7""]","[""T7""]","[""T5""]",1,1,"[19,0,85]","[2015003,2015004]",,2015003,0,,
2015003,,"[""P6""]","[""T6""]",,1,1,"[38,0,63]",[2015005],,0,0,,
2015101,"[""M7"",""M8"",""M5"",""M6""]","[""P9""]","[""T5"",""T8""]","[""T8""]",1,1,"[82,0,77]","[2015101,2015102]",,2015102,0,,
2015102,,"[""P7""]","[""T7""]","[""T5""]",1,1,"[19,0,85]","[2015103,2015104]",,2015103,0,,
2015103,,"[""P6""]","[""T6""]",,1,1,"[38,0,63]",[2015105],,0,0,,
2015201,"[""M7"",""M8"",""M5"",""M6""]","[""P9""]","[""T5"",""T8""]","[""T8""]",1,1,"[82,0,77]","[2015201,2015202]",,2015202,0,,
2015202,,"[""P7""]","[""T7""]","[""T5""]",1,1,"[19,0,85]","[2015203,2015204]",,2015203,0,,
2015203,,"[""P6""]","[""T6""]",,1,1,"[38,0,63]",[2015205],,0,0,,
2016001,"[""M15"",""M16"",""M2"",""M1""]","[""P10""]","[""T16""]","[""T16""]",1,1,"[55.3,0,43.6]","[2016001,2016002]",,2016002,0,,
2016002,,"[""P15""]","[""T15"",""T2""]","[""T2""]",1,1,"[15.3,0,44.5]","[2016003,2016004]",,2016003,0,,
2016003,,"[""P1""]","[""T1""]",,1,1,"[15,0,12.6]",[2016005],,0,0,,
2016101,"[""M15"",""M16"",""M2"",""M1""]","[""P10""]","[""T16""]","[""T16""]",1,1,"[55.3,0,43.6]","[2016101,2016102]",,2016102,0,,
2016102,,"[""P15""]","[""T15"",""T2""]","[""T2""]",1,1,"[15.3,0,44.5]","[2016103,2016104]",,2016103,0,,
2016103,,"[""P1""]","[""T1""]",,1,1,"[15,0,12.6]",[2016105],,0,0,,
2016201,"[""M15"",""M16"",""M2"",""M1""]","[""P10""]","[""T16""]","[""T16""]",1,1,"[55.3,0,43.6]","[2016201,2016202]",,2016202,0,,
2016202,,"[""P15""]","[""T15"",""T2""]","[""T2""]",1,1,"[15.3,0,44.5]","[2016203,2016204]",,2016203,0,,
2016203,,"[""P1""]","[""T1""]",,1,1,"[15,0,12.6]",[2016205],,0,0,,
2017001,"[""M17"",""M18"",""M101"",""M102""]","[""P9""]","[""T18""]","[""T18""]",1,1,"[49.1,0,14.1]","[2017001,2017002]",,2017002,0,,
2017002,,"[""P17""]","[""T17""]",,1,1,"[89.1,0,28.3]","[2017003,2017004,2017005]",,0,0,,
2017101,"[""M17"",""M18"",""M101"",""M102""]","[""P9""]","[""T18""]","[""T18""]",1,1,"[49.1,0,14.1]","[2017101,2017102]",,2017102,0,,
2017102,,"[""P17""]","[""T17""]",,1,1,"[89.1,0,28.3]","[2017103,2017104,2017105]",,0,0,,
2017201,"[""M17"",""M18"",""M101"",""M102""]","[""P9""]","[""T18""]","[""T18""]",1,1,"[49.1,0,14.1]","[2017201,2017202]",,2017202,0,,
2017202,,"[""P17""]","[""T17""]",,1,1,"[89.1,0,28.3]","[2017203,2017204,2017205]",,0,0,,
2018001,"[""M16"",""M15"",""M102""]","[""P12""]","[""T15""]","[""T15""]",1,1,"[34,0,37]","[2018001,2018002]",,2018002,0,,
2018002,,"[""P16""]","[""T16""]",,1,1,"[16.9,0,12]","[2018003,2018004,2018005]",,0,0,,
2018101,"[""M16"",""M15"",""M102""]","[""P12""]","[""T15""]","[""T15""]",1,1,"[34,0,37]","[2018101,2018102]",,2018102,0,,
2018102,,"[""P16""]","[""T16""]",,1,1,"[16.9,0,12]","[2018103,2018104,2018105]",,0,0,,
2018201,"[""M16"",""M15"",""M102""]","[""P12""]","[""T15""]","[""T15""]",1,1,"[34,0,37]","[2018201,2018202]",,2018202,0,,
2018202,,"[""P16""]","[""T16""]",,1,1,"[16.9,0,12]","[2018203,2018204,2018205]",,0,0,,
2019001,"[""M1"",""M2"",""M13"",""M14""]","[""P3""]","[""T2""]","[""T2""]",1,1,"[15.7,0,43.7]","[2019001,2019002]",,2019002,0,,
2019002,,"[""P1""]","[""T1"",""T13""]","[""T13""]",1,1,"[13.7,0,10.8]","[2019003,2019004]",,2019003,0,,
2019003,,"[""P14""]","[""T14""]",,1,1,"[87,0,27.3]",[2019005],,0,0,,
2019101,"[""M1"",""M2"",""M13"",""M14""]","[""P3""]","[""T2""]","[""T2""]",1,1,"[15.7,0,43.7]","[2019101,2019102]",,2019102,0,,
2019102,,"[""P1""]","[""T1"",""T13""]","[""T13""]",1,1,"[13.7,0,10.8]","[2019103,2019104]",,2019103,0,,
2019103,,"[""P14""]","[""T14""]",,1,1,"[87,0,27.3]",[2019105],,0,0,,
2019201,"[""M1"",""M2"",""M13"",""M14""]","[""P3""]","[""T2""]","[""T2""]",1,1,"[15.7,0,43.7]","[2019201,2019202]",,2019202,0,,
2019202,,"[""P1""]","[""T1"",""T13""]","[""T13""]",1,1,"[13.7,0,10.8]","[2019203,2019204]",,2019203,0,,
2019203,,"[""P14""]","[""T14""]",,1,1,"[87,0,27.3]",[2019205],,0,0,,
2020001,"[""M3"",""M4"",""M7"",""M8""]","[""P2""]","[""T3""]","[""T3""]",1,1,"[15.7,0,43.7]","[2020001,2020002]",,2020002,0,,
2020002,,"[""P4""]","[""T4"",""T7""]","[""T7""]",1,1,"[14.3,0,81.8]","[2020003,2020004]",,2020003,0,,
2020003,,"[""P8""]","[""T8""]",,1,1,"[84,0,77.4]",[2020005],,0,0,,
2020101,"[""M3"",""M4"",""M7"",""M8""]","[""P2""]","[""T3""]","[""T3""]",1,1,"[15.7,0,43.7]","[2020101,2020102]",,2020102,0,,
2020102,,"[""P4""]","[""T4"",""T7""]","[""T7""]",1,1,"[14.3,0,81.8]","[2020103,2020104]",,2020103,0,,
2020103,,"[""P8""]","[""T8""]",,1,1,"[84,0,77.4]",[2020105],,0,0,,
2020201,"[""M3"",""M4"",""M7"",""M8""]","[""P2""]","[""T3""]","[""T3""]",1,1,"[15.7,0,43.7]","[2020201,2020202]",,2020202,0,,
2020202,,"[""P4""]","[""T4"",""T7""]","[""T7""]",1,1,"[14.3,0,81.8]","[2020203,2020204]",,2020203,0,,
2020203,,"[""P8""]","[""T8""]",,1,1,"[84,0,77.4]",[2020205],,0,0,,
2021001,"[""M13"",""M14"",""M6"",""T5"",""M101""]","[""P0""]","[""T13""]","[""T13""]",1,1,"[13.5,0,72]","[2021001,2021002]",,2021002,0,,
2021002,,"[""P14""]","[""T14"",""T6""]","[""T6""]",1,1,"[34,0,37]","[2021003,2021004]",,2021003,0,,
2021003,,"[""P5""]","[""T5""]",,1,1,"[89.1,0,28.3]",[2021005],,0,0,,
2021101,"[""M13"",""M14"",""M6"",""T5"",""M101""]","[""P0""]","[""T13""]","[""T13""]",1,1,"[13.5,0,72]","[2021101,2021102]",,2021102,0,,
2021102,,"[""P14""]","[""T14"",""T6""]","[""T6""]",1,1,"[34,0,37]","[2021103,2021104]",,2021103,0,,
2021103,,"[""P5""]","[""T5""]",,1,1,"[89.1,0,28.3]",[2021105],,0,0,,
2021201,"[""M13"",""M14"",""M6"",""T5"",""M101""]","[""P0""]","[""T13""]","[""T13""]",1,1,"[13.5,0,72]","[2021201,2021202]",,2021202,0,,
2021202,,"[""P14""]","[""T14"",""T6""]","[""T6""]",1,1,"[34,0,37]","[2021203,2021204]",,2021203,0,,
2021203,,"[""P5""]","[""T5""]",,1,1,"[89.1,0,28.3]",[2021205],,0,0,,
2022001,"[""M11"",""M12"",""M16"",""M15""]","[""P2""]","[""T15""]","[""T15""]",1,1,"[15.7,0,43.7]","[2022001,2022002]",,2022002,0,,
2022002,,"[""P16""]","[""T16"",""T11""]","[""T11""]",1,1,"[54.7,0,42.1]","[2022003,2022004]",,2022003,0,,
2022003,,"[""P12""]","[""T12""]",,1,1,"[82,0,14.6]",[2022005],,0,0,,
2022101,"[""M11"",""M12"",""M16"",""M15""]","[""P2""]","[""T15""]","[""T15""]",1,1,"[15.7,0,43.7]","[2022101,2022102]",,2022102,0,,
2022102,,"[""P16""]","[""T16"",""T11""]","[""T11""]",1,1,"[54.7,0,42.1]","[2022103,2022104]",,2022103,0,,
2022103,,"[""P12""]","[""T12""]",,1,1,"[82,0,14.6]",[2022105],,0,0,,
2022201,"[""M11"",""M12"",""M16"",""M15""]","[""P2""]","[""T15""]","[""T15""]",1,1,"[15.7,0,43.7]","[2022201,2022202]",,2022202,0,,
2022202,,"[""P16""]","[""T16"",""T11""]","[""T11""]",1,1,"[54.7,0,42.1]","[2022203,2022204]",,2022203,0,,
2022203,,"[""P12""]","[""T12""]",,1,1,"[82,0,14.6]",[2022205],,0,0,,
2023001,"[""M9"",""T10"",""M3"",""M102""]","[""P14""]","[""T9""]","[""T9""]",1,1,"[40,0,19]","[2023001,2023002]",,2023002,0,,
2023002,,"[""P10""]","[""T10"",""T4""]","[""T4""]",1,1,"[11,0,18]","[2023003,2023004]",,2023003,0,,
2023003,,"[""P3""]","[""T3""]",,1,1,"[24,0,83]",[2023005],,0,0,,
2023101,"[""M9"",""T10"",""M3"",""M102""]","[""P14""]","[""T9""]","[""T9""]",1,1,"[40,0,19]","[2023101,2023102]",,2023102,0,,
2023102,,"[""P10""]","[""T10"",""T4""]","[""T4""]",1,1,"[11,0,18]","[2023103,2023104]",,2023103,0,,
2023103,,"[""P3""]","[""T3""]",,1,1,"[24,0,83]",[2023105],,0,0,,
2023201,"[""M9"",""T10"",""M3"",""M102""]","[""P14""]","[""T9""]","[""T9""]",1,1,"[40,0,19]","[2023201,2023202]",,2023202,0,,
2023202,,"[""P10""]","[""T10"",""T4""]","[""T4""]",1,1,"[11,0,18]","[2023203,2023204]",,2023203,0,,
2023203,,"[""P3""]","[""T3""]",,1,1,"[24,0,83]",[2023205],,0,0,,
2024001,"[""M1"",""M2"",""M5"",""M102"",""M101""]","[""P8""]","[""T2""]","[""T2""]",1,1,"[54,0,82]","[2024001,2024002]",,2024002,0,,
2024002,,"[""P1""]","[""T1"",""T5""]","[""T5""]",1,1,"[24,0,83]","[2024003,2024004]",,2024003,0,,
2024003,,"[""P6""]","[""T6""]",,1,1,"[44,0,38]",[2024005],,0,0,,
2024101,"[""M1"",""M2"",""M5"",""M102"",""M101""]","[""P8""]","[""T2""]","[""T2""]",1,1,"[54,0,82]","[2024101,2024102]",,2024102,0,,
2024102,,"[""P1""]","[""T1"",""T5""]","[""T5""]",1,1,"[24,0,83]","[2024103,2024104]",,2024103,0,,
2024103,,"[""P6""]","[""T6""]",,1,1,"[44,0,38]",[2024105],,0,0,,
2024201,"[""M1"",""M2"",""M5"",""M102"",""M101""]","[""P8""]","[""T2""]","[""T2""]",1,1,"[54,0,82]","[2024201,2024202]",,2024202,0,,
2024202,,"[""P1""]","[""T1"",""T5""]","[""T5""]",1,1,"[24,0,83]","[2024203,2024204]",,2024203,0,,
2024203,,"[""P6""]","[""T6""]",,1,1,"[44,0,38]",[2024205],,0,0,,
2025001,"[""M5"",""M6"",""M1"",""M2""]","[""P7""]","[""T6""]","[""T6""]",1,1,"[27.3,0,74.3]","[2025001,2025002]",,2025002,,,
2025002,,"[""P5""]","[""T2"",""T5""]","[""T2""]",1,1,"[54.1,0,80]","[2025003,2025004]",,2025003,,,
2025003,,"[""P1""]","[""T1""]",,1,1,"[78,0,86]",[2025005],,0,,,
2025101,"[""M5"",""M6"",""M1"",""M2""]","[""P7""]","[""T6""]","[""T6""]",1,1,"[27.3,0,74.3]","[2025101,2025102]",,2025102,,,
2025102,,"[""P5""]","[""T2"",""T5""]","[""T2""]",1,1,"[54.1,0,80]","[2025103,2025104]",,2025103,,,
2025103,,"[""P1""]","[""T1""]",,1,1,"[78,0,86]",[2025105],,0,,,
2025201,"[""M5"",""M6"",""M1"",""M2""]","[""P7""]","[""T6""]","[""T6""]",1,1,"[27.3,0,74.3]","[2025201,2025202]",,2025202,,,
2025202,,"[""P5""]","[""T2"",""T5""]","[""T2""]",1,1,"[54.1,0,80]","[2025203,2025204]",,2025203,,,
2025203,,"[""P1""]","[""T1""]",,1,1,"[78,0,86]",[2025205],,0,,,
3001001,"[""M5"",""M6""]","[""P2""]","[""T5""]","[""T5""]",1,1,"[54.1,0,80]","[3001001,3001002]",,3001002,0,,
3001002,,"[""P6""]","[""T6""]",,1,1,"[27.3,0,74.3]","[3001003,3001004,3001005]",,0,0,,
3001101,"[""M5"",""M6""]","[""P2""]","[""T5""]","[""T5""]",1,1,"[54.1,0,80]","[3001101,3001102]",,3001102,0,,
3001102,,"[""P6""]","[""T6""]",,1,1,"[27.3,0,74.3]","[3001103,3001104,3001105]",,0,0,,
3001201,"[""M5"",""M6""]","[""P2""]","[""T5""]","[""T5""]",1,1,"[54.1,0,80]","[3001201,3001202]",,3001202,0,,
3001202,,"[""P6""]","[""T6""]",,1,1,"[27.3,0,74.3]","[3001203,3001204,3001205]",,0,0,,
3002001,"[""M2"",""M1""]","[""P5""]","[""T2""]","[""T2""]",1,1,"[54.1,0,80]","[3002001,3002002]",,3002002,0,,
3002002,,"[""P1""]","[""T1""]",,1,1,"[78,0,86]","[3002003,3002004,3002005]",,0,0,,
3002101,"[""M2"",""M1""]","[""P5""]","[""T2""]","[""T2""]",1,1,"[54.1,0,80]","[3002101,3002102]",,3002102,0,,
3002102,,"[""P1""]","[""T1""]",,1,1,"[78,0,86]","[3002103,3002104,3002105]",,0,0,,
3002201,"[""M2"",""M1""]","[""P5""]","[""T2""]","[""T2""]",1,1,"[54.1,0,80]","[3002201,3002202]",,3002202,0,,
3002202,,"[""P1""]","[""T1""]",,1,1,"[78,0,86]","[3002203,3002204,3002205]",,0,0,,
3003001,"[""M5"",""M6"",""M2"",""M1""]","[""P7""]","[""T6""]","[""T6""]",1,1,"[27.3,0,74.3]","[3003001,3003002]",,3003002,0,,
3003002,,"[""P5""]","[""T5"",""T2""]","[""T2""]",1,1,"[54.1,0,80]","[3003003,3003004]",,3003003,0,,
3003003,,"[""P1""]","[""T1""]",,1,1,"[78,0,86]",[3003005],,0,0,,
3003101,"[""M5"",""M6"",""M2"",""M1""]","[""P7""]","[""T6""]","[""T6""]",1,1,"[27.3,0,74.3]","[3003101,3003102]",,3003102,0,,
3003102,,"[""P5""]","[""T5"",""T2""]","[""T2""]",1,1,"[54.1,0,80]","[3003103,3003104]",,3003103,0,,
3003103,,"[""P1""]","[""T1""]",,1,1,"[78,0,86]",[3003105],,0,0,,
3003201,"[""M5"",""M6"",""M2"",""M1""]","[""P7""]","[""T6""]","[""T6""]",1,1,"[27.3,0,74.3]","[3003201,3003202]",,3003202,0,,
3003202,,"[""P5""]","[""T5"",""T2""]","[""T2""]",1,1,"[54.1,0,80]","[3003203,3003204]",,3003203,0,,
3003203,,"[""P1""]","[""T1""]",,1,1,"[78,0,86]",[3003205],,0,0,,
3004001,"[""M103"",""M101"",""T7"",""M104""]","[""P12""]","[""T8""]","[""T8""]",1,1,"[49.3,0,46.7]","[3004001,3004002]",,3004002,0,,
3004002,,"[""P7""]","[""T7""]",,1,1,"[22.1,0,82.7]","[3004003,3004004,3004005]",,0,0,,
3004101,"[""M103"",""M101"",""T7"",""M104""]","[""P12""]","[""T8""]","[""T8""]",1,1,"[49.3,0,46.7]","[3004101,3004102]",,3004102,0,,
3004102,,"[""P7""]","[""T7""]",,1,1,"[22.1,0,82.7]","[3004103,3004104,3004105]",,0,0,,
3004201,"[""M103"",""M101"",""T7"",""M104""]","[""P12""]","[""T8""]","[""T8""]",1,1,"[49.3,0,46.7]","[3004201,3004202]",,3004202,0,,
3004202,,"[""P7""]","[""T7""]",,1,1,"[22.1,0,82.7]","[3004203,3004204,3004205]",,0,0,,
3005001,"[""M102"",""M103"",""M2"",""M1"",""T13"",""T1""]","[""P12""]","[""T14""]","[""T14""]",1,1,"[49.3,0,46.7]","[3005001,3005002]",,3005002,0,,
3005002,,"[""P13""]","[""T13"",""T2""]","[""T2""]",1,1,"[26,0,8.6]","[3005003,3005004]",,3005003,0,,
3005003,,"[""P1""]","[""T1""]",,1,1,"[79.4,0,13.5]",[3005005],,0,0,,
3005101,"[""M102"",""M103"",""M2"",""M1"",""T13"",""T1""]","[""P12""]","[""T14""]","[""T14""]",1,1,"[49.3,0,46.7]","[3005101,3005102]",,3005102,0,,
3005102,,"[""P13""]","[""T13"",""T2""]","[""T2""]",1,1,"[26,0,8.6]","[3005103,3005104]",,3005103,0,,
3005103,,"[""P1""]","[""T1""]",,1,1,"[79.4,0,13.5]",[3005105],,0,0,,
3005201,"[""M102"",""M103"",""M2"",""M1"",""T13"",""T1""]","[""P12""]","[""T14""]","[""T14""]",1,1,"[49.3,0,46.7]","[3005201,3005202]",,3005202,0,,
3005202,,"[""P13""]","[""T13"",""T2""]","[""T2""]",1,1,"[26,0,8.6]","[3005203,3005204]",,3005203,0,,
3005203,,"[""P1""]","[""T1""]",,1,1,"[79.4,0,13.5]",[3005205],,0,0,,
3006001,"[""M103"",""M1"",""M2"",""T2"",""M104""]","[""P0""]","[""T1""]","[""T1""]",1,1,"[79.4,0,13.5]","[3006001,3006002]",,3006002,0,,
3006002,,"[""P2""]","[""T2""]",,1,1,"[26,0,8.6]","[3006003,3006004,3006005]",,0,0,,
3006101,"[""M103"",""M1"",""M2"",""T2"",""M104""]","[""P0""]","[""T1""]","[""T1""]",1,1,"[79.4,0,13.5]","[3006101,3006102]",,3006102,0,,
3006102,,"[""P2""]","[""T2""]",,1,1,"[26,0,8.6]","[3006103,3006104,3006105]",,0,0,,
3006201,"[""M103"",""M1"",""M2"",""T2"",""M104""]","[""P0""]","[""T1""]","[""T1""]",1,1,"[79.4,0,13.5]","[3006201,3006202]",,3006202,0,,
3006202,,"[""P2""]","[""T2""]",,1,1,"[26,0,8.6]","[3006203,3006204,3006205]",,0,0,,
3007001,"[""M3"",""T4"",""M9"",""T9"",""M102""]","[""P0""]","[""T3""]","[""T3""]",1,1,"[24,0,83]","[3007001,3007002]",,3007002,0,,
3007002,,"[""P4""]","[""T4"",""T10""]","[""T10""]",1,1,"[11,0,18]","[3007003,3007004]",,3007003,0,,
3007003,,"[""P9""]","[""T9""]",,1,1,"[40,0,19]",[3007005],,0,0,,
3007101,"[""M3"",""T4"",""M9"",""T9"",""M102""]","[""P0""]","[""T3""]","[""T3""]",1,1,"[24,0,83]","[3007101,3007102]",,3007102,0,,
3007102,,"[""P4""]","[""T4"",""T10""]","[""T10""]",1,1,"[11,0,18]","[3007103,3007104]",,3007103,0,,
3007103,,"[""P9""]","[""T9""]",,1,1,"[40,0,19]",[3007105],,0,0,,
3007201,"[""M3"",""T4"",""M9"",""T9"",""M102""]","[""P0""]","[""T3""]","[""T3""]",1,1,"[24,0,83]","[3007201,3007202]",,3007202,0,,
3007202,,"[""P4""]","[""T4"",""T10""]","[""T10""]",1,1,"[11,0,18]","[3007203,3007204]",,3007203,0,,
3007203,,"[""P9""]","[""T9""]",,1,1,"[40,0,19]",[3007205],,0,0,,
3008001,"[""M101"",""M2"",""M7"",""M9"",""M102""]","[""P2""]","[""T8""]","[""T8""]",1,1,"[56,0,79]","[3008001,3008002]",,3008002,0,,
3008002,,"[""P7""]","[""T7"",""T10""]","[""T10""]",1,1,"[45,0,34]","[3008003,3008004]",,3008003,0,,
3008003,,"[""P10""]","[""T9""]",,1,1,"[11,0,16]",[3008005],,0,0,,
3008101,"[""M101"",""M2"",""M7"",""M9"",""M102""]","[""P2""]","[""T8""]","[""T8""]",1,1,"[56,0,79]","[3008101,3008102]",,3008102,0,,
3008102,,"[""P7""]","[""T7"",""T10""]","[""T10""]",1,1,"[45,0,34]","[3008103,3008104]",,3008103,0,,
3008103,,"[""P10""]","[""T9""]",,1,1,"[11,0,16]",[3008105],,0,0,,
3008201,"[""M101"",""M2"",""M7"",""M9"",""M102""]","[""P2""]","[""T8""]","[""T8""]",1,1,"[56,0,79]","[3008201,3008202]",,3008202,0,,
3008202,,"[""P7""]","[""T7"",""T10""]","[""T10""]",1,1,"[45,0,34]","[3008203,3008204]",,3008203,0,,
3008203,,"[""P10""]","[""T9""]",,1,1,"[11,0,16]",[3008205],,0,0,,
3009001,"[""M7"",""M9"",""M10"",""M11""]","[""P6""]","[""T7""]","[""T7""]",1,1,"[27.3,0,74.3]","[3009001,3009002]",,3009002,0,,
3009002,,"[""P9""]","[""T9"",""T10""]","[""T10""]",1,1,"[49,0,46]","[3009003,3009004]",,3009003,0,,
3009003,,"[""P11""]","[""T11""]",,1,1,"[78,0,53]",[3009005],,0,0,,
3009101,"[""M7"",""M9"",""M10"",""M11""]","[""P6""]","[""T7""]","[""T7""]",1,1,"[27.3,0,74.3]","[3009101,3009102]",,3009102,0,,
3009102,,"[""P9""]","[""T9"",""T10""]","[""T10""]",1,1,"[49,0,46]","[3009103,3009104]",,3009103,0,,
3009103,,"[""P11""]","[""T11""]",,1,1,"[78,0,53]",[3009105],,0,0,,
3009201,"[""M7"",""M9"",""M10"",""M11""]","[""P6""]","[""T7""]","[""T7""]",1,1,"[27.3,0,74.3]","[3009201,3009202]",,3009202,0,,
3009202,,"[""P9""]","[""T9"",""T10""]","[""T10""]",1,1,"[49,0,46]","[3009203,3009204]",,3009203,0,,
3009203,,"[""P11""]","[""T11""]",,1,1,"[78,0,53]",[3009205],,0,0,,
3010001,"[""M8"",""M9"",""M10"",""M11""]","[""P4""]","[""T11""]","[""T11""]",1,1,"[78,0,53]","[3010001,3010002]",,3010002,0,,
3010002,,"[""P10""]","[""T9"",""T10""]","[""T9""]",1,1,"[49,0,46]","[3010003,3010004]",,3010003,0,,
3010003,,"[""P8""]","[""T8""]",,1,1,"[15,0,13]",[3010005],,0,0,,
3010101,"[""M8"",""M9"",""M10"",""M11""]","[""P4""]","[""T11""]","[""T11""]",1,1,"[78,0,53]","[3010101,3010102]",,3010102,0,,
3010102,,"[""P10""]","[""T9"",""T10""]","[""T9""]",1,1,"[49,0,46]","[3010103,3010104]",,3010103,0,,
3010103,,"[""P8""]","[""T8""]",,1,1,"[15,0,13]",[3010105],,0,0,,
3010201,"[""M8"",""M9"",""M10"",""M11""]","[""P4""]","[""T11""]","[""T11""]",1,1,"[78,0,53]","[3010201,3010202]",,3010202,0,,
3010202,,"[""P10""]","[""T9"",""T10""]","[""T9""]",1,1,"[49,0,46]","[3010203,3010204]",,3010203,0,,
3010203,,"[""P8""]","[""T8""]",,1,1,"[15,0,13]",[3010205],,0,0,,
3011001,"[""M12"",""M13""]","[""P8""]","[""T12""]","[""T12""]",1,1,"[15,0,13]","[3011001,3011002]",,3011002,0,,
3011002,,"[""P13""]","[""T13""]",,1,1,"[67,0,12]","[3011003,3011004,3011005]",,0,0,,
3011101,"[""M12"",""M13""]","[""P8""]","[""T12""]","[""T12""]",1,1,"[15,0,13]","[3011101,3011102]",,3011102,0,,
3011102,,"[""P13""]","[""T13""]",,1,1,"[67,0,12]","[3011103,3011104,3011105]",,0,0,,
3011201,"[""M12"",""M13""]","[""P8""]","[""T12""]","[""T12""]",1,1,"[15,0,13]","[3011201,3011202]",,3011202,0,,
3011202,,"[""P13""]","[""T13""]",,1,1,"[67,0,12]","[3011203,3011204,3011205]",,0,0,,
3012001,"[""M102"",""T5""]","[""P7""]","[""T6""]","[""T6""]",1,1,"[22.1,0,82.7]","[3012001,3012002]",,3012002,0,,
3012002,,"[""P5""]","[""T5""]",,1,1,"[21.5,0,51.3]","[3012003,3012004,3012005]",,0,0,,
3012101,"[""M102"",""T5""]","[""P7""]","[""T6""]","[""T6""]",1,1,"[22.1,0,82.7]","[3012101,3012102]",,3012102,0,,
