id,title,level,stageMax,aiCastType,aiCastDist,cost,cd,subCd,stack,needLv,needSpirit,needSkillId,needSkillLv,needItemId,needItemNum,desc,endRow
112035,圣天使之歌36级,36,6,0,6,"{""sp"":[1000,0]}",0,0,1,66,160000,,,,,瞬间爆发全部神圣力量对敌人进行审判连击，最高可造成2580%技能伤害,
112036,圣天使之歌37级,37,6,0,6,"{""sp"":[1000,0]}",0,0,1,67,170000,,,,,瞬间爆发全部神圣力量对敌人进行审判连击，最高可造成2610%技能伤害,
112037,圣天使之歌38级,38,6,0,6,"{""sp"":[1000,0]}",0,0,1,68,180000,,,,,瞬间爆发全部神圣力量对敌人进行审判连击，最高可造成2640%技能伤害,
112038,圣天使之歌39级,39,6,0,6,"{""sp"":[1000,0]}",0,0,1,69,190000,,,,,瞬间爆发全部神圣力量对敌人进行审判连击，最高可造成2670%技能伤害,
112039,圣天使之歌40级,40,6,0,6,"{""sp"":[1000,0]}",0,0,1,70,200000,,,,,瞬间爆发全部神圣力量对敌人进行审判连击，最高可造成2700%技能伤害,
112040,圣天使之歌41级,41,6,0,6,"{""sp"":[1000,0]}",0,0,1,71,210000,,,,,瞬间爆发全部神圣力量对敌人进行审判连击，最高可造成2730%技能伤害,
112041,圣天使之歌42级,42,6,0,6,"{""sp"":[1000,0]}",0,0,1,72,220000,,,,,瞬间爆发全部神圣力量对敌人进行审判连击，最高可造成2760%技能伤害,
112042,圣天使之歌43级,43,6,0,6,"{""sp"":[1000,0]}",0,0,1,73,230000,,,,,瞬间爆发全部神圣力量对敌人进行审判连击，最高可造成2790%技能伤害,
112043,圣天使之歌44级,44,6,0,6,"{""sp"":[1000,0]}",0,0,1,74,240000,,,,,瞬间爆发全部神圣力量对敌人进行审判连击，最高可造成2820%技能伤害,
112044,圣天使之歌45级,45,6,0,6,"{""sp"":[1000,0]}",0,0,1,75,250000,,,,,瞬间爆发全部神圣力量对敌人进行审判连击，最高可造成2850%技能伤害,
112045,圣天使之歌46级,46,6,0,6,"{""sp"":[1000,0]}",0,0,1,76,260000,,,,,瞬间爆发全部神圣力量对敌人进行审判连击，最高可造成2880%技能伤害,
112046,圣天使之歌47级,47,6,0,6,"{""sp"":[1000,0]}",0,0,1,77,270000,,,,,瞬间爆发全部神圣力量对敌人进行审判连击，最高可造成2910%技能伤害,
112047,圣天使之歌48级,48,6,0,6,"{""sp"":[1000,0]}",0,0,1,78,280000,,,,,瞬间爆发全部神圣力量对敌人进行审判连击，最高可造成2940%技能伤害,
112048,圣天使之歌49级,49,6,0,6,"{""sp"":[1000,0]}",0,0,1,79,290000,,,,,瞬间爆发全部神圣力量对敌人进行审判连击，最高可造成2970%技能伤害,
112049,圣天使之歌50级,50,6,0,6,"{""sp"":[1000,0]}",0,0,1,80,300000,,,,,瞬间爆发全部神圣力量对敌人进行审判连击，最高可造成3000%技能伤害,
210100,普攻1,1,1,0,3.6,,0.9,0,1,1,0,,,,,普攻1,
210200,普攻2,1,1,0,2.5,,0.8,0,1,1,0,,,,,普攻2,
210300,普攻3,1,1,0,3.5,,1.2,0,1,1,0,,,,,普攻3,
210400,普攻4,1,1,0,4.5,,1.6,0,1,1,0,,,,,普攻4,
210500,翻滚,1,1,0,10,,3.5,0,2,1,0,,,,,翻滚,
211100,影刺,1,1,0,6,"{""mp"":[22,0]}",10,0,1,1,0,,,,,双剑向前突刺，造成225%技能伤害,
211101,影刺,2,1,0,6,"{""mp"":[24,0]}",10,0,1,7,400,,,,,双剑向前突刺，造成250%技能伤害,
211102,影刺,3,1,0,6,"{""mp"":[26,0]}",10,0,1,9,800,,,,,双剑向前突刺，造成275%技能伤害,
211103,影刺,4,1,0,6,"{""mp"":[28,0]}",10,0,1,11,1200,,,,,双剑向前突刺，造成300%技能伤害,
211104,影刺,5,1,0,6,"{""mp"":[30,0]}",10,0,1,14,1600,,,,,双剑向前突刺，造成325%技能伤害,
211105,影刺,6,1,0,6,"{""mp"":[32,0]}",10,0,1,17,2000,,,,,双剑向前突刺，造成350%技能伤害,
211106,影刺,7,1,0,6,"{""mp"":[34,0]}",10,0,1,21,2500,,,,,双剑向前突刺，造成375%技能伤害,
211107,影刺,8,1,0,6,"{""mp"":[36,0]}",10,0,1,25,3000,,,,,双剑向前突刺，造成400%技能伤害,
211108,影刺,9,1,0,6,"{""mp"":[38,0]}",10,0,1,30,3500,,,,,双剑向前突刺，造成425%技能伤害,
211109,影刺,10,1,0,6,"{""mp"":[40,0]}",10,0,1,35,4000,,,,,双剑向前突刺，造成450%技能伤害,
221100,影魔,1,1,,,,,0,1,11,800,2111,3,,,按血量比例迭加暴击状态，血量越少暴击率越高，2级进一步提升效果,
221101,影魔,2,1,,,,,0,1,14,1600,2111,3,,,按血量比例迭加暴击状态，血量越少暴击率越高，3级进一步提升效果,
221102,影魔,3,1,,,,,0,1,17,2400,2111,3,,,按血量比例迭加暴击状态，血量越少暴击率越高，4级进一步提升效果,
221103,影魔,4,1,,,,,0,1,21,3200,2111,4,,,按血量比例迭加暴击状态，血量越少暴击率越高，5级进一步提升效果,
221104,影魔,5,1,,,,,0,1,25,4000,2111,5,,,按血量比例迭加暴击状态，血量越少暴击率越高，6级进一步提升效果,
221105,影魔,6,1,,,,,0,1,30,5500,2111,6,,,按血量比例迭加暴击状态，血量越少暴击率越高，7级进一步提升效果,
221106,影魔,7,1,,,,,0,1,35,7000,2111,7,,,按血量比例迭加暴击状态，血量越少暴击率越高，8级进一步提升效果,
221107,影魔,8,1,,,,,0,1,40,8500,2111,8,,,按血量比例迭加暴击状态，血量越少暴击率越高，9级进一步提升效果,
221108,影魔,9,1,,,,,0,1,45,10000,2111,9,,,按血量比例迭加暴击状态，血量越少暴击率越高，10级进一步提升效果,
221109,影魔,10,1,,,,,0,1,50,12000,2111,10,,,按血量比例迭加暴击状态，血量越少暴击率越高,
231100,影杀,1,1,,,,,0,1,21,1500,2211,4,,,觉醒魔之杀意，增加6.5%技能攻击力,
231101,影杀,2,1,,,,,0,1,25,3000,2211,4,,,觉醒魔之杀意，增加8%技能攻击力,
231102,影杀,3,1,,,,,0,1,30,4500,2211,4,,,觉醒魔之杀意，增加9.5%技能攻击力,
231103,影杀,4,1,,,,,0,1,35,6000,2211,4,,,觉醒魔之杀意，增加11%技能攻击力,
231104,影杀,5,1,,,,,0,1,40,8000,2211,5,,,觉醒魔之杀意，增加12.5%技能攻击力,
231105,影杀,6,1,,,,,0,1,45,10000,2211,6,,,觉醒魔之杀意，增加14%技能攻击力,
231106,影杀,7,1,,,,,0,1,50,12000,2211,7,,,觉醒魔之杀意，增加15.5%技能攻击力,
231107,影杀,8,1,,,,,0,1,55,14000,2211,8,,,觉醒魔之杀意，增加17%技能攻击力,
231108,影杀,9,1,,,,,0,1,60,16000,2211,9,,,觉醒魔之杀意，增加18.5%技能攻击力,
231109,影杀,10,1,,,,,0,1,65,18000,2211,10,,,觉醒魔之杀意，增加20%技能攻击力,
211200,幻影之刃,1,1,0,6,"{""mp"":[44,0]}",20,5,1,8,600,2111,1,,,向前冲刺，对经过的敌人造成165%伤害，释放后5秒内可点击再次释放技能,
211201,幻影之刃,2,1,0,6,"{""mp"":[48,0]}",20,5,1,10,1200,2111,2,,,向前冲刺，对经过的敌人造成180%伤害，释放后5秒内可点击再次释放技能,
211202,幻影之刃,3,1,0,6,"{""mp"":[52,0]}",20,5,1,13,1800,2111,3,,,向前冲刺，对经过的敌人造成195%伤害，释放后6秒内可点击再次释放技能,
211203,幻影之刃,4,1,0,6,"{""mp"":[56,0]}",20,5,1,16,2400,2111,4,,,向前冲刺，对经过的敌人造成210%伤害，释放后6秒内可点击再次释放技能,
211204,幻影之刃,5,1,0,6,"{""mp"":[60,0]}",20,5,1,20,3000,2111,5,,,向前冲刺，对经过的敌人造成225%伤害，释放后7秒内可点击再次释放技能,
211205,幻影之刃,6,1,0,6,"{""mp"":[64,0]}",20,5,1,24,4000,2111,6,,,向前冲刺，对经过的敌人造成240%伤害，释放后7秒内可点击再次释放技能,
211206,幻影之刃,7,1,0,6,"{""mp"":[68,0]}",20,5,1,29,5000,2111,7,,,向前冲刺，对经过的敌人造成255%伤害，释放后8秒内可点击再次释放技能,
211207,幻影之刃,8,1,0,6,"{""mp"":[72,0]}",20,5,1,34,6000,2111,8,,,向前冲刺，对经过的敌人造成270%伤害，释放后8秒内可点击再次释放技能,
211208,幻影之刃,9,1,0,6,"{""mp"":[76,0]}",20,5,1,39,7000,2111,9,,,向前冲刺，对经过的敌人造成285%伤害，释放后9秒内可点击再次释放技能,
211209,幻影之刃,10,1,0,6,"{""mp"":[80,0]}",20,5,1,44,8000,2111,10,,,向前冲刺，对经过的敌人造成300%伤害，释放后9秒内可点击再次释放技能,
221200,雷神之刃,1,1,,,,,0,1,16,1200,2112,3,,,将雷神之力附在刃上，增加15%冲刺伤害加成,
221201,雷神之刃,2,1,,,,,0,1,20,2400,2112,3,,,将雷神之力附在刃上，增加30%冲刺伤害加成,
221202,雷神之刃,3,1,,,,,0,1,24,3600,2112,3,,,将雷神之力附在刃上，增加45%冲刺伤害加成,
221203,雷神之刃,4,1,,,,,0,1,29,4800,2112,4,,,将雷神之力附在刃上，增加60%冲刺伤害加成,
221204,雷神之刃,5,1,,,,,0,1,34,6000,2112,5,,,将雷神之力附在刃上，增加75%冲刺伤害加成,
221205,雷神之刃,6,1,,,,,0,1,39,8000,2112,6,,,将雷神之力附在刃上，增加90%冲刺伤害加成,
221206,雷神之刃,7,1,,,,,0,1,44,10000,2112,7,,,将雷神之力附在刃上，增加105%冲刺伤害加成,
221207,雷神之刃,8,1,,,,,0,1,49,12000,2112,8,,,将雷神之力附在刃上，增加120%冲刺伤害加成,
221208,雷神之刃,9,1,,,,,0,1,54,14000,2112,9,,,将雷神之力附在刃上，增加135%冲刺伤害加成,
221209,雷神之刃,10,1,,,,,0,1,59,16000,2112,10,,,将雷神之力附在刃上，增加150%冲刺伤害加成,
231200,剧毒之刃,1,1,,,,,0,1,29,2000,2212,4,,,令冲刺过的敌人中毒，持续掉血5秒，2级进一步提升效果,
231201,剧毒之刃,2,1,,,,,0,1,34,4000,2212,4,,,令冲刺过的敌人中毒，持续掉血5秒，3级进一步提升效果,
231202,剧毒之刃,3,1,,,,,0,1,39,6000,2212,4,,,令冲刺过的敌人中毒，持续掉血5秒，4级进一步提升效果,
231203,剧毒之刃,4,1,,,,,0,1,44,8000,2212,4,,,令冲刺过的敌人中毒，持续掉血5秒，5级进一步提升效果,
231204,剧毒之刃,5,1,,,,,0,1,49,10000,2212,5,,,令冲刺过的敌人中毒，持续掉血5秒，6级进一步提升效果,
231205,剧毒之刃,6,1,,,,,0,1,54,13000,2212,6,,,令冲刺过的敌人中毒，持续掉血5秒，7级进一步提升效果,
231206,剧毒之刃,7,1,,,,,0,1,59,16000,2212,7,,,令冲刺过的敌人中毒，持续掉血5秒，8级进一步提升效果,
231207,剧毒之刃,8,1,,,,,0,1,64,19000,2212,8,,,令冲刺过的敌人中毒，持续掉血5秒，9级进一步提升效果,
231208,剧毒之刃,9,1,,,,,0,1,69,22000,2212,9,,,令冲刺过的敌人中毒，持续掉血5秒，10级进一步提升效果,
231209,剧毒之刃,10,1,,,,,0,1,73,25000,2212,10,,,令冲刺过的敌人中毒，持续掉血5秒,
211300,迟缓之阵,1,1,0,3,"{""mp"":[44,0]}",25,0,1,12,800,2111,1,,,降低周围敌人速度，并产生210%技能伤害,
211301,迟缓之阵,2,1,0,3.2,"{""mp"":[48,0]}",25,0,1,15,1600,2111,2,,,降低周围敌人速度，并产生220%技能伤害,
211302,迟缓之阵,3,1,0,3.4,"{""mp"":[52,0]}",25,0,1,19,2400,2111,3,,,降低周围敌人速度，并产生230%技能伤害,
211303,迟缓之阵,4,1,0,3.6,"{""mp"":[56,0]}",25,0,1,23,3200,2111,4,,,降低周围敌人速度，并产生240%技能伤害,
211304,迟缓之阵,5,1,0,3.8,"{""mp"":[60,0]}",25,0,1,28,4000,2111,5,,,降低周围敌人速度，并产生250%技能伤害,
211305,迟缓之阵,6,1,0,4,"{""mp"":[64,0]}",25,0,1,33,5500,2111,6,,,降低周围敌人速度，并产生260%技能伤害,
211306,迟缓之阵,7,1,0,4.2,"{""mp"":[68,0]}",25,0,1,38,7000,2111,7,,,降低周围敌人速度，并产生270%技能伤害,
211307,迟缓之阵,8,1,0,4.4,"{""mp"":[72,0]}",25,0,1,43,8500,2111,8,,,降低周围敌人速度，并产生280%技能伤害,
211308,迟缓之阵,9,1,0,4.6,"{""mp"":[76,0]}",25,0,1,48,10000,2111,9,,,降低周围敌人速度，并产生290%技能伤害,
211309,迟缓之阵,10,1,0,4.8,"{""mp"":[80,0]}",25,0,1,53,12000,2111,10,,,降低周围敌人速度，并产生300%技能伤害,
221300,月神之阵,1,1,,,,,0,1,23,1600,2113,3,,,对被束缚的敌人造成15%伤害加成,
221301,月神之阵,2,1,,,,,0,1,28,3200,2113,3,,,对被束缚的敌人造成30%伤害加成,
221302,月神之阵,3,1,,,,,0,1,33,4800,2113,3,,,对被束缚的敌人造成45%伤害加成,
221303,月神之阵,4,1,,,,,0,1,38,6400,2113,4,,,对被束缚的敌人造成60%伤害加成,
221304,月神之阵,5,1,,,,,0,1,43,8000,2113,5,,,对被束缚的敌人造成75%伤害加成,
221305,月神之阵,6,1,,,,,0,1,48,11000,2113,6,,,对被束缚的敌人造成90%伤害加成,
221306,月神之阵,7,1,,,,,0,1,53,14000,2113,7,,,对被束缚的敌人造成105%伤害加成,
221307,月神之阵,8,1,,,,,0,1,58,17000,2113,8,,,对被束缚的敌人造成120%伤害加成,
221308,月神之阵,9,1,,,,,0,1,63,20000,2113,9,,,对被束缚的敌人造成135%伤害加成,
221309,月神之阵,10,1,,,,,0,1,68,24000,2113,10,,,对被束缚的敌人造成150%伤害加成,
231300,弱化之阵,1,1,,,,,0,1,38,3000,2213,4,,,降低被束缚的敌人50点韧性，持续3.2秒,
231301,弱化之阵,2,1,,,,,0,1,43,6000,2213,4,,,降低被束缚的敌人100点韧性，持续3.4秒,
231302,弱化之阵,3,1,,,,,0,1,48,9000,2213,4,,,降低被束缚的敌人150点韧性，持续3.6秒,
231303,弱化之阵,4,1,,,,,0,1,53,12000,2213,4,,,降低被束缚的敌人200点韧性，持续3.8秒,
231304,弱化之阵,5,1,,,,,0,1,58,15000,2213,5,,,降低被束缚的敌人250点韧性，持续4秒,
231305,弱化之阵,6,1,,,,,0,1,63,20000,2213,6,,,降低被束缚的敌人300点韧性，持续4.2秒,
231306,弱化之阵,7,1,,,,,0,1,68,25000,2213,7,,,降低被束缚的敌人350点韧性，持续4.4秒,
231307,弱化之阵,8,1,,,,,0,1,72,30000,2213,8,,,降低被束缚的敌人400点韧性，持续4.6秒,
231308,弱化之阵,9,1,,,,,0,1,76,35000,2213,9,,,降低被束缚的敌人450点韧性，持续4.8秒,
231309,弱化之阵,10,1,,,,,0,1,79,40000,2213,10,,,降低被束缚的敌人500点韧性，持续5秒,
211400,多重追击,1,2,0,6,"{""mp"":[55,0]}",40,0,1,18,500,2111,1,,,释放3个闪电球围绕自身旋转5秒，随机追击接近的敌人，每个球造成220%技能伤害,
211401,多重追击,2,2,0,6,"{""mp"":[60,0]}",40,0,1,22,1000,2111,2,,,释放3个闪电球围绕自身旋转5秒，随机追击接近的敌人，每个球造成240%技能伤害,
211402,多重追击,3,2,0,6,"{""mp"":[65,0]}",40,0,1,27,1500,2111,3,,,释放3个闪电球围绕自身旋转5秒，随机追击接近的敌人，每个球造成260%技能伤害,
211403,多重追击,4,2,0,6,"{""mp"":[70,0]}",40,0,1,32,2000,2111,4,,,释放3个闪电球围绕自身旋转5秒，随机追击接近的敌人，每个球造成280%技能伤害,
211404,多重追击,5,2,0,6,"{""mp"":[75,0]}",40,0,1,37,2500,2111,5,,,释放3个闪电球围绕自身旋转5秒，随机追击接近的敌人，每个球造成300%技能伤害,
211405,多重追击,6,2,0,6,"{""mp"":[80,0]}",40,0,1,42,3000,2111,6,,,释放3个闪电球围绕自身旋转5秒，随机追击接近的敌人，每个球造成320%技能伤害,
211406,多重追击,7,2,0,6,"{""mp"":[85,0]}",40,0,1,47,3500,2111,7,,,释放3个闪电球围绕自身旋转5秒，随机追击接近的敌人，每个球造成340%技能伤害,
211407,多重追击,8,2,0,6,"{""mp"":[90,0]}",40,0,1,52,4000,2111,8,,,释放3个闪电球围绕自身旋转5秒，随机追击接近的敌人，每个球造成360%技能伤害,
211408,多重追击,9,2,0,6,"{""mp"":[95,0]}",40,0,1,57,4500,2111,9,,,释放3个闪电球围绕自身旋转5秒，随机追击接近的敌人，每个球造成380%技能伤害,
211409,多重追击,10,2,0,6,"{""mp"":[100,0]}",40,0,1,62,5000,2111,10,,,释放3个闪电球围绕自身旋转5秒，随机追击接近的敌人，每个球造成400%技能伤害,
221400,时空追击,1,1,,,,,0,1,32,1000,2114,3,,,减少多重追击技能0.5秒的冷却时间,
221401,时空追击,2,1,,,,,0,1,37,2000,2114,3,,,减少多重追击技能1秒的冷却时间,
221402,时空追击,3,1,,,,,0,1,42,3000,2114,3,,,减少多重追击技能1.5秒的冷却时间,
221403,时空追击,4,1,,,,,0,1,47,4000,2114,4,,,减少多重追击技能2秒的冷却时间,
221404,时空追击,5,1,,,,,0,1,52,5000,2114,5,,,减少多重追击技能2.5秒的冷却时间,
221405,时空追击,6,1,,,,,0,1,57,6000,2114,6,,,减少多重追击技能3秒的冷却时间,
221406,时空追击,7,1,,,,,0,1,62,7000,2114,7,,,减少多重追击技能3.5秒的冷却时间,
221407,时空追击,8,1,,,,,0,1,67,8000,2114,8,,,减少多重追击技能4秒的冷却时间,
221408,时空追击,9,1,,,,,0,1,71,9000,2114,9,,,减少多重追击技能4.5秒的冷却时间,
221409,时空追击,10,1,,,,,0,1,75,10000,2114,10,,,减少多重追击技能5秒的冷却时间,
231400,弱点追击,1,1,,,,,0,1,47,1500,2214,4,,,命中时降低目标6.5%技能防御，持续3.2秒,
231401,弱点追击,2,1,,,,,0,1,52,3000,2214,4,,,命中时降低目标8%技能防御，持续3.4秒,
231402,弱点追击,3,1,,,,,0,1,57,4500,2214,4,,,命中时降低目标9.5%技能防御，持续3.6秒,
231403,弱点追击,4,1,,,,,0,1,62,6000,2214,4,,,命中时降低目标11%技能防御，持续3.8秒,
231404,弱点追击,5,1,,,,,0,1,67,7500,2214,5,,,命中时降低目标12.5%技能防御，持续4秒,
231405,弱点追击,6,1,,,,,0,1,71,9000,2214,6,,,命中时降低目标14%技能防御，持续4.2秒,
231406,弱点追击,7,1,,,,,0,1,75,10500,2214,7,,,命中时降低目标15.5%技能防御，持续4.4秒,
231407,弱点追击,8,1,,,,,0,1,78,12000,2214,8,,,命中时降低目标17%技能防御，持续4.6秒,
231408,弱点追击,9,1,,,,,0,1,81,13500,2214,9,,,命中时降低目标18.5%技能防御，持续4.8秒,
231409,弱点追击,10,1,,,,,0,1,83,15000,2214,10,,,命中时降低目标20%技能防御，持续5秒,
211500,回雁击,1,1,0,6,"{""mp"":[55,0]}",35,0,1,26,500,2111,1,,,向前飞出三把剑同时往后退，对敌人造成220%技能伤害,
211501,回雁击,2,1,0,6,"{""mp"":[60,0]}",35,0,1,31,1000,2111,2,,,向前飞出三把剑同时往后退，对敌人造成240%技能伤害,
211502,回雁击,3,1,0,6,"{""mp"":[65,0]}",35,0,1,36,1500,2111,3,,,向前飞出三把剑同时往后退，对敌人造成260%技能伤害,
211503,回雁击,4,1,0,6,"{""mp"":[70,0]}",35,0,1,41,2000,2111,4,,,向前飞出三把剑同时往后退，对敌人造成280%技能伤害,
211504,回雁击,5,1,0,6,"{""mp"":[75,0]}",35,0,1,46,2500,2111,5,,,向前飞出三把剑同时往后退，对敌人造成300%技能伤害,
211505,回雁击,6,1,0,6,"{""mp"":[80,0]}",35,0,1,51,3000,2111,6,,,向前飞出三把剑同时往后退，对敌人造成320%技能伤害,
211506,回雁击,7,1,0,6,"{""mp"":[85,0]}",35,0,1,56,3500,2111,7,,,向前飞出三把剑同时往后退，对敌人造成340%技能伤害,
211507,回雁击,8,1,0,6,"{""mp"":[90,0]}",35,0,1,61,4000,2111,8,,,向前飞出三把剑同时往后退，对敌人造成360%技能伤害,
211508,回雁击,9,1,0,6,"{""mp"":[95,0]}",35,0,1,66,4500,2111,9,,,向前飞出三把剑同时往后退，对敌人造成380%技能伤害,
211509,回雁击,10,1,0,6,"{""mp"":[100,0]}",35,0,1,70,5000,2111,10,,,向前飞出三把剑同时往后退，对敌人造成400%技能伤害,
221500,双燕击,1,1,,,,,0,1,41,1000,2115,3,,,多投掷两把飞剑，比主剑伤害低120%,
221501,双燕击,2,1,,,,,0,1,46,2000,2115,3,,,多投掷两把飞剑，比主剑伤害低106%,
221502,双燕击,3,1,,,,,0,1,51,3000,2115,3,,,多投掷两把飞剑，比主剑伤害低92%,
221503,双燕击,4,1,,,,,0,1,56,4000,2115,4,,,多投掷两把飞剑，比主剑伤害低78%,
221504,双燕击,5,1,,,,,0,1,61,5000,2115,5,,,多投掷两把飞剑，比主剑伤害低65%,
221505,双燕击,6,1,,,,,0,1,66,6000,2115,6,,,多投掷两把飞剑，比主剑伤害低52%,
221506,双燕击,7,1,,,,,0,1,70,7000,2115,7,,,多投掷两把飞剑，比主剑伤害低39%,
221507,双燕击,8,1,,,,,0,1,74,8000,2115,8,,,多投掷两把飞剑，比主剑伤害低26%,
221508,双燕击,9,1,,,,,0,1,77,9000,2115,9,,,多投掷两把飞剑，比主剑伤害低13%,
221509,双燕击,10,1,,,,,0,1,80,10000,2115,10,,,多投掷两把飞剑，均造成与主剑同等的伤害,
231500,爆裂击,1,1,,,,,0,1,56,1500,2215,4,,,在飞剑最后造成爆炸，造成110%技能伤害,
231501,爆裂击,2,1,,,,,0,1,61,3000,2215,4,,,在飞剑最后造成爆炸，造成120%技能伤害,
231502,爆裂击,3,1,,,,,0,1,66,4500,2215,4,,,在飞剑最后造成爆炸，造成130%技能伤害,
231503,爆裂击,4,1,,,,,0,1,70,6000,2215,4,,,在飞剑最后造成爆炸，造成140%技能伤害,
231504,爆裂击,5,1,,,,,0,1,74,7500,2215,5,,,在飞剑最后造成爆炸，造成150%技能伤害,
231505,爆裂击,6,1,,,,,0,1,77,9000,2215,6,,,在飞剑最后造成爆炸，造成160%技能伤害,
231506,爆裂击,7,1,,,,,0,1,80,10500,2215,7,,,在飞剑最后造成爆炸，造成170%技能伤害,
231507,爆裂击,8,1,,,,,0,1,82,12000,2215,8,,,在飞剑最后造成爆炸，造成180%技能伤害,
231508,爆裂击,9,1,,,,,0,1,84,13500,2215,9,,,在飞剑最后造成爆炸，造成190%技能伤害,
231509,爆裂击,10,1,,,,,0,1,85,15000,2215,10,,,在飞剑最后造成爆炸，造成200%技能伤害,
212000,死亡月舞曲1级,1,6,0,6,"{""sp"":[1000,0]}",0,0,1,1,0,,,,,血月下施展无情的杀戮之舞，最高可造成1530%技能伤害,
212001,死亡月舞曲2级,2,6,0,6,"{""sp"":[1000,0]}",0,0,1,32,1000,,,,,血月下施展无情的杀戮之舞，最高可造成1560%技能伤害,
212002,死亡月舞曲3级,3,6,0,6,"{""sp"":[1000,0]}",0,0,1,33,2000,,,,,血月下施展无情的杀戮之舞，最高可造成1590%技能伤害,
212003,死亡月舞曲4级,4,6,0,6,"{""sp"":[1000,0]}",0,0,1,34,3000,,,,,血月下施展无情的杀戮之舞，最高可造成1620%技能伤害,
212004,死亡月舞曲5级,5,6,0,6,"{""sp"":[1000,0]}",0,0,1,35,4000,,,,,血月下施展无情的杀戮之舞，最高可造成1650%技能伤害,
212005,死亡月舞曲6级,6,6,0,6,"{""sp"":[1000,0]}",0,0,1,36,6000,,,,,血月下施展无情的杀戮之舞，最高可造成1680%技能伤害,
212006,死亡月舞曲7级,7,6,0,6,"{""sp"":[1000,0]}",0,0,1,37,8000,,,,,血月下施展无情的杀戮之舞，最高可造成1710%技能伤害,
212007,死亡月舞曲8级,8,6,0,6,"{""sp"":[1000,0]}",0,0,1,38,10000,,,,,血月下施展无情的杀戮之舞，最高可造成1740%技能伤害,
212008,死亡月舞曲9级,9,6,0,6,"{""sp"":[1000,0]}",0,0,1,39,12500,,,,,血月下施展无情的杀戮之舞，最高可造成1770%技能伤害,
212009,死亡月舞曲10级,10,6,0,6,"{""sp"":[1000,0]}",0,0,1,40,15000,,,,,血月下施展无情的杀戮之舞，最高可造成1800%技能伤害,
212010,死亡月舞曲11级,11,6,0,6,"{""sp"":[1000,0]}",0,0,1,41,17500,,,,,血月下施展无情的杀戮之舞，最高可造成1830%技能伤害,
212011,死亡月舞曲12级,12,6,0,6,"{""sp"":[1000,0]}",0,0,1,42,20000,,,,,血月下施展无情的杀戮之舞，最高可造成1860%技能伤害,
212012,死亡月舞曲13级,13,6,0,6,"{""sp"":[1000,0]}",0,0,1,43,22500,,,,,血月下施展无情的杀戮之舞，最高可造成1890%技能伤害,
212013,死亡月舞曲14级,14,6,0,6,"{""sp"":[1000,0]}",0,0,1,44,25000,,,,,血月下施展无情的杀戮之舞，最高可造成1920%技能伤害,
212014,死亡月舞曲15级,15,6,0,6,"{""sp"":[1000,0]}",0,0,1,45,27500,,,,,血月下施展无情的杀戮之舞，最高可造成1950%技能伤害,
212015,死亡月舞曲16级,16,6,0,6,"{""sp"":[1000,0]}",0,0,1,46,30000,,,,,血月下施展无情的杀戮之舞，最高可造成1980%技能伤害,
212016,死亡月舞曲17级,17,6,0,6,"{""sp"":[1000,0]}",0,0,1,47,35000,,,,,血月下施展无情的杀戮之舞，最高可造成2010%技能伤害,
212017,死亡月舞曲18级,18,6,0,6,"{""sp"":[1000,0]}",0,0,1,48,40000,,,,,血月下施展无情的杀戮之舞，最高可造成2040%技能伤害,
212018,死亡月舞曲19级,19,6,0,6,"{""sp"":[1000,0]}",0,0,1,49,45000,,,,,血月下施展无情的杀戮之舞，最高可造成2070%技能伤害,
212019,死亡月舞曲20级,20,6,0,6,"{""sp"":[1000,0]}",0,0,1,50,50000,,,,,血月下施展无情的杀戮之舞，最高可造成2100%技能伤害,
212020,死亡月舞曲21级,21,6,0,6,"{""sp"":[1000,0]}",0,0,1,51,55000,,,,,血月下施展无情的杀戮之舞，最高可造成2130%技能伤害,
212021,死亡月舞曲22级,22,6,0,6,"{""sp"":[1000,0]}",0,0,1,52,60000,,,,,血月下施展无情的杀戮之舞，最高可造成2160%技能伤害,
212022,死亡月舞曲23级,23,6,0,6,"{""sp"":[1000,0]}",0,0,1,53,65000,,,,,血月下施展无情的杀戮之舞，最高可造成2190%技能伤害,
212023,死亡月舞曲24级,24,6,0,6,"{""sp"":[1000,0]}",0,0,1,54,70000,,,,,血月下施展无情的杀戮之舞，最高可造成2220%技能伤害,
212024,死亡月舞曲25级,25,6,0,6,"{""sp"":[1000,0]}",0,0,1,55,75000,,,,,血月下施展无情的杀戮之舞，最高可造成2250%技能伤害,
212025,死亡月舞曲26级,26,6,0,6,"{""sp"":[1000,0]}",0,0,1,56,80000,,,,,血月下施展无情的杀戮之舞，最高可造成2280%技能伤害,
212026,死亡月舞曲27级,27,6,0,6,"{""sp"":[1000,0]}",0,0,1,57,85000,,,,,血月下施展无情的杀戮之舞，最高可造成2310%技能伤害,
212027,死亡月舞曲28级,28,6,0,6,"{""sp"":[1000,0]}",0,0,1,58,90000,,,,,血月下施展无情的杀戮之舞，最高可造成2340%技能伤害,
212028,死亡月舞曲29级,29,6,0,6,"{""sp"":[1000,0]}",0,0,1,59,95000,,,,,血月下施展无情的杀戮之舞，最高可造成2370%技能伤害,
212029,死亡月舞曲30级,30,6,0,6,"{""sp"":[1000,0]}",0,0,1,60,100000,,,,,血月下施展无情的杀戮之舞，最高可造成2400%技能伤害,
