id,name,downloadLevel,level_limit,type,enter_id,next_scene,stage_no,stage_color,icon,width,height,fId,levels,resource,music,born,world_resources,loading_bg,min_map,endRow
81956,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
82056,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
82156,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
82256,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
82356,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
82456,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
82556,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
82656,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
82756,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
82856,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
82956,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
83056,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
83156,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
83256,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
83356,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
83456,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
83556,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
83656,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
83756,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
83856,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
83956,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
84056,诸神之战,0,0,17,,,,,,100,100,1000,,Arena_L00,500004,"[[7.4,1.5,16.6],[7.4,1.5,13],[4.9,1.5,16.6],[4.9,1.5,13],[20,1.5,16.6],[20,1.5,13],[24,1.5,13],[24,1.5,16]]",,1910301,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
