id,describe,icon,atlas,directory,left,right,top,bottom,packToLarger
1411001,初级生命药水,Medicine_buff03,,PropAtlas,0,0,0,0,
1411002,中级生命药水,Medicine_buff04,,PropAtlas,0,0,0,0,
1412001,初级攻击药水,Medicine_buff01,,PropAtlas,0,0,0,0,
1412002,中级攻击药水,Medicine_buff02,,PropAtlas,0,0,0,0,
1413001,初级防御药水,Medicine_buff05,,PropAtlas,0,0,0,0,
1413002,中级防御药水,Medicine_buff06,,PropAtlas,0,0,0,0,
1414001,初级移速药水,Medicine_buff07,,PropAtlas,0,0,0,0,
1414002,中级移速药水,Medicine_buff08,,PropAtlas,0,0,0,0,
1415001,初级攻速药水,Medicine_buff09,,PropAtlas,0,0,0,0,
1415002,中级攻速药水,Medicine_buff10,,PropAtlas,0,0,0,0,
1416001,武器图纸,Equip_TZ_0101,,EquipmentAtlas,0,0,0,0,1
1416002,头盔图纸,Equip_TZ_0102,,EquipmentAtlas,0,0,0,0,1
1416003,衣服图纸,Equip_TZ_0103,,EquipmentAtlas,0,0,0,0,1
1416004,鞋子图纸,Equip_TZ_0104,,EquipmentAtlas,0,0,0,0,1
1416005,项链图纸,Equip_TZ_0105,,EquipmentAtlas,0,0,0,0,1
1416006,戒指图纸,Equip_TZ_0106,,EquipmentAtlas,0,0,0,0,1
1417001,卖钱材料1,Material_cscl01,,MaterialAtlas,0,0,0,0,1
1417002,卖钱材料2,Material_cscl02,,MaterialAtlas,0,0,0,0,1
1417003,卖钱材料3,Material_cscl03,,MaterialAtlas,0,0,0,0,1
1417004,卖钱材料4,Material_cscl04,,MaterialAtlas,0,0,0,0,1
1417005,卖钱材料5,Material_cscl05,,MaterialAtlas,0,0,0,0,1
1417006,卖钱材料6,Material_cscl06,,MaterialAtlas,0,0,0,0,1
1417007,卖钱材料7,Material_cscl07,,MaterialAtlas,0,0,0,0,1
1417008,卖钱材料8,Material_cscl08,,MaterialAtlas,0,0,0,0,1
1417009,卖钱材料9,Material_cscl09,,MaterialAtlas,0,0,0,0,1
1417010,卖钱材料10,Material_cscl10,,MaterialAtlas,0,0,0,0,1
1418001,中秋月饼,Material_yuebing_01,,MaterialAtlas,0,0,0,0,1
1419001,玫瑰,Material_meigui01,,MaterialAtlas,0,0,0,0,1
1509001,1级破甲宝石,Equip_jfs01,,EquipmentAtlas,0,0,0,0,1
1509002,2级破甲宝石,Equip_jfs02,,EquipmentAtlas,0,0,0,0,1
1509003,3级破甲宝石,Equip_jfs03,,EquipmentAtlas,0,0,0,0,1
1509004,4级破甲宝石,Equip_jfs04,,EquipmentAtlas,0,0,0,0,1
1509005,5级破甲宝石,Equip_jfs05,,EquipmentAtlas,0,0,0,0,1
1509006,6级破甲宝石,Equip_jfs06,,EquipmentAtlas,0,0,0,0,1
1510301,1级普攻宝石,Equip_pg01,,EquipmentAtlas,0,0,0,0,1
1510302,2级普攻宝石,Equip_pg02,,EquipmentAtlas,0,0,0,0,1
1510303,3级普攻宝石,Equip_pg03,,EquipmentAtlas,0,0,0,0,1
1510304,4级普攻宝石,Equip_pg04,,EquipmentAtlas,0,0,0,0,1
1510305,5级普攻宝石,Equip_pg05,,EquipmentAtlas,0,0,0,0,1
1510306,6级普攻宝石,Equip_pg06,,EquipmentAtlas,0,0,0,0,1
1510501,1级技攻宝石,Equip_jg01,,EquipmentAtlas,0,0,0,0,1
1510502,2级技攻宝石,Equip_jg02,,EquipmentAtlas,0,0,0,0,1
1510503,3级技攻宝石,Equip_jg03,,EquipmentAtlas,0,0,0,0,1
1510504,4级技攻宝石,Equip_jg04,,EquipmentAtlas,0,0,0,0,1
1510505,5级技攻宝石,Equip_jg05,,EquipmentAtlas,0,0,0,0,1
1510506,6级技攻宝石,Equip_jg06,,EquipmentAtlas,0,0,0,0,1
1510701,1级暴击宝石,Equip_bj01,,EquipmentAtlas,0,0,0,0,1
1510702,2级暴击宝石,Equip_bj02,,EquipmentAtlas,0,0,0,0,1
1510703,3级暴击宝石,Equip_bj03,,EquipmentAtlas,0,0,0,0,1
1510704,4级暴击宝石,Equip_bj04,,EquipmentAtlas,0,0,0,0,1
1510705,5级暴击宝石,Equip_bj05,,EquipmentAtlas,0,0,0,0,1
1510706,6级暴击宝石,Equip_bj06,,EquipmentAtlas,0,0,0,0,1
1511101,攻击宝石袋,Material_gjd01,,MaterialAtlas,0,0,0,0,1
1520101,1级血量宝石,Equip_sm01,,EquipmentAtlas,0,0,0,0,1
1520102,2级血量宝石,Equip_sm02,,EquipmentAtlas,0,0,0,0,1
1520103,3级血量宝石,Equip_sm03,,EquipmentAtlas,0,0,0,0,1
1520104,4级血量宝石,Equip_sm04,,EquipmentAtlas,0,0,0,0,1
1520105,5级血量宝石,Equip_sm05,,EquipmentAtlas,0,0,0,0,1
1520106,6级血量宝石,Equip_sm06,,EquipmentAtlas,0,0,0,0,1
1520401,1级物防宝石,Equip_pf01,,EquipmentAtlas,0,0,0,0,1
1520402,2级物防宝石,Equip_pf02,,EquipmentAtlas,0,0,0,0,1
1520403,3级物防宝石,Equip_pf03,,EquipmentAtlas,0,0,0,0,1
1520404,4级物防宝石,Equip_pf04,,EquipmentAtlas,0,0,0,0,1
1520405,5级物防宝石,Equip_pf05,,EquipmentAtlas,0,0,0,0,1
1520406,6级物防宝石,Equip_pf06,,EquipmentAtlas,0,0,0,0,1
1520601,1级技防宝石,Equip_jf01,,EquipmentAtlas,0,0,0,0,1
1520602,2级技防宝石,Equip_jf02,,EquipmentAtlas,0,0,0,0,1
1520603,3级技防宝石,Equip_jf03,,EquipmentAtlas,0,0,0,0,1
1520604,4级技防宝石,Equip_jf04,,EquipmentAtlas,0,0,0,0,1
1520605,5级技防宝石,Equip_jf05,,EquipmentAtlas,0,0,0,0,1
1520606,6级技防宝石,Equip_jf06,,EquipmentAtlas,0,0,0,0,1
1520801,1级韧性宝石,Equip_rx01,,EquipmentAtlas,0,0,0,0,1
1520802,2级韧性宝石,Equip_rx02,,EquipmentAtlas,0,0,0,0,1
1520803,3级韧性宝石,Equip_rx03,,EquipmentAtlas,0,0,0,0,1
1520804,4级韧性宝石,Equip_rx04,,EquipmentAtlas,0,0,0,0,1
1520805,5级韧性宝石,Equip_rx05,,EquipmentAtlas,0,0,0,0,1
1520806,6级韧性宝石,Equip_rx06,,EquipmentAtlas,0,0,0,0,1
1521001,1级削攻宝石,Equip_jgs01,,EquipmentAtlas,0,0,0,0,1
1521002,2级削攻宝石,Equip_jgs02,,EquipmentAtlas,0,0,0,0,1
1521003,3级削攻宝石,Equip_jgs03,,EquipmentAtlas,0,0,0,0,1
1521004,4级削攻宝石,Equip_jgs04,,EquipmentAtlas,0,0,0,0,1
1521005,5级削攻宝石,Equip_jgs05,,EquipmentAtlas,0,0,0,0,1
1521006,6级削攻宝石,Equip_jgs06,,EquipmentAtlas,0,0,0,0,1
1521101,防御宝石袋,Material_fyd01,,MaterialAtlas,0,0,0,0,1
1521201,充值随机福袋,Activities_fudai_fudai,,Activities,0,0,0,0,1
1610001,圣骑-英勇冲锋,ballte_DRicon_001,SkillAtlas,Battle,0,0,0,0,
1610002,圣骑-森罗万象,ballte_Ricon_001,SkillAtlas,Battle,0,0,0,0,
1610003,圣骑-决战姿态,ballte_Ricon_021,SkillAtlas,Battle,0,0,0,0,
1610004,圣骑-圣光审判,ballte_Ricon_022,SkillAtlas,Battle,0,0,0,0,
1610005,圣骑-风雪之怒,ballte_Ricon_004,SkillAtlas,Battle,0,0,0,0,
1610010,圣骑-无双技,ballte_DRicon_019,SkillAtlas,Battle,0,0,0,0,
1620001,魔剑-瞬影击,ballte_DRicon_004,SkillAtlas,Battle,0,0,0,0,
1620002,魔剑-断喉击,ballte_Ricon_007,SkillAtlas,Battle,0,0,0,0,
1620003,魔剑-绝妙鬼舞,ballte_Ricon_020,SkillAtlas,Battle,0,0,0,0,
1620004,魔剑-零点追击,ballte_Ricon_008,SkillAtlas,Battle,0,0,0,0,
1620005,魔剑-缥缈之刃,ballte_Ricon_019,SkillAtlas,Battle,0,0,0,0,
1620010,魔剑-无双技,ballte_DRicon_020,SkillAtlas,Battle,0,0,0,0,
1640001,狂战-狂斩,ballte_DRicon_003,SkillAtlas,Battle,0,0,0,0,
1640002,狂战-奋身破击,ballte_Ricon_017,SkillAtlas,Battle,0,0,0,0,
1640003,狂战-浴血旋风,ballte_Ricon_011,SkillAtlas,Battle,0,0,0,0,
1640004,狂战-跳跃暴击,ballte_Ricon_018,SkillAtlas,Battle,0,0,0,0,
1640005,狂战-战神咆哮,ballte_Ricon_013,SkillAtlas,Battle,0,0,0,0,
1640010,狂战-无双技,ballte_DRicon_021,SkillAtlas,Battle,0,0,0,0,
1650001,轰地强攻,Skill_fgyc001,SkillAtlas,Skill,0,0,0,0,
1650002,三连射,Skill_fgyc002,SkillAtlas,Skill,0,0,0,0,
1650003,爆气攻击,Skill_fgyc003,SkillAtlas,Skill,0,0,0,0,
1650004,召唤术,Skill_fgyc004,SkillAtlas,Skill,0,0,0,0,
1650005,狼人冲锋,Skill_fgyc005,SkillAtlas,Skill,0,0,0,0,
1650006,狼人双爪击,Skill_fgyc006,SkillAtlas,Skill,0,0,0,0,
1650007,狼人跳跃双爪击,Skill_fgyc007,SkillAtlas,Skill,0,0,0,0,
1650008,强盗蓄力剑气,Skill_fgyc008,SkillAtlas,Skill,0,0,0,0,
1650009,强盗跳跃斩地,Skill_fgyc009,SkillAtlas,Skill,0,0,0,0,
1650010,远征军守卫天崩地裂,Skill_fgyc010,SkillAtlas,Skill,0,0,0,0,
1650011,远征军守卫召唤地岩,Skill_fgyc011,SkillAtlas,Skill,0,0,0,0,
1650012,远征军守卫提升防御,Skill_fgyc012,SkillAtlas,Skill,0,0,0,0,
1650013,将军蓄力三段斩,Skill_fgyc013,SkillAtlas,Skill,0,0,0,0,
1650014,阿喀琉斯冲刺跳斩,Skill_fgyc014,SkillAtlas,Skill,0,0,0,0,
1650015,阿喀琉斯剑气炸裂,Skill_fgyc015,SkillAtlas,Skill,0,0,0,0,
1650016,阿喀琉斯剑盾合一,Skill_fgyc016,SkillAtlas,Skill,0,0,0,0,
1650017,圣疗术,Skill_fgyc017,SkillAtlas,Skill,0,0,0,0,
1650018,圣盾防御,Skill_fgyc018,SkillAtlas,Skill,0,0,0,0,
1650019,圣光审判,Skill_fgyc019,SkillAtlas,Skill,0,0,0,0,
1650020,阿伽门农斩出冰剑,Skill_fgyc020,SkillAtlas,Skill,0,0,0,0,
1650021,阿伽门农四连斩,Skill_fgyc021,SkillAtlas,Skill,0,0,0,0,
1650022,阿伽门农冲刺,Skill_fgyc022,SkillAtlas,Skill,0,0,0,0,
1650023,守墓者冲锋,Skill_fgyc023,SkillAtlas,Skill,0,0,0,0,
1650024,守墓者射出魔剑,Skill_fgyc024,SkillAtlas,Skill,0,0,0,0,
1650025,守墓者召唤降落魔剑,Skill_fgyc025,SkillAtlas,Skill,0,0,0,0,
1650026,海伦蓄力圆形范围攻击,Skill_fgyc026,SkillAtlas,Skill,0,0,0,0,
1650027,魔球追击,Skill_fgyc027,SkillAtlas,Skill,0,0,0,0,
1650028,能量炮,Skill_fgyc028,SkillAtlas,Skill,0,0,0,0,
1650029,魔爪下落,Skill_fgyc029,SkillAtlas,Skill,0,0,0,0,
1650030,魔爪群现,Skill_fgyc030,SkillAtlas,Skill,0,0,0,0,
1650031,毒沼,Skill_fgyc031,SkillAtlas,Skill,0,0,0,0,
1650032,召唤幽灵,Skill_fgyc032,SkillAtlas,Skill,0,0,0,0,
1650033,召唤寒冰幽灵,Skill_fgyc033,SkillAtlas,Skill,0,0,0,0,
1650034,召唤火焰幽灵,Skill_fgyc034,SkillAtlas,Skill,0,0,0,0,
1650035,召唤暗影幽灵,Skill_fgyc035,SkillAtlas,Skill,0,0,0,0,
1650036,旋风斩,Skill_fgyc036,SkillAtlas,Skill,0,0,0,0,
1650037,蓄力直线斩,Skill_fgyc037,SkillAtlas,Skill,0,0,0,0,
1650038,蓄力四段斩,Skill_fgyc038,SkillAtlas,Skill,0,0,0,0,
1650039,巫师召唤毒雾,Skill_fgyc039,SkillAtlas,Skill,0,0,0,0,
1650040,巫师召唤诅咒之门,Skill_fgyc040,SkillAtlas,Skill,0,0,0,0,
1650041,普攻加成,Skill_fgyc041,SkillAtlas,Skill,0,0,0,0,
1650042,自身增加技攻,Skill_fgyc042,SkillAtlas,Skill,0,0,0,0,
1650043,自身增加普防,Skill_fgyc043,SkillAtlas,Skill,0,0,0,0,
1650044,自身增加技防,Skill_fgyc044,SkillAtlas,Skill,0,0,0,0,
1650045,自身增加普攻,Skill_fgyc045,SkillAtlas,Skill,0,0,0,0,
1650046,增加普防,Skill_fgyc046,SkillAtlas,Skill,0,0,0,0,
1650047,降低敌人普攻,Skill_fgyc047,SkillAtlas,Skill,0,0,0,0,
1650048,降低敌人技攻,Skill_fgyc048,SkillAtlas,Skill,0,0,0,0,
1650049,增加技防,Skill_fgyc049,SkillAtlas,Skill,0,0,0,0,
1650050,增加普攻,Skill_fgyc050,SkillAtlas,Skill,0,0,0,0,
1650051,降低敌人普防,Skill_fgyc051,SkillAtlas,Skill,0,0,0,0,
1650052,降低敌人破甲,Skill_fgyc052,SkillAtlas,Skill,0,0,0,0,
1650053,降低敌人技防,Skill_fgyc053,SkillAtlas,Skill,0,0,0,0,
1650054,增加技攻,Skill_fgyc054,SkillAtlas,Skill,0,0,0,0,
1650055,增加破甲,Skill_fgyc055,SkillAtlas,Skill,0,0,0,0,
1671001,血量恢复,battle_buff01,BuffAtlas,Battle,0,0,0,0,
1671002,血量上限提升,battle_buff02,BuffAtlas,Battle,0,0,0,0,
1671003,法力恢复加速,battle_buff03,BuffAtlas,Battle,0,0,0,0,
1671004,SP恢复加速,battle_buff04,BuffAtlas,Battle,0,0,0,0,
1671005,普攻,battle_buff05,BuffAtlas,Battle,0,0,0,0,
1671006,普防,battle_buff06,BuffAtlas,Battle,0,0,0,0,
1671007,技攻,battle_buff07,BuffAtlas,Battle,0,0,0,0,
1671008,技防,battle_buff08,BuffAtlas,Battle,0,0,0,0,
1671009,暴击,battle_buff09,BuffAtlas,Battle,0,0,0,0,
1671010,韧性,battle_buff10,BuffAtlas,Battle,0,0,0,0,
1671011,破甲,battle_buff11,BuffAtlas,Battle,0,0,0,0,
1671012,削攻,battle_buff12,BuffAtlas,Battle,0,0,0,0,
1671013,移动速度,battle_buff13,BuffAtlas,Battle,0,0,0,0,
1672001,持续掉血,battle_debuff01,BuffAtlas,Battle,0,0,0,0,
1672002,血量上限降低,battle_debuff02,BuffAtlas,Battle,0,0,0,0,
1672003,法力恢复减慢,battle_debuff03,BuffAtlas,Battle,0,0,0,0,
1672004,SP恢复减慢,battle_debuff04,BuffAtlas,Battle,0,0,0,0,
1672005,普攻,battle_debuff05,BuffAtlas,Battle,0,0,0,0,
1672006,普防,battle_debuff06,BuffAtlas,Battle,0,0,0,0,
1672007,技攻,battle_debuff07,BuffAtlas,Battle,0,0,0,0,
1672008,技防,battle_debuff08,BuffAtlas,Battle,0,0,0,0,
1672009,暴击,battle_debuff09,BuffAtlas,Battle,0,0,0,0,
1672010,韧性,battle_debuff10,BuffAtlas,Battle,0,0,0,0,
1672011,破甲,battle_debuff11,BuffAtlas,Battle,0,0,0,0,
1672012,削攻,battle_debuff12,BuffAtlas,Battle,0,0,0,0,
1672013,移动速度,battle_debuff13,BuffAtlas,Battle,0,0,0,0,
1673001,反转buff,battle_spbuff01,BuffAtlas,Battle,0,0,0,0,
1673002,沉默buff,battle_spbuff02,BuffAtlas,Battle,0,0,0,0,
1673003,献祭buff,battle_spbuff03,BuffAtlas,Battle,0,0,0,0,
1680001,HP回复,GuildSkill_01,SkillAtlas,Team,0,0,0,0,1
1680002,MP回复,GuildSkill_02,SkillAtlas,Team,0,0,0,0,1
1680003,HP道具加成,GuildSkill_03,SkillAtlas,Team,0,0,0,0,1
1680004,MP道具加成,GuildSkill_04,SkillAtlas,Team,0,0,0,0,1
1680005,SP道具加成,GuildSkill_05,SkillAtlas,Team,0,0,0,0,1
1680006,初始怒气,GuildSkill_06,SkillAtlas,Team,0,0,0,0,1
1680007,复活时间缩短,GuildSkill_07,SkillAtlas,Team,0,0,0,0,1
1680008,回复体力,GuildSkill_08,SkillAtlas,Team,0,0,0,0,1
1702001,背包,main_Ricon_009,FunctionAtlas,Main,0,0,0,0,
1702002,技能,main_Ricon_005,FunctionAtlas,Main,0,0,0,0,
1702003,装备,main_Ricon_001,FunctionAtlas,Main,0,0,0,0,
1702004,任务,main_Ricon_010,FunctionAtlas,Main,0,0,0,0,
1702005,副官,main_Ricon_006,FunctionAtlas,Main,0,0,0,0,
1702006,商城,main_Ricon_011,FunctionAtlas,Main,0,0,0,0,
1702007,英灵坛,main_Ricon_007,FunctionAtlas,Main,0,0,0,0,
1702008,联盟,main_Ricon_003,FunctionAtlas,Main,0,0,0,0,
1702009,系统,main_Ricon_012,FunctionAtlas,Main,0,0,0,0,
1702010,交互,main_Ricon_008,FunctionAtlas,Main,0,0,0,0,
1702011,王者之路,main_URicon_000,FunctionAtlas,Main,0,0,0,0,
1702012,战神宝典,main_URicon_001,FunctionAtlas,Main,0,0,0,0,
1702013,精彩活动,main_URicon_002,FunctionAtlas,Main,0,0,0,0,
1702014,每日必做,main_URicon_003,FunctionAtlas,Main,0,0,0,0,
1702015,维纳斯的祝福界面图标,main_bless_01,,Main,0,0,0,0,
1702017,每日必做界面图标,main_mrbz_01,,Main,0,0,0,0,
1702018,每周任务界面图标,main_mzrw_01,,Main,0,0,0,0,
1702019,体验VIP,main_URicon_004,FunctionAtlas,Main,0,0,0,0,
1702020,探险图标,main_URicon_005,FunctionAtlas,Main,0,0,0,0,
1702021,签到奖励,main_xsydpic_001,FunctionAtlas,Main,0,0,0,0,
1702022,充值返利,main_URicon_006,,Main,0,0,0,0,1
1702023,英雄殿堂,main_mrt_01,,Main,,,,,
1703001,排位赛功能图标,main_zc_001,,Main,0,0,0,0,
1703002,炼狱功能图标,main_zc_002,,Main,0,0,0,0,
1703003,噩梦森林功能图标,main_zc_003,,Main,0,0,0,0,
1703004,万魔殿功能图标,main_zc_004,,Main,0,0,0,0,
1703005,神之试炼,main_zc_005,,Main,0,0,0,0,
1703006,联盟争霸,main_zc_006,,Main,0,0,0,0,
1703007,一战成名,main_zc_007,,Main,0,0,0,0,
1703008,远古神坛,main_zc_008,,Main,0,0,0,0,
1703009,诸神之战,main_zc_009,,Main,0,0,0,0,
1703010,女神系统,main_nvshen_01,,Main,0,0,0,0,1
1704001,PVE类图标,main_pve_01,FunctionAtlas,Main,0,0,0,0,
1704002,PVP类图标,main_pvp_01,FunctionAtlas,Main,0,0,0,0,
1704003,副官类图标,main_Ricon_006,FunctionAtlas,Main,0,0,0,0,
1704005,功能预开启自动托管,ballte_auto,BuffAtlas,Battle,0,0,0,0,
1704006,无双技,Skill_unrivaled_01,SkillAtlas,Skill,0,0,0,0,
1705001,充值返利1,Material_xsqg_01,,MaterialAtlas,0,0,0,0,1
1705002,充值返利2,Material_xsqg_02,,MaterialAtlas,0,0,0,0,1
1705003,充值返利3,Material_xsqg_03,,MaterialAtlas,0,0,0,0,1
1706001,组队大厅,main_zddt_01,FunctionAtlas,ArtText,0,0,0,0,1
1707001,宙斯的魔盒,Material_xsqg_02,,MaterialAtlas,0,0,0,0,1
1707002,宙斯的馈赠,Protagonist_lb_001,,Protagonist,0,0,0,0,1
1707003,处女座魔盒,Material_xsqg_04,,MaterialAtlas,0,0,0,0,1
1707004,羽化神翼,Equip_cb_001~Equip_cb_012,,EquipmentAtlas,0,0,0,0,1
1708001,神墟碎片,Material_rsyz_ssljt01,,MaterialAtlas,0,0,0,0,1
1708002,神灵晶体,Material_rsyz_sxsp01,,MaterialAtlas,0,0,0,0,1
#1708001,百战成神冠军标识,System_bzcs_001,,System,0,0,0,0,1
#1708002,百战成神亚军标识,System_bzcs_002,,System,0,0,0,0,1
#1708003,百战成神季军标识,System_bzcs_003,,System,0,0,0,0,1
1811101,狂战头像,Main_kz,ActorAtlas,Main,0,0,0,0,
1812001,圣骑头像,Main_sq,ActorAtlas,Main,0,0,0,0,
1814001,魔剑头像,Main_mj,ActorAtlas,Main,0,0,0,0,
1820001,近战女副官头像1,altar_aide_001,ActorAtlas,Altar,0,0,0,0,
1820101,近战男副官头像1,altar_aide_004,ActorAtlas,Altar,0,0,0,0,
1820201,近战怪物副官头像1,altar_aide_005,ActorAtlas,Altar,0,0,0,0,
1820301,弓箭怪物副官头像1,altar_aide_006,ActorAtlas,Altar,0,0,0,0,
1820401,巫师怪物副官头像1,altar_aide_007,ActorAtlas,Altar,0,0,0,0,
1820501,弓箭女副官头像1,altar_aide_008,ActorAtlas,Altar,0,0,0,0,
1820601,女副官头像1,altar_aide_001,ActorAtlas,Altar,0,0,0,0,
1820701,法师女副官头像1,altar_aide_010,ActorAtlas,Altar,0,0,0,0,
1820801,法师男副官头像1,altar_aide_011,ActorAtlas,Altar,0,0,0,0,
1820901,阿伽门农头像1,altar_aide_012,ActorAtlas,Altar,0,0,0,0,
1821001,阿喀琉斯头像1,altar_aide_013,ActorAtlas,Altar,0,0,0,0,
1821101,神祗头像1,altar_aide_014,ActorAtlas,Altar,0,0,0,0,
1821201,芬里尔头像1,altar_aide_015,ActorAtlas,Altar,0,0,0,0,
1821301,巫师头像2,altar_aide_016,ActorAtlas,Altar,0,0,0,0,
1821401,将军头像1,altar_aide_017,ActorAtlas,Altar,0,0,0,0,
1821501,灰色将军头像1,altar_aide_018,ActorAtlas,Altar,0,0,0,0,
1821601,远征军统领头像1,altar_aide_019,ActorAtlas,Altar,0,0,0,0,
1821701,黑之使徒头像1,altar_aide_020,ActorAtlas,Altar,0,0,0,0,
1821801,帕特洛克罗斯头像1,altar_aide_021,ActorAtlas,Altar,0,0,0,0,
1821901,亡灵绿头像1,altar_aide_022,ActorAtlas,Altar,0,0,0,0,
1822001,亡灵褐头像1,altar_aide_023,ActorAtlas,Altar,0,0,0,0,
1822101,海伦头像1,altar_aide_024,ActorAtlas,Altar,0,0,0,0,
1822201,斯琳娜头像1,altar_aide_025,ActorAtlas,Altar,0,0,0,0,
1822301,雅典娜头像1,altar_aide_026,ActorAtlas,Altar,0,0,0,0,
1822401,美狄亚头像1,altar_aide_027,ActorAtlas,Altar,0,0,0,0,
1822501,巴哈姆特头像1,altar_aide_028,ActorAtlas,Altar,0,0,0,0,
1822601,怪物通用头像1,altar_aide_034,ActorAtlas,Altar,0,0,0,0,
1822701,命运女神头像1,altar_aide_030,ActorAtlas,Altar,0,0,0,0,
1822801,座天使头像1,altar_aide_031,ActorAtlas,Altar,0,0,0,0,
1822901,铁匠头像1,altar_aide_032,ActorAtlas,Altar,0,0,0,0,
1823001,魔龙头像1,altar_aide_033,ActorAtlas,Altar,0,0,0,0,
1823101,丧尸英雄王头像1,altar_aide_035,ActorAtlas,Altar,0,0,0,0,
1823201,阿斯特瑞亚头像1,altar_aide_036,ActorAtlas,Altar,0,0,0,0,
1823301,宙斯头像1,altar_aide_037,ActorAtlas,Altar,0,0,0,0,
1823401,熔岩巨人头像1,altar_aide_039,ActorAtlas,Altar,0,0,0,0,
1823501,森岩巨人头像1,altar_aide_038,ActorAtlas,Altar,0,0,0,0,
1823601,美杜莎头像1,altar_aide_040,ActorAtlas,Altar,0,0,0,0,
#1830001,女副官半身像1,altar_tips_001,,Altar,0,0,0,0,
#1830101,男副官半身像1,altar_tips_002,,Altar,0,0,0,0,
#1850001,猎魔系统Boss半身像,Team_slBOSS_001,,Team,0,0,0,0,
#1910101,溪木镇01,Loading_bg_000,,loading,0,0,0,0,
#1910102,溪木镇02,Loading_bg_001,,loading,0,0,0,0,
#1910201,佩达斯01,Loading_bg_002,,loading,0,0,0,0,
#1910301,特洛伊01,Loading_bg_004,,loading,0,0,0,0,
1920101,森林01,ballte_Forest_001,,Battle,0,0,0,0,
1920102,森林02,ballte_Forest_002,,Battle,0,0,0,0,
1920103,森林03,ballte_Forest_003,,Battle,0,0,0,0,
1920104,森林04,ballte_Forest_004,,Battle,0,0,0,0,
1920201,沙漠01,ballte_Desert_001,,Battle,0,0,0,0,
1920202,沙漠02,ballte_Desert_002,,Battle,0,0,0,0,
1920203,沙漠03,ballte_Desert_003,,Battle,0,0,0,0,
1920204,沙漠04,ballte_Desert_004,,Battle,0,0,0,0,
1920205,沙漠05,ballte_Desert_005,,Battle,0,0,0,0,
1920206,沙漠06,ballte_Desert_006,,Battle,0,0,0,0,
1920301,地牢01,ballte_Palace_001,,Battle,0,0,0,0,
1920302,地牢02,ballte_Palace_002,,Battle,0,0,0,0,
1920303,地牢03,ballte_Palace_003,,Battle,0,0,0,0,
1920304,地牢04,ballte_Palace_004,,Battle,0,0,0,0,
1920401,血池01,ballte_Pool_001,,Battle,0,0,0,0,
1920402,血池02,ballte_Pool_002,,Battle,0,0,0,0,
1920403,血池03,ballte_Pool_003,,Battle,0,0,0,0,
1920404,血池04,ballte_Pool_004,,Battle,0,0,0,0,
1920501,沼泽01,ballte_Swamp_001,,Battle,0,0,0,0,
1920502,沼泽02,ballte_Swamp_002,,Battle,0,0,0,0,
1920701,第七章背景图1,ballte_Boat_001,,Battle,0,0,0,0,
1920702,第七章背景图2,ballte_Boat_002,,Battle,0,0,0,0,
1920703,第七章背景图3,ballte_Boat_003,,Battle,0,0,0,0,
1920704,第七章背景图4,ballte_Moonlight_001,,Battle,0,0,0,0,
1920705,第七章背景图5,ballte_Moonlight_002,,Battle,0,0,0,0,
1920706,第七章背景图6,ballte_Moonlight_003,,Battle,0,0,0,0,
1920707,第七章背景图7,ballte_Snake_001,,Battle,0,0,0,0,
1920708,第七章背景图8,ballte_Snake_002,,Battle,0,0,0,0,
1920709,第七章背景图9,ballte_Snake_003,,Battle,0,0,0,0,
#1930001,副官系统背景图,altar_ylt_001,,Altar,0,0,0,0,
#1930002,副官系统背景图,altar_ylt_002,,Altar,0,0,0,0,
#1931001,副官系统侍魂图1,altar_ylt_003,,Altar,0,0,0,0,
#1931002,副官系统侍魂图2,altar_ylt_004,,Altar,0,0,0,0,
2001000,溪木镇(小地图),dht_dt01,,Main,0,0,0,0,
2001001,佩达斯(小地图),dht_dt02,,Main,0,0,0,0,
2001002,特洛伊(小地图),dht_dt03,,Main,0,0,0,0,
2001003,莱斯博斯岛(小地图),dht_dt04,,Main,0,0,0,0,
2101001,最强王者,title_1_1,BloodAtlas,title,0,0,0,0,1
2101002,统领大陆,title_1_2,BloodAtlas,title,0,0,0,0,1
2101003,众神之主,title_1_3,BloodAtlas,title,0,0,0,0,1
2101004,不败战神,title_1_4,BloodAtlas,title,0,0,0,0,1
2101005,登峰造极,title_1_5,BloodAtlas,title,0,0,0,0,1
2101006,绝对守护,title_1_6,BloodAtlas,title,0,0,0,0,1
2101007,最强圣骑,title_1_7,BloodAtlas,title,0,0,0,0,1
2101008,最强狂战,title_1_8,BloodAtlas,title,0,0,0,0,1
2101009,最强魔剑,title_1_9,BloodAtlas,title,0,0,0,0,1
2101010,最强联盟,title_1_10,BloodAtlas,title,0,0,0,0,1
2101011,联盟霸主,title_1_11,BloodAtlas,title,0,0,0,0,1
2101012,联盟至尊,title_1_12,BloodAtlas,title,0,0,0,0,1
2101013,联盟首领,title_1_13,BloodAtlas,title,0,0,0,0,1
2102001,百战成神,title_2_1,BloodAtlas,title,0,0,0,0,1
2102002,神之领主,title_2_2,BloodAtlas,title,0,0,0,0,1
2102003,神兵利器,title_2_3,BloodAtlas,title,0,0,0,0,1
2102004,星光闪耀,title_2_4,BloodAtlas,title,0,0,0,0,1
2102005,一统神域,title_2_5,BloodAtlas,title,0,0,0,0,1
2102006,圣器之王,title_2_6,BloodAtlas,title,0,0,0,0,1
